dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw
M4-FUNG-0312,S001,database,,MIBiG BGC0002113 retired partial record,,,
M4-FUNG-0312,S002,primary,,"Li et al., J Chromatogr A 2020; PMID 33166889; DOI 10.1016/j.chroma.2020.461626",,,
M4-FUNG-0312,S003,database/primary comparative,,MIBiG BGC0000313 active Beauveria bassiana beauvericin locus; Xu et al. 2008 PMID 18804027,,,
M4-FUNG-0313,S001,database,,MIBiG BGC0002139 current record,,,
M4-FUNG-0313,S002,primary,,"Roux et al., Org Biomol Chem 2021; PMID 34714309",,,
M4-FUNG-0313,S003,follow-up,,2024 burnettiene antimalarial follow-up; PMID 38982331,,,
M4-FUNG-0313,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0314,S001,database,,MIBiG BGC0002146 current record,,,
M4-FUNG-0314,S002,primary,,"Zhang et al., J Am Chem Soc 2021; PMID 33372776",,,
M4-FUNG-0314,S003,primary historical,,"Sakamoto et al., J Antibiot 1996; PMID 8609083",,,
M4-FUNG-0314,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0315,S001,database,,MIBiG BGC0002149 current record,,,
M4-FUNG-0315,S002,primary,,"McLellan et al., Org Lett 2022; PMID 35315670",,,
M4-FUNG-0315,S003,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0316,S001,database,,MIBiG BGC0002154 current record,,,
M4-FUNG-0316,S002,primary,,"Zhu et al., Microbiol Res 2021; PMID 33189072",,,
M4-FUNG-0316,S003,historical,,Historical rice-blast melanin studies cited by MIBiG,,,
M4-FUNG-0316,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0317,S001,database,,MIBiG BGC0002155 current record,,,
M4-FUNG-0317,S002,primary,,"Motoyama et al., ChemBioChem 2019; PMID 30443971",,,
M4-FUNG-0317,S003,review/follow-up,,"Motoyama/Osada reviews 2020-2021; PMIDs 33218033, 34379774",,,
M4-FUNG-0317,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0318,S001,database,,MIBiG BGC0002156 current retired record,,,
M4-FUNG-0318,S002,primary,,"Griffiths et al., PLoS One 2018; PMID 30596695",,,
M4-FUNG-0318,S003,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0319,S001,database,,MIBiG BGC0002157 current record,,,
M4-FUNG-0319,S002,primary,,"Saruwatari et al., ChemBioChem 2014; PMID 24677498",,,
M4-FUNG-0319,S003,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0320,S001,database,,MIBiG BGC0002158 current record,,,
M4-FUNG-0320,S002,primary,,"Yun et al., Nat Commun 2015; PMID 26503170",,,
M4-FUNG-0320,S003,primary follow-ups,,"Yun et al., ACS Chem Biol 2017; PMID 28820236; Kashiwa et al. 2021 PMID 34755835",,,
M4-FUNG-0320,S004,primary follow-up,,"Yun et al., J Biol Chem 2020; PMID 32565425",,,
M4-FUNG-0320,S005,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0321,S001,database,,MIBiG BGC0002159 current retired record,,,
M4-FUNG-0321,S002,primary,,Bacteria-induced lagopodin study; PMID 31087720,,,
M4-FUNG-0321,S003,primary follow-up,,Lagopodin oxidation study; PMID 30556075; EBA productivity follow-up 2020,,,
M4-FUNG-0321,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0322,S001,database,,MIBiG BGC0002161 current record,,,
M4-FUNG-0322,S002,primary,,"Zhang et al., Mol Microbiol 2017; PMID 28517364",,,
M4-FUNG-0322,S003,primary follow-up,,"Zhang et al., Mol Microbiol 2019; PMID 31116900",,,
M4-FUNG-0322,S004,internal,,Fungal BGC Atlas canonical source row,,,
M4-FUNG-0323,S001,database,current,MIBiG BGC0002162.3,,,
M4-FUNG-0323,S002,primary research,2015,"Ye et al., Genome Mining for Sesterterpenes Using Bifunctional Terpene Synthases Reveals a Unified Intermediate of Di/Sesterterpenes; JACS; PMID 26332841",,,
M4-FUNG-0323,S003,authoritative chemistry database,current,MIBiG-linked NPAtlas compound records,,,
M4-FUNG-0323,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0323,,,
M4-FUNG-0323,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 331117,,,
M4-FUNG-0323,annotation_status,deep_validated,validated,,,,
M4-FUNG-0323,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0324,S001,database,current,MIBiG BGC0002163.3,,,
M4-FUNG-0324,S002,primary research,2018,"Sørensen et al., The cereal pathogen Fusarium pseudograminearum produces a new class of active cytokinins during infection; PMID 28802024",,,
M4-FUNG-0324,S003,mechanistic follow-up,2019,Regulation of a novel Fusarium cytokinin in Fusarium pseudograminearum; DOI 10.1016/j.funbio.2018.12.009,,,
M4-FUNG-0324,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0324,,,
M4-FUNG-0324,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 1028729,,,
M4-FUNG-0324,S006,heterologous reconstruction,2019,"Nielsen et al., Heterologous expression of intact biosynthetic gene clusters in Fusarium graminearum; PMID 31279974",,,
M4-FUNG-0324,annotation_status,deep_validated,validated,,,,
M4-FUNG-0324,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0325,S001,database,current,MIBiG BGC0002164.2,,,
M4-FUNG-0325,S002,primary research,2005,"Tanaka et al., A symbiosis expressed non-ribosomal peptide synthetase from a mutualistic fungal endophyte of perennial ryegrass confers protection to the symbiotum from insect herbivory; PMID 16091042",,,
M4-FUNG-0325,S003,context follow-up,2012,Epichloë metabolite studies confirming peramine as an endophyte-associated metabolite; context only,,,
M4-FUNG-0325,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0325,,,
M4-FUNG-0325,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 35717,,,
M4-FUNG-0325,annotation_status,deep_validated,validated,,,,
M4-FUNG-0325,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0326,S001,database,current,MIBiG BGC0002165.3,,,
M4-FUNG-0326,S002,primary research,2019,"Li et al., Biosynthesis of a Tricyclo[6.2.2.0²,⁷]dodecane System by a Berberine Bridge Enzyme-Like Aldolase; DOI 10.1002/chem.201904360",,,
M4-FUNG-0326,S003,pathogen context,current,Parastagonospora nodorum wheat-pathogen literature; context only,,,
M4-FUNG-0326,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0326,,,
M4-FUNG-0326,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 321614,,,
M4-FUNG-0326,annotation_status,deep_validated,validated,,,,
M4-FUNG-0326,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0327,S001,database,current,MIBiG BGC0002167.2,,,
M4-FUNG-0327,S002,primary research,2013,"Forseth et al., Homologous NRPS-like gene clusters mediate redundant small-molecule biosynthesis in Aspergillus flavus; PMID 23281040",,,
M4-FUNG-0327,S003,review,2020,Aspergillus flavus secondary-metabolite review; piperazine pathway context,,,
M4-FUNG-0327,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0327,,,
M4-FUNG-0327,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 332952,,,
M4-FUNG-0327,annotation_status,deep_validated,validated,,,,
M4-FUNG-0327,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0328,S001,database,current,MIBiG BGC0002168.3,,,
M4-FUNG-0328,S002,primary research,2021,"Tao et al., One Polyketide Synthase, Two Distinct Products: Trans-Acting Enzyme-Controlled Product Divergence in Calbistrin Biosynthesis; PMID 33480463",,,
M4-FUNG-0328,S003,comparative provenance,2018,Earlier decumbenone/calbistrin cluster discovery literature; comparative context only,,,
M4-FUNG-0328,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0328,,,
M4-FUNG-0328,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 1549217,,,
M4-FUNG-0328,annotation_status,deep_validated,validated,,,,
M4-FUNG-0328,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0329,S001,database,current,MIBiG BGC0002169.3,,,
M4-FUNG-0329,S002,primary research,2020,"Wolff et al., Acurin A, a novel hybrid compound, biosynthesized by individually translated PKS- and NRPS-encoding genes in Aspergillus aculeatus; PMID 32234543",,,
M4-FUNG-0329,S003,natural-product database,current,NPAtlas acurin A record; compound provenance only,,,
M4-FUNG-0329,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0329,,,
M4-FUNG-0329,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 690307,,,
M4-FUNG-0329,annotation_status,deep_validated,validated,,,,
M4-FUNG-0329,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0330,S001,database,current,MIBiG BGC0002170.2,,,
M4-FUNG-0330,S002,primary research,2019,"Hashimoto et al., Functional expression of a highly-reducing polyketide synthase of Emericella variecolor IFM42010...; PMID 31678008",,,
M4-FUNG-0330,S003,historical nomenclature context,2019,Producer nomenclature as reported by defining study; no ortholog transfer,,,
M4-FUNG-0330,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0330,,,
M4-FUNG-0330,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 1549217,,,
M4-FUNG-0330,annotation_status,deep_validated,validated,,,,
M4-FUNG-0330,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0331,S001,database,current,MIBiG BGC0002171.2,,,
M4-FUNG-0331,S002,primary research,2020,"Hai et al., Biosynthesis of Amino Acid Derived α-Pyrones by an NRPS-NRPKS Hybrid Megasynthetase in Fungi; PMID 32159958",,,
M4-FUNG-0331,S003,compound literature,2018-2019,Historical pyrophen/campyrone bioactivity/isolation papers; contextual only,,,
M4-FUNG-0331,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0331,,,
M4-FUNG-0331,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 380704,,,
M4-FUNG-0331,annotation_status,deep_validated,validated,,,,
M4-FUNG-0331,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0332,S001,database,current,MIBiG BGC0002172.3,,,
M4-FUNG-0332,S002,primary research,2019,"Jia et al., A linear nonribosomal octapeptide from Fusarium graminearum facilitates cell-to-cell invasion of wheat; PMID 30804501",,,
M4-FUNG-0332,S003,mechanistic follow-up,2019,"Westphal et al., Toxins; fusaoctaxin/fusatrixin/fusapentaxin biosynthetic context; PMID 31100892",,,
M4-FUNG-0332,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0332,,,
M4-FUNG-0332,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 229533,,,
M4-FUNG-0332,annotation_status,deep_validated,validated,,,,
M4-FUNG-0332,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0333,S001,database,current,MIBiG BGC0002173.2,,,
M4-FUNG-0333,S002,primary research,2019,Characterization and Biosynthesis of a Rare Fungal Hopane-Type Triterpenoid Glycoside Involved in the Antistress Property of Aspergillus fumigatus; Organic Letters; PMID 30977375; DOI 10.1021/acs.orglett.9b00984,,,
M4-FUNG-0333,S003,mechanistic review,2021-2023,Aspergillus pathway-specific transcription-factor review and fungal terpene engineering review; afumA-D pathway context,,,
M4-FUNG-0333,S004,internal canonical source,2026,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0333,,,
M4-FUNG-0333,S005,authoritative taxonomy,current,NCBI Taxonomy taxon 451804,,,
M4-FUNG-0333,S006,natural-product database,current,"Natural Products Atlas NPA026768, fumihopaside A",,,
M4-FUNG-0333,annotation_status,deep_validated,validated,,,,
M4-FUNG-0333,sheet_record_status,validated_record,validated,,,,
M4-FUNG-0334,S001,Canonical MIBiG/source record BGC0002174.2; active/SQ_A/completeness unknown; LC517046.1,,,,,
M4-FUNG-0334,S002,"Purev et al. 2020, Molecules 25:1032, PMID 32106587, DOI 10.3390/molecules25051032",,,,,
M4-FUNG-0334,S003,MIBiG-listed follow-up/review references retained for context; no unsupported strain-specific mechanism transferred,,,,,
M4-FUNG-0334,S004,Canonical fungal BGC source row BGC0002174; TaxID 35717,,,,,
M4-FUNG-0335,S001,Canonical MIBiG/source record BGC0002175.3; A. oryzae RIB40; completeness unknown,,,,,
M4-FUNG-0335,S002,"Tamano et al. 2019, BMC Biotechnology 19:70, PMID 31655589, DOI 10.1186/s12896-019-0567-x",,,,,
M4-FUNG-0335,S003,Homologous Aspergillus spore-pigment pathway literature underlying YWA1 naming; retained as ortholog context,,,,,
M4-FUNG-0335,S004,Canonical fungal BGC source row BGC0002175; TaxID 510516,,,,,
M4-FUNG-0336,S001,Canonical MIBiG/source record BGC0002176.3; F. graminearum PH-1; completeness unknown,,,,,
M4-FUNG-0336,S002,"McCormick et al. 2010, Applied and Environmental Microbiology, PMID 19880637, DOI 10.1128/AEM.02017-09",,,,,
M4-FUNG-0336,S003,"Bahadoor et al. 2016, Journal of Natural Products, DOI 10.1021/acs.jnatprod.5b00676",,,,,
M4-FUNG-0336,S004,Canonical fungal BGC source row BGC0002176; TaxID 229533,,,,,
M4-FUNG-0337,S001,Canonical MIBiG/source record BGC0002177.2; U. virens; eight recorded ustilaginoidins,,,,,
M4-FUNG-0337,S002,"2019 gene-knockout work on ustilaginoidin monomers/UV_2091 plus 2021 complete pathway reconstruction, Chemical Science DOI 10.1039/D1SC02666F",,,,,
M4-FUNG-0337,S003,Regulatory follow-ups: UvHST2/UvHOS3 chromatin control and 2026 CRZ1 direct promoter regulation,,,,,
M4-FUNG-0337,S004,Canonical fungal BGC source row BGC0002177; TaxID 1159556,,,,,
M4-FUNG-0338,S001,Canonical MIBiG/source record BGC0002178.2; retired historical gramillin record,,,,,
M4-FUNG-0338,S002,"Bahadoor et al. 2018, Journal of the American Chemical Society 140:16783-16791, PMID 30395461, DOI 10.1021/jacs.8b10017",,,,,
M4-FUNG-0338,S003,Retirement reason is not inferred beyond the current MIBiG retired status,,,,,
M4-FUNG-0338,S004,Canonical fungal BGC source row BGC0002178; TaxID 229533,,,,,
M4-FUNG-0339,S001,Canonical MIBiG/source record BGC0002179.3; retired tentoxin record; CP061875.1,,,,,
M4-FUNG-0339,S002,"Li et al. 2016, Toxins 8:234, PMID 27490569, DOI 10.3390/toxins8080234",,,,,
M4-FUNG-0339,S003,Established tentoxin chloroplast F1-ATPase target literature; retained as compound-level biological context,,,,,
M4-FUNG-0339,S004,Canonical fungal BGC source row BGC0002179; TaxID 5599,,,,,
M4-FUNG-0340,S001,Canonical MIBiG/source record BGC0002180.2; A. nidulans; asperlin and octatrienoic acid,,,,,
M4-FUNG-0340,S002,"2018 defining asperlin-cluster activation and genetic study, PMID 30339758",,,,,
M4-FUNG-0340,S003,Later review/context on fungal silent-cluster activation; no additional causality promoted,,,,,
M4-FUNG-0340,S004,Canonical fungal BGC source row BGC0002180; TaxID 227321,,,,,
M4-FUNG-0341,S001,Canonical MIBiG/source record BGC0002181.3; Rhodocybe pseudopiperita; LC314149.1,,,,,
M4-FUNG-0341,S002,"Alberti et al. 2017, Nature Communications, pathway heterologous-expression study; PMID 29184068",,,,,
M4-FUNG-0341,S003,Pleuromutilin antibiotic/ribosome-target literature retained as compound-level context,,,,,
M4-FUNG-0341,S004,Canonical fungal BGC source row BGC0002181; TaxID 693819,,,,,
M4-FUNG-0342,S001,Canonical MIBiG/source record BGC0002182.2; retired T. virens viridin record,,,,,
M4-FUNG-0342,S002,"2018 ChemistrySelect study proposing/characterizing the viridin biosynthetic cluster, DOI 10.1002/slct.201703035",,,,,
M4-FUNG-0342,S003,Later T. virens genetic work showing vir4 deletion does not impair viridin and distinguishing vGPD/has1 regulatory-metabolic effects,,,,,
M4-FUNG-0342,S004,Canonical fungal BGC source row BGC0002182; TaxID 29875,,,,,
M4-FUNG-0343,S001,Canonical MIBiG/source record BGC0002183.2; retired W. pararugosa enterobactin record,,,,,
M4-FUNG-0343,S002,"Kominek et al. 2019, Cell 176:1356-1366.e10, PMID 30799038, DOI 10.1016/j.cell.2019.01.034",,,,,
M4-FUNG-0343,S003,2024 follow-up on fungal ENB1 enterobactin import in Starmerella bombicola; clade-level integration context only,,,,,
M4-FUNG-0343,S004,Canonical fungal BGC source row BGC0002183; TaxID 49331,,,,,
M4-FUNG-0344,S001,Canonical MIBiG/source record BGC0002184.3; retired/SQ_A/completeness unknown; A. clavatus NRRL 1,,,,,
M4-FUNG-0344,S002,"Chiba et al. 2013, Organic Letters 15:594-597, DOI 10.1021/ol303408a; direct identification of ACLA_76850/OblA as ophiobolin F synthase",,,,,
M4-FUNG-0344,S003,"Narita et al. 2016, Organic Letters, PMID 27116000, DOI 10.1021/acs.orglett.6b00552; oxidative pathway reconstruction and A. clavatus P450 divergence",,,,,
M4-FUNG-0344,S004,Canonical fungal BGC source row BGC0002184; NCBI TaxID 344612,,,,,
M4-FUNG-0345,S001,Current MIBiG BGC0002185.2; active/SQ_A/completeness unknown; LC522971.1,,,,,
M4-FUNG-0345,S002,"Wang et al. 2020, JACS 142:8464-8472, PMID 32275405, DOI 10.1021/jacs.0c02337",,,,,
M4-FUNG-0345,S003,"NCBI GenBank LC522971.1, Penicillium sp. sh18 gregatin A biosynthetic gene cluster, complete sequence",,,,,
M4-FUNG-0345,S004,Canonical fungal BGC source row BGC0002185; source TaxID 5081,,,,,
M4-FUNG-0346,S001,Current MIBiG/source record BGC0002186.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0346,S002,"Sørensen et al. 2014, Journal of Natural Products 77:2619-2625, PMID 25412204, DOI 10.1021/np500436r",,,,,
M4-FUNG-0346,S003,Related W493 pathway evidence retained only for mechanistic contrast; no ortholog evidence transferred as F. graminearum direct data,,,,,
M4-FUNG-0346,S004,Canonical fungal BGC source row BGC0002186; NCBI TaxID 229533,,,,,
M4-FUNG-0347,S001,Current MIBiG BGC0002187.3; active/SQ_A/completeness unknown; five-gene displayed candidate region,,,,,
M4-FUNG-0347,S002,"Qin et al. 2019, Journal of Agricultural and Food Chemistry 67:7266-7273, PMID 31244199, DOI 10.1021/acs.jafc.9b01977",,,,,
M4-FUNG-0347,S003,Current MIBiG gene display: five genes including a PKS and CYP450; annotations treated as candidate-level without direct knockout,,,,,
M4-FUNG-0347,S004,Canonical fungal BGC source row BGC0002187; NCBI TaxID 1380566,,,,,
M4-FUNG-0348,S001,Current MIBiG/source record BGC0002188.3; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0348,S002,"Sørensen et al. 2014, Journal of Natural Products, PMID 25412204, DOI 10.1021/np500436r",,,,,
M4-FUNG-0348,S003,"Wollenberg et al. 2019, Fungal Genetics and Biology, PMID 31279974, DOI 10.1016/j.fgb.2019.103248; intact W493 cluster heterologous reconstruction",,,,,
M4-FUNG-0348,S004,Canonical fungal BGC source row BGC0002188; NCBI TaxID 1028729,,,,,
M4-FUNG-0349,S001,Canonical MIBiG/source record BGC0002189.2; retired/SQ_A/completeness unknown,,,,,
M4-FUNG-0349,S002,"Wollenberg et al. 2019, Fungal Biology 123:10-17, PMID 30654953, DOI 10.1016/j.funbio.2018.10.004",,,,,
M4-FUNG-0349,S003,"Sørensen et al. 2014 fusaristatin pathway work, PMID 25412204; used only as homologous pathway context",,,,,
M4-FUNG-0349,S004,Canonical fungal BGC source row BGC0002189; NCBI TaxID 1318459,,,,,
M4-FUNG-0350,S001,Current MIBiG BGC0002190.2; active/SQ_A/completeness unknown; eight-gene displayed cluster,,,,,
M4-FUNG-0350,S002,"Chen & Chu 2019, Applied Biochemistry and Biotechnology 188:1134-1144, PMID 30809786, DOI 10.1007/s12010-019-02960-z",,,,,
M4-FUNG-0350,S003,Historical sorbicillinoid chemistry references retained for compound provenance; no untested gene function promoted,,,,,
M4-FUNG-0350,S004,Canonical fungal BGC source row BGC0002190; NCBI TaxID 857340,,,,,
M4-FUNG-0351,S001,Current MIBiG/source record BGC0002191.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0351,S002,"Westphal et al. 2018, Molecules 23:2232, PMID 30200525, DOI 10.3390/molecules23092232",,,,,
M4-FUNG-0351,S003,F. fujikuroi homologous PKS8/gibepyrone evidence retained as comparative context only,,,,,
M4-FUNG-0351,S004,Canonical fungal BGC source row BGC0002191; NCBI TaxID 229533,,,,,
M4-FUNG-0352,S001,Current MIBiG BGC0002192.3; active/SQ_A/completeness unknown; narrow BDMC01000041.1 interval,,,,,
M4-FUNG-0352,S002,"Itoh et al. 2018, ACS Synthetic Biology 7:2783-2789, PMID 30403849, DOI 10.1021/acssynbio.8b00392",,,,,
M4-FUNG-0352,S003,"Genome/compound context for fungal strain 14919 and FR901512 potency, including genome-sequence report and original pharmacology",,,,,
M4-FUNG-0352,S004,Canonical fungal BGC source row BGC0002192; NCBI TaxID 1813822 (unresolved fungal sp.),,,,,
M4-FUNG-0353,S001,Current MIBiG BGC0002193.2; active/SQ_A/completeness unknown; pgnA-centered display,,,,,
M4-FUNG-0353,S002,"Sun, Guo & Wang 2016, Fungal Genetics and Biology 89, PMID 26851300, DOI 10.1016/j.fgb.2016.01.014",,,,,
M4-FUNG-0353,S003,Later Aspergillus genome-mining review retains phenguignardic-acid phytotoxicity and pgnA sufficiency as compound/pathway context,,,,,
M4-FUNG-0353,S004,Canonical fungal BGC source row BGC0002193; NCBI TaxID 341663,,,,,
M4-FUNG-0354,S001,Current MIBiG BGC0002194.3; active/SQ_A/completeness unknown; four displayed genes,,,,,
M4-FUNG-0354,S002,"Lim et al. 2020, Bioorg Med Chem Lett 30:127242, DOI 10.1016/j.bmcl.2020.127242; native epnABCD localization and knockouts",,,,,
M4-FUNG-0354,S003,"2024 Organic Letters, DOI 10.1021/acs.orglett.3c04259; epipyrone-A heterologous biosynthesis and membrane-bound fungal C-glycosyltransferase characterization",,,,,
M4-FUNG-0354,S004,"Canonical source row BGC0002194, TaxID 105696; Lee et al. 2020 compound/bioactivity context, PMID 33352899",,,,,
M4-FUNG-0355,S001,Current MIBiG BGC0002195.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0355,S002,"Terabayashi et al. 2010, Fungal Genet Biol 47:953-961, PMID 20849972, DOI 10.1016/j.fgb.2010.08.014",,,,,
M4-FUNG-0355,S003,"Marui et al. 2011, J Biosci Bioeng 112:40-43, PMID 21514215, DOI 10.1016/j.jbiosc.2011.03.010; later A. oryzae CRISPR/regulatory follow-ups retained as context",,,,,
M4-FUNG-0355,S004,Canonical source row BGC0002195; NCBI TaxID 510516,,,,,
M4-FUNG-0356,S001,Current MIBiG BGC0002196.2; active/SQ_A/completeness unknown; MK360918.1,,,,,
M4-FUNG-0356,S002,"Fan et al. 2019, J Am Chem Soc 141:4225-4229, PMID 30811183, DOI 10.1021/jacs.9b00110",,,,,
M4-FUNG-0356,S003,Earlier clavatol natural-product literature retained for provenance; no unsupported gene assignments transferred,,,,,
M4-FUNG-0356,S004,Canonical source row BGC0002196; NCBI TaxID 36656,,,,,
M4-FUNG-0357,S001,Current MIBiG BGC0002197.2; active/SQ_A/completeness unknown; MK360919.1,,,,,
M4-FUNG-0357,S002,"Fan et al. 2019, J Am Chem Soc 141:4225-4229, PMID 30811183, DOI 10.1021/jacs.9b00110",,,,,
M4-FUNG-0357,S003,"Cross-reference to BGC0002196 clavatol branch retained as a relationship, not merged evidence",,,,,
M4-FUNG-0357,S004,Canonical source row BGC0002197; NCBI TaxID 36656,,,,,
M4-FUNG-0358,S001,Current MIBiG BGC0002198.3; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0358,S002,"Caesar et al. 2020, mBio, PMID 32843555; heterologous terreazepine cluster discovery and pathway dissection",,,,,
M4-FUNG-0358,S003,"Nanangelenin-A pathway work in A. nanangensis retained only as homologous mechanistic context, not strain-specific A. terreus evidence",,,,,
M4-FUNG-0358,S004,Canonical source row BGC0002198; NCBI TaxID 2081996,,,,,
M4-FUNG-0359,S001,Current MIBiG BGC0002199.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0359,S002,"Li et al. 2020, J Am Chem Soc 142:7145-7152, PMID 32182055, DOI 10.1021/jacs.0c01605",,,,,
M4-FUNG-0359,S003,A. terreus terreazepine pathway retained as related scaffold context only; no strain-specific evidence transfer,,,,,
M4-FUNG-0359,S004,Canonical source row BGC0002199; NCBI TaxID 2582783,,,,,
M4-FUNG-0360,S001,Canonical MIBiG/source record BGC0002200.2; retired/SQ_A/completeness unknown,,,,,
M4-FUNG-0360,S002,"Mao et al. 2015, J Am Chem Soc 137:11904-11907, PMID 26340065, DOI 10.1021/jacs.5b07816",,,,,
M4-FUNG-0360,S003,Later C. arbuscula genomic/genetic-system and cell-factory studies confirm seven-gene aur context and utility of ΔaurA; retained as follow-up provenance,,,,,
M4-FUNG-0360,S004,Canonical source row BGC0002200; NCBI TaxID 240499,,,,,
M4-FUNG-0361,S001,Canonical MIBiG/source record BGC0002201.2; retired/SQ_A/completeness unknown,,,,,
M4-FUNG-0361,S002,"Kessler et al. 2020, PNAS 117:24243-24250, PMID 32929037, DOI 10.1073/pnas.2010573117",,,,,
M4-FUNG-0361,S003,"BGC0002202 is a second retired genomic victorin record from the same FI3 system; treated as related provenance, not an independent pathway",,,,,
M4-FUNG-0361,S004,Canonical source row BGC0002201; NCBI TaxID 930091,,,,,
M4-FUNG-0362,S001,Canonical MIBiG/source record BGC0002202.2; retired/SQ_A/completeness unknown,,,,,
M4-FUNG-0362,S002,"Kessler et al. 2020, PNAS 117:24243-24250, PMID 32929037, DOI 10.1073/pnas.2010573117",,,,,
M4-FUNG-0362,S003,BGC0002201 is the companion retired victorin interval from the same FI3 multicopy/dispersed system,,,,,
M4-FUNG-0362,S004,Canonical source row BGC0002202; NCBI TaxID 930091,,,,,
M4-FUNG-0363,S001,Current MIBiG BGC0002203.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0363,S002,"Yin et al. 2020, mSphere 5:e00667-20, PMID 32878933, DOI 10.1128/mSphere.00667-20",,,,,
M4-FUNG-0363,S003,"Cross-species B. brongniartii/Cordyceps comparisons retained as comparative pathway evidence, not substituted for B. bassiana strain-specific knockout results",,,,,
M4-FUNG-0363,S004,Canonical source row BGC0002203; NCBI TaxID 655819,,,,,
M4-FUNG-0364,S001,Current MIBiG BGC0002204.3; active/SQ_A/completeness unknown; 11 displayed genes,,,,,
M4-FUNG-0364,S002,"Heard et al. 2020, J Antibiot (Tokyo), Discovery and characterization of a cytochalasan biosynthetic cluster from the marine-derived fungus Aspergillus flavipes CNL-338, PMID 32913332",,,,,
M4-FUNG-0364,S003,"Earlier flavichalasine isolation literature retained for compound-level structure/bioactivity context, not substituted for cluster genetics",,,,,
M4-FUNG-0364,S004,Canonical source row BGC0002204; NCBI TaxID 41900,,,,,
M4-FUNG-0365,S001,Current MIBiG BGC0002205.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0365,S002,"Li et al. 2020, ACS Chem Biol 15:226-233, PMID 31815421, DOI 10.1021/acschembio.9b00791",,,,,
M4-FUNG-0365,S003,MIBiG antiSMASH region shows additional oxidative genes; retained as annotation context only,,,,,
M4-FUNG-0365,S004,Canonical source row BGC0002205; NCBI TaxID 321614,,,,,
M4-FUNG-0366,S001,Current MIBiG BGC0002206.2; active/SQ_A/completeness unknown,,,,,
M4-FUNG-0366,S002,"Pang et al. 2020, Environ Microbiol 22:4808-4824, PMID 32985773, DOI 10.1111/1462-2920.15246",,,,,
