strain_key,organism_key,strain_label_raw,dossier_id_first_seen,role_first_seen
STR_70b6a4ca9377,NCBITAXON:5081,Aspergillus nidulans A1145,M4-FUNG-0427,experiment
STR_59f7ce637337,NCBITAXON:240499,C. arbuscula aurovertin-null mutant,M4-FUNG-0428,experiment
STR_b40ec1204c1b,NCBITAXON:240499,mca17 regulator-overexpression derivative,M4-FUNG-0428,experiment
STR_0165a4ace49b,NCBITAXON:655844,M. robertsii SWN deletion strains,M4-FUNG-0429,experiment
STR_c42fd8e1d2ed,NCBITAXON:655844,swnK heterologous-expression system,M4-FUNG-0429,experiment
STR_f6ebe03c1514,NCBITAXON:655844,SWN mutant feeding experiments,M4-FUNG-0429,experiment
STR_eb3c5030518a,NCBITAXON:655844,wild-type and SW-deficient M. robertsii,M4-FUNG-0429,experiment
STR_2252ee133c40,NCBITAXON:341663,A. terreus NIH2624 wild type and atqA deletion mutant,M4-FUNG-0430,experiment
STR_22ae0b283f55,NCBITAXON:341663,A. terreus NIH2624 wild type and anaPS deletion mutant,M4-FUNG-0431,experiment
STR_efb58d621a62,NCBITAXON:341663,A. terreus NIH2624 wild type and btyA deletion mutant,M4-FUNG-0432,experiment
STR_252905f6c58c,NCBITAXON:341663,A. terreus NIH2624 wild type and apvA deletion mutant,M4-FUNG-0433,experiment
STR_e0e48546f69a,NCBITAXON:1450533,CBS 101883,M4-FUNG-0434,primary
STR_30cc68f3e60c,NCBITAXON:1450533,Aspergillus nidulans heterologous host,M4-FUNG-0434,experiment
STR_746abe3c3de7,NCBITAXON:1450533,purified AnOMT,M4-FUNG-0434,experiment
STR_f3d784dbfc06,NCBITAXON:1450533,AnATPKS A-domain / A. nidulans transformants,M4-FUNG-0434,experiment
STR_758840366cd8,NCBITAXON:227321,purified A. nidulans ATRR,M4-FUNG-0435,experiment
STR_fe73748d83be,NCBITAXON:227321,A. nidulans wild type and Δatrr,M4-FUNG-0435,experiment
STR_cb8514653649,NCBITAXON:5382,recombinant GreA,M4-FUNG-0436,experiment
STR_0be9a7d9a3dd,NCBITAXON:104259,WZXY-M122-9,M4-FUNG-0437,primary
STR_ad6c9ff30a0a,NCBITAXON:104259,P. brasilianum WZXY-M122-9 wild type vs ΔPbhdaA,M4-FUNG-0437,experiment
STR_3ef772bf324b,NCBITAXON:104259,ΔPbhdaA/ΔbrsA and related brs deletion strains,M4-FUNG-0437,experiment
STR_1885c8bf1e5a,NCBITAXON:104259,purified full-length BrsA,M4-FUNG-0437,experiment
STR_3eca79cf92f5,NCBITAXON:104259,purified BrsJ,M4-FUNG-0437,experiment
STR_df938f743777,NCBITAXON:104259,P. brasilianum brs transcription comparison,M4-FUNG-0437,experiment
STR_8957f8cb27d9,NCBITAXON:1128401,VT 653.13,M4-FUNG-0438,primary
STR_ef22d0fefb3d,NCBITAXON:1128401,O. olearius VT 653.13,M4-FUNG-0438,experiment
STR_554b5935c553,NCBITAXON:1128401,recombinant Omp6,M4-FUNG-0438,experiment
STR_6c988632d598,NCBITAXON:1128401,recombinant Omp7,M4-FUNG-0438,experiment
STR_63f11c2d2cb5,NCBITAXON:249398,genomic-DNA donor strain NR in main text,M4-FUNG-0440,primary
STR_41e0d0b7cbaa,NCBITAXON:249398,A. nidulans ΔSTΔEM,M4-FUNG-0440,experiment
STR_f16995601484,NCBITAXON:249398,purified SmbG,M4-FUNG-0440,experiment
STR_69dc38416b19,NCBITAXON:249398,F. commune genomic DNA,M4-FUNG-0440,experiment
STR_3e29376801aa,NCBITAXON:1896107,heterologous fungal expression strains,M4-FUNG-0441,experiment
STR_6fdd3ef85e3a,NCBITAXON:1896107,heterologous pathway strains,M4-FUNG-0441,experiment
STR_81f75955f239,NCBITAXON:1896107,BisI enzyme system,M4-FUNG-0441,experiment
STR_3b384f13b174,NCBITAXON:370937,recombinant AshL,M4-FUNG-0442,experiment
STR_2900eaffcfba,NCBITAXON:370937,four related fungal laccases,M4-FUNG-0442,experiment
STR_32476a3655fe,NCBITAXON:370937,AshP/AshL pathway system,M4-FUNG-0442,experiment
STR_6e6d67544ab5,NCBITAXON:28576,A. nidulans heterologous host,M4-FUNG-0443,experiment
STR_ba734d778941,NCBITAXON:28576,purified PvhB,M4-FUNG-0443,experiment
STR_86c9bf4c1f75,NCBITAXON:500485,Wisconsin 54-1255,M4-FUNG-0444,primary
STR_0969ac66a507,NCBITAXON:500485,Aspergillus oryzae heterologous host,M4-FUNG-0444,experiment
STR_90d14f77bbd9,NCBITAXON:500485,bifunctional terpene synthase,M4-FUNG-0444,experiment
STR_f86aa3c674f3,NCBITAXON:500485,P450-containing heterologous strain,M4-FUNG-0444,experiment
STR_7add5cd27c5e,NCBITAXON:2163413,APC 1.2,M4-FUNG-0445,primary
STR_0bc5bbf53c3c,NCBITAXON:2163413,M. pulcherrima APC 1.2 WT vs W8 snf2 mutant,M4-FUNG-0445,experiment
STR_564df479335a,NCBITAXON:2163413,W8 snf2 mutant + wild-type SNF2 complementation,M4-FUNG-0445,experiment
STR_13f24927d5a2,NCBITAXON:2163413,"WT, W8 snf2 mutant, SNF2-complemented strain",M4-FUNG-0445,experiment
STR_e79594e503d3,NCBITAXON:2163413,WT and snf2 mutant,M4-FUNG-0445,experiment
STR_73a46f030009,NCBITAXON:2163413,M. pulcherrima pathway chemistry,M4-FUNG-0445,experiment
STR_62ff0892a192,NCBITAXON:341663,A. terreus NIH2624 wild type and ΔmelA/ΔtyrP,M4-FUNG-0446,experiment
STR_e93cb7b961b5,NCBITAXON:341663,MelA biochemical system,M4-FUNG-0446,experiment
STR_cea19857a5a0,NCBITAXON:341663,TyrP biochemical/reconstitution system,M4-FUNG-0446,experiment
STR_e7f594b48d84,NCBITAXON:341663,wild type versus Asp-melanin-deficient conidia,M4-FUNG-0446,experiment
STR_59e62677c258,NCBITAXON:5077,ATCC 9849,M4-FUNG-0447,primary
STR_d8e64902d1e9,NCBITAXON:5077,P. citrinum ATCC 9849 WT / ΔctdQ,M4-FUNG-0447,experiment
STR_459764629e8b,NCBITAXON:5077,P. citrinum ΔctdU / ΔctdE,M4-FUNG-0447,experiment
STR_220540c84b5c,NCBITAXON:5077,purified recombinant CtdE,M4-FUNG-0447,experiment
STR_efe42d6b294c,NCBITAXON:5077,CtdE protein,M4-FUNG-0447,experiment
STR_333f8a8bf90f,NCBITAXON:2259629,SW67,M4-FUNG-0448,primary
STR_2c7e0de17860,NCBITAXON:2259629,Cladosporium sp. SW67,M4-FUNG-0448,experiment
STR_e2c009ae515f,NCBITAXON:2259629,SW67 / comparative Cladosporium genomes,M4-FUNG-0448,experiment
STR_a80a3efc559c,NCBITAXON:655844,Aspergillus oryzae NSAR1,M4-FUNG-0449,experiment
STR_c16c57d000ff,NCBITAXON:655844,A. oryzae common-intermediate producer,M4-FUNG-0449,experiment
STR_ee39a24c8eaa,NCBITAXON:655844,Drosophila DL-1 cells,M4-FUNG-0449,experiment
STR_6b9724a91167,NCBITAXON:655844,adult Drosophila,M4-FUNG-0449,experiment
STR_f2c27ca2c66c,NCBITAXON:229533,PH-1,M4-FUNG-0450,primary
STR_bf06895adae6,NCBITAXON:229533,Aspergillus oryzae NSAR1 with F. graminearum 50218 dpfg genes,M4-FUNG-0450,experiment
STR_74ebd133d3c3,NCBITAXON:229533,F. graminearum native C16 PKS mutant,M4-FUNG-0450,experiment
STR_1e7a7acd7aa8,NCBITAXON:229533,F. graminearum native C16 terpene-synthase mutant,M4-FUNG-0450,experiment
STR_e5b54d55da33,NCBITAXON:229533,F. graminearum challenged wheat heads,M4-FUNG-0450,experiment
STR_835a3320fbf3,NCBITAXON:759273,IMI 349063,M4-FUNG-0451,primary
STR_14ae5cea3158,NCBITAXON:759273,Aspergillus oryzae NSAR1 with C. higginsianum MAFF305635 dpch genes,M4-FUNG-0451,experiment
STR_1b03c4d490e4,NCBITAXON:759273,C. higginsianum IMI 349063 ΔcclA,M4-FUNG-0451,experiment
STR_80c732e10ff0,NCBITAXON:759273,Arabidopsis seedlings,M4-FUNG-0451,experiment
STR_b1cac889c845,NCBITAXON:759273,human A431 cells,M4-FUNG-0451,experiment
STR_1464c8910c37,NCBITAXON:1892770,Pseudopithomyces chartarum sequenced isolate,M4-FUNG-0452,experiment
STR_f1095c692b97,NCBITAXON:1892770,Pseudopithomyces chartarum genome,M4-FUNG-0452,experiment
STR_c57892017019,NCBITAXON:47427,FU02472,M4-FUNG-0453,primary
STR_03297cf3e1a0,NCBITAXON:47427,A. gallica FU02472 / recombinant Pro1,M4-FUNG-0453,experiment
STR_97a18a573bfd,NCBITAXON:47427,S. cerevisiae CEN.PK2-1C CYP-Arm strains,M4-FUNG-0453,experiment
STR_e63ac8eff370,NCBITAXON:47427,engineered S. cerevisiae Pro1 + CYP-Arm3 system,M4-FUNG-0453,experiment
STR_99469863ba42,NCBITAXON:47427,recombinant Pro1,M4-FUNG-0453,experiment
STR_c6759691707e,NCBITAXON:45130,BS11134,M4-FUNG-0454,primary
STR_a95d5f62473b,NCBITAXON:45130,B. sorokiniana BS11134 wild type and BFTS deletion mutant,M4-FUNG-0454,experiment
STR_ef44b5135dd3,NCBITAXON:45130,recombinant/heterologous BsPS,M4-FUNG-0454,experiment
STR_3e8a353fdcdf,NCBITAXON:45130,B. sorokiniana BS11134,M4-FUNG-0454,experiment
STR_4a63de0cd4f8,NCBITAXON:45130,RAW264.7 murine macrophage-like cells,M4-FUNG-0454,experiment
STR_374fe63bd034,NCBITAXON:180999,lichen mycobiont isolate used for de-novo genome sequencing; exact culture identifier NR in source ledger,M4-FUNG-0455,primary
STR_44f6e20d5f29,NCBITAXON:180999,C. uncialis mycobiont genome,M4-FUNG-0455,experiment
STR_6da5dd02cdd3,NCBITAXON:180999,C. uncialis intact lichen sample,M4-FUNG-0455,experiment
STR_fdd08bb5c1a7,NCBITAXON:180999,lichen PKS comparative set,M4-FUNG-0455,experiment
STR_caa5c2786deb,NCBITAXON:303698,YE,M4-FUNG-0456,primary
STR_f27a6d96d3ab,NCBITAXON:303698,P. steckii YE,M4-FUNG-0456,experiment
STR_ca9e1b24d7b7,NCBITAXON:303698,isolated ETP congeners,M4-FUNG-0456,experiment
STR_05a7bd53be45,NCBITAXON:303698,P. steckii YE genome,M4-FUNG-0456,experiment
STR_aef042605ba8,NCBITAXON:303698,PC-3 and LNCaP cells / C. elegans,M4-FUNG-0456,experiment
STR_70c06cd7a5f2,NCBITAXON:5127,Gfc0825009 (G9),M4-FUNG-0457,primary
STR_ffb0673b31be,NCBITAXON:5127,G9 × G1 genetic cross,M4-FUNG-0457,experiment
STR_bbdf2263b879,NCBITAXON:5127,G9 vs G1,M4-FUNG-0457,experiment
STR_422e2910cc1b,NCBITAXON:5127,G1 transformants,M4-FUNG-0457,experiment
STR_84e209896de9,NCBITAXON:5127,selected complemented G1 strains and G9/G1 parents,M4-FUNG-0457,experiment
STR_4715a317789f,NCBITAXON:2480843,ML-31,M4-FUNG-0458,primary
STR_baeafa979227,NCBITAXON:2480843,X. sinensis ML-31,M4-FUNG-0458,experiment
STR_073db4c34d9b,NCBITAXON:2480843,X. sinensis ML-31 mutants,M4-FUNG-0458,experiment
STR_b80dae4ebc50,NCBITAXON:2480843,Aspergillus nidulans,M4-FUNG-0458,experiment
STR_a04b5bbff86d,NCBITAXON:2480843,engineered pathway system,M4-FUNG-0458,experiment
STR_2b4149e52636,NCBITAXON:108922,ATCC 74009,M4-FUNG-0459,primary
STR_8af5d3139370,NCBITAXON:108922,heterologous expression strains,M4-FUNG-0459,experiment
STR_91b6112d4dfe,NCBITAXON:108922,heterologous SpoL/SpoF system,M4-FUNG-0459,experiment
STR_d239ae1696be,NCBITAXON:1353983,KoLRI003786,M4-FUNG-0460,primary
STR_adf7eee63b3f,NCBITAXON:1353983,C. macilenta KoLRI003786 purple and white axenic mycobiont chemotypes,M4-FUNG-0460,experiment
STR_efc04b16cf06,NCBITAXON:1353983,C. macilenta lichen-forming fungus culture,M4-FUNG-0460,experiment
STR_c007083f2f1c,NCBITAXON:1353983,Cladonia comparative species set,M4-FUNG-0460,experiment
STR_f7d2033ee922,NCBITAXON:1400770,KoLRI002260,M4-FUNG-0461,primary
STR_143d4f25e4f0,NCBITAXON:1400770,Cladonia metacorallifera KoLRI002260,M4-FUNG-0461,experiment
STR_69b97ed9e681,NCBITAXON:5454,AR628,M4-FUNG-0462,primary
STR_d1e0278f3741,NCBITAXON:5454,Ascochyta rabiei AR628,M4-FUNG-0462,experiment
STR_b9c20dfb7ac2,NCBITAXON:5454,Ascochyta rabiei,M4-FUNG-0462,experiment
STR_f17896edeb9d,NCBITAXON:1325723,Fusarium neocosmosporiellum,M4-FUNG-0463,experiment
STR_95aa8c99869a,NCBITAXON:746128,MF071,M4-FUNG-0464,primary
STR_a4413612594e,NCBITAXON:29916,RK97-94,M4-FUNG-0465,primary
STR_5f7f6cde9b44,NCBITAXON:29916,Fusarium sp. RK97-94,M4-FUNG-0465,experiment
STR_6109b6c00d76,NCBITAXON:5065,TJ23,M4-FUNG-0466,primary
STR_7cb466f8ad0b,NCBITAXON:5065,heterologous/defined spt system,M4-FUNG-0466,experiment
STR_58a692a6b9bb,NCBITAXON:1087732,SD-80A,M4-FUNG-0467,primary
STR_46de6a3edb0c,NCBITAXON:1087732,Chaetomium olivaceum SD-80A,M4-FUNG-0467,experiment
STR_3f9e874bd8fe,NCBITAXON:2502037,Discosia rubi isolates,M4-FUNG-0468,experiment
STR_6a71cc00bf43,NCBITAXON:2502037,Cryptococcus neoformans,M4-FUNG-0468,experiment
STR_706839474bca,NCBITAXON:168477,NRRL 8095,M4-FUNG-0469,primary
STR_712a8af47813,NCBITAXON:168477,Penicillium arenicola NRRL 8095,M4-FUNG-0469,experiment
STR_85b4304053a2,NCBITAXON:38033,Chaetomium globosum,M4-FUNG-0470,experiment
STR_cc0379742044,NCBITAXON:2828659,050094,M4-FUNG-0471,primary
STR_8b7cdd56d741,NCBITAXON:2828659,heterologous atranorin reconstruction study,M4-FUNG-0471,experiment
STR_7d28de8d9e25,NCBITAXON:2046025,Acremonium tubakii W. Gams isolate in defining study,M4-FUNG-0472,primary
STR_12b78d203b83,NCBITAXON:2046025,Acremonium tubakii W. Gams isolate,M4-FUNG-0472,experiment
STR_1c5c7a17b2f1,NCBITAXON:5078,NRRL 35584,M4-FUNG-0473,primary
STR_cfe5672cc9e6,NCBITAXON:5078,P. griseofulvum / heterologous pathway system,M4-FUNG-0473,experiment
STR_b670c2610d6e,NCBITAXON:5078,P. griseofulvum NRRL 35584,M4-FUNG-0473,experiment
STR_8ce44d59e998,NCBITAXON:341663,Aspergillus nidulans heterologous host,M4-FUNG-0474,experiment
STR_0c81107ecfc5,NCBITAXON:136282,engineered Saccharomyces cerevisiae,M4-FUNG-0475,experiment
STR_d039833e9345,NCBITAXON:229533,Fusarium graminearum PH-1 derivatives,M4-FUNG-0476,experiment
STR_66a41c4cabdd,NCBITAXON:2696576,Antrodia cinnamomea in defining study,M4-FUNG-0477,primary
STR_569abada4328,NCBITAXON:2696576,Antrodia cinnamomea / Taiwanofungus camphoratus study strain,M4-FUNG-0477,experiment
STR_5c09459b575e,NCBITAXON:1111077,20.1,M4-FUNG-0478,primary
STR_68404375bef4,NCBITAXON:1111077,Claviceps purpurea 20.1,M4-FUNG-0478,experiment
STR_3e8c252cf694,NCBITAXON:357447,food-associated isolates; canonical strain not uniquely specified in source row,M4-FUNG-0479,primary
STR_b5e8fe4356fe,NCBITAXON:357447,Aspergillus westerdijkiae food isolates,M4-FUNG-0479,experiment
STR_0dc0ed9b470e,NCBITAXON:357447,Aspergillus westerdijkiae historical mutant,M4-FUNG-0479,experiment
STR_1aa57d3c0795,NCBITAXON:746128,MF071 in defining study,M4-FUNG-0480,primary
STR_5a204b26ceb1,NCBITAXON:746128,Aspergillus fumigatus MF071,M4-FUNG-0480,experiment
STR_d53374e7f109,NCBITAXON:5059,Aspergillus flavus,M4-FUNG-0483,experiment
STR_1a90e4261b7a,NCBITAXON:46472,0312,M4-FUNG-0484,primary
STR_064ad6afb35a,NCBITAXON:46472,Aspergillus oryzae,M4-FUNG-0484,experiment
STR_541569bcceb4,NCBITAXON:1287682,Aspergillus oryzae engineered pathway,M4-FUNG-0485,experiment
STR_f0876fadd8c4,NCBITAXON:40993,OTA-producing strain(s) in comparative study,M4-FUNG-0486,primary
STR_01a58ae50d13,NCBITAXON:40993,Aspergillus carbonarius OTA-producing strains,M4-FUNG-0486,experiment
STR_5453489d9855,NCBITAXON:5061,OTA-producing strain(s) in comparative study,M4-FUNG-0487,primary
STR_84e46571cf8a,NCBITAXON:5061,Aspergillus niger OTA-producing strains,M4-FUNG-0487,experiment
STR_de41a8ad7965,NCBITAXON:357447,OTA-producing strain(s) in comparative study,M4-FUNG-0488,primary
STR_f47a54218d94,NCBITAXON:357447,Aspergillus westerdijkiae OTA-producing strains,M4-FUNG-0488,experiment
STR_bddbfb4c3ac2,NCBITAXON:306088,OTA-producing strain(s) in comparative study,M4-FUNG-0489,primary
STR_669b92d08a2f,NCBITAXON:306088,Aspergillus steynii OTA-producing strains,M4-FUNG-0489,experiment
STR_0f3580be7df5,NCBITAXON:1341132,multiple A. welwitschiae isolates,M4-FUNG-0490,primary
STR_baf658d49d69,NCBITAXON:1341132,Aspergillus niger / Aspergillus welwitschiae isolate panel,M4-FUNG-0490,experiment
STR_ab8274d6bc1a,NCBITAXON:1549217,Stl-TS expression system,M4-FUNG-0491,experiment
STR_5467b27595c7,NCBITAXON:1549217,Stl-TS + Stl-P450 expression system,M4-FUNG-0491,experiment
STR_98fe15fe44a0,NCBITAXON:1810919,Y-30462 = DSMZ 5745 = CBS 140610 = IBT 33104,M4-FUNG-0492,primary
STR_983107765059,NCBITAXON:1810919,Aspergillus sydowi No. Y-30462 / A. mulundensis,M4-FUNG-0492,experiment
STR_34f01edd2cf6,NCBITAXON:1810919,A. mulundensis DSMZ 5745,M4-FUNG-0492,experiment
STR_6a77af360a7f,NCBITAXON:1549217,anditomin-pathway heterologous expression system,M4-FUNG-0493,experiment
STR_bf84fcc69f15,NCBITAXON:1549217,AndA assay/reconstruction,M4-FUNG-0493,experiment
STR_5c9d7b0f3b87,NCBITAXON:1549217,AndF assay/reconstruction,M4-FUNG-0493,experiment
STR_6a8d019cda9a,NCBITAXON:904690,IFM 42152,M4-FUNG-0494,primary
STR_ce30be33c654,NCBITAXON:904690,Aspergillus oryzae heterologous host,M4-FUNG-0494,experiment
STR_c717d3085b4e,NCBITAXON:904690,Aspergillus oryzae + P. shearii esdp genes,M4-FUNG-0494,experiment
STR_e9693902f629,NCBITAXON:904690,heterologous DDP product panel,M4-FUNG-0494,experiment
STR_c351bc48ac07,NCBITAXON:374132,LM2,M4-FUNG-0495,primary
STR_579b668c9c28,NCBITAXON:374132,P. terrestre LM2 derivatives,M4-FUNG-0495,experiment
STR_cde40bbbb5b4,NCBITAXON:5082,F43-1 (high MPA producer; RNAi experiments),M4-FUNG-0496,primary
STR_4ac9221882c5,NCBITAXON:5082,P. roqueforti F43-1,M4-FUNG-0496,experiment
STR_c537419956f2,NCBITAXON:5082,55 P. roqueforti strains,M4-FUNG-0496,experiment
STR_a3f8aa8c6a45,NCBITAXON:1813945,YT-2016,M4-FUNG-0497,primary
STR_4e1a14b558a1,NCBITAXON:1813945,Penicillium sp. YT-2016 ΔpsyA,M4-FUNG-0497,experiment
STR_1998a3826020,NCBITAXON:36656,native P. crustosum strain used for pen cluster deletion study,M4-FUNG-0498,primary
STR_4a9ac694d616,NCBITAXON:36656,P. crustosum ΔpenP,M4-FUNG-0498,experiment
STR_564ae28a3e87,NCBITAXON:36656,Aspergillus oryzae reconstruction hosts,M4-FUNG-0498,experiment
STR_83ab071ba85b,NCBITAXON:5074,NRRL 864,M4-FUNG-0499,primary
STR_bcd735466c46,NCBITAXON:5074,recombinant MpaG′,M4-FUNG-0499,experiment
STR_5a1c5e30918b,NCBITAXON:1873369,genome-sequenced A. hancockii producer used in hkn study,M4-FUNG-0500,primary
STR_02b2a391409f,NCBITAXON:1873369,A. hancockii HknR-overexpression strain,M4-FUNG-0500,experiment
STR_46329233d47e,NCBITAXON:1873369,HknE heterologous/in-vitro system,M4-FUNG-0500,experiment
STR_866532291c79,NCBITAXON:77044,genome-derived R. necatrix locus; strain not resolved in curated primary text,M4-FUNG-0501,primary
STR_feff43e3ef23,NCBITAXON:77044,Aspergillus nidulans expressing S. araneosa sdn genes,M4-FUNG-0501,experiment
STR_39ef3c7d031f,NCBITAXON:77044,Saccharomyces cerevisiae RC01,M4-FUNG-0501,experiment
STR_9149e5b62e87,NCBITAXON:1859971,NRRL 2183,M4-FUNG-0502,primary
STR_e5f8aa17061c,NCBITAXON:1859971,P. roridum NRRL 2183,M4-FUNG-0502,experiment
STR_ad8bd86a433b,NCBITAXON:1859971,P. roridum NRRL 2183 genome,M4-FUNG-0502,experiment
STR_56d1f16922a6,NCBITAXON:284135,genome locus from S. oryzae; FunBGC representative strain JCM 12450,M4-FUNG-0503,primary
STR_3f528a7ca3fc,NCBITAXON:284135,A. nidulans 1145 ΔEMΔST,M4-FUNG-0503,experiment
STR_9bdad64b8feb,NCBITAXON:284135,purified PdxG/AdxG/EpiG SDR homologs,M4-FUNG-0503,experiment
STR_3ffe559d44b8,NCBITAXON:284135,chemical control,M4-FUNG-0503,experiment
STR_0592e285ba0c,NCBITAXON:2784450,218_066,M4-FUNG-0504,primary
STR_109148bcc9e4,NCBITAXON:2784450,Xylaria sp. 218_066,M4-FUNG-0504,experiment
STR_efe0a95c0288,NCBITAXON:2784450,Xylaria sp. 218_066 genome,M4-FUNG-0504,experiment
STR_8d0604afa7a9,NCBITAXON:426428,4287,M4-FUNG-0505,primary
STR_f8dc99c42b77,NCBITAXON:426428,recombinant FfnC,M4-FUNG-0505,experiment
STR_8f2bf514d366,NCBITAXON:426428,recombinant FfnD,M4-FUNG-0505,experiment
STR_2ebf77ba67b9,NCBITAXON:741705,RWD-64-598 SS2,M4-FUNG-0506,primary
STR_92e9413fc68c,NCBITAXON:741705,E. coli expressing Copu5,M4-FUNG-0506,experiment
STR_f6fb9113be36,NCBITAXON:741705,optimized E. coli Copu5 fed-batch,M4-FUNG-0506,experiment
STR_71c2ae47e6db,NCBITAXON:741705,E. coli expressing Copu9,M4-FUNG-0507,experiment
STR_a2da4147975b,NCBITAXON:741705,optimized E. coli Copu9 fed-batch,M4-FUNG-0507,experiment
STR_d35e25ecb5a9,NCBITAXON:741705,purified Copu9,M4-FUNG-0507,experiment
STR_1323c9cf3c26,NCBITAXON:229533,F. graminearum PH-1 pathway mutants,M4-FUNG-0508,experiment
STR_f53eedacf6ae,NCBITAXON:229533,G. zeae/F. graminearum GIP2 mutants,M4-FUNG-0508,experiment
STR_6233f13eb68c,NCBITAXON:229533,F. graminearum PH-1 ΔaurZ/ΔaurS/ΔaurT panel,M4-FUNG-0508,experiment
STR_9c4c731c4df4,NCBITAXON:655844,M. robertsii ARSEF 23 WT,M4-FUNG-0509,experiment
STR_af0efd39b5e4,NCBITAXON:655844,ΔmrsidA and ΔmrsidD,M4-FUNG-0509,experiment
STR_d70b88ee2398,NCBITAXON:655844,ΔmrapdA,M4-FUNG-0509,experiment
STR_4ea310956740,NCBITAXON:45130,11134,M4-FUNG-0510,primary
STR_d5d0e54cc794,NCBITAXON:45130,B. sorokiniana 11134,M4-FUNG-0510,experiment
STR_6bc17a61cc0f,NCBITAXON:45130,isolated compound bioactivity panel,M4-FUNG-0510,experiment
STR_456edbde7613,NCBITAXON:1735992,DH2,M4-FUNG-0511,primary
STR_3162dca98f17,NCBITAXON:1735992,Neonectria sp. DH2,M4-FUNG-0511,experiment
STR_896c77c00161,NCBITAXON:1735992,A. nidulans pDH5,M4-FUNG-0511,experiment
STR_85e6f8e865ba,NCBITAXON:690307,ATCC 16872 / CBS 172.66 / WB 5094,M4-FUNG-0512,primary
STR_606a239ee39e,NCBITAXON:690307,A. aculeatus ATCC 16872,M4-FUNG-0512,experiment
STR_8aef1918dbef,NCBITAXON:690307,S. cerevisiae,M4-FUNG-0512,experiment
STR_9d8605f3f3ac,NCBITAXON:690307,S. cerevisiae / A. oryzae,M4-FUNG-0512,experiment
STR_f49434ff9034,NCBITAXON:690307,A. aculeatus deletion strains,M4-FUNG-0512,experiment
STR_f06fe1362621,NCBITAXON:367110,OR74A / FGSC 2489,M4-FUNG-0513,primary
STR_70613cf46ca6,NCBITAXON:367110,A. nidulans,M4-FUNG-0513,experiment
STR_ab30b5229efe,NCBITAXON:367110,N. crassa OR74A,M4-FUNG-0513,experiment
STR_de8067f1fc95,NCBITAXON:104259,HBU-136,M4-FUNG-0514,primary
STR_d9279a042554,NCBITAXON:104259,P. brasilianum HBU-136,M4-FUNG-0514,experiment
STR_b8994eff1114,NCBITAXON:104259,isolated compounds,M4-FUNG-0514,experiment
STR_0851cb8cf6c4,NCBITAXON:2582783,MST-FP2251,M4-FUNG-0515,primary
STR_36d859984aed,NCBITAXON:2582783,A. nanangensis MST-FP2251,M4-FUNG-0515,experiment
STR_ed1f2cafe341,NCBITAXON:2582783,isolated nanangenines,M4-FUNG-0515,experiment
STR_9602553ce484,NCBITAXON:341663,S. cerevisiae,M4-FUNG-0516,experiment
STR_9018ad7ea605,NCBITAXON:341663,ATEG_03630 biochemical/function tests,M4-FUNG-0516,experiment
STR_ede6ba5e5f29,NCBITAXON:341663,heterologous host expressing AtAS,M4-FUNG-0517,experiment
STR_17817ed28a96,NCBITAXON:341663,heterologous system,M4-FUNG-0517,experiment
STR_9c6219bc7ea1,NCBITAXON:60169,X6; canonical locus derived from IBT 4502 genomic sequence,M4-FUNG-0518,primary
STR_0ebe5bdaed75,NCBITAXON:60169,P. polonicum X6 WT and ΔverA,M4-FUNG-0518,experiment
STR_cf49d3ad4f3d,NCBITAXON:60169,P. polonicum / P. aurantiogriseum / P. crustosum,M4-FUNG-0518,experiment
STR_10d84a42b303,NCBITAXON:60169,P. polonicum NRRL995,M4-FUNG-0518,experiment
STR_fcba31e27ad7,NCBITAXON:1314807,CBS 962.96,M4-FUNG-0519,primary
STR_837a66c6492f,NCBITAXON:1314807,D. bispora CBS 962.96,M4-FUNG-0519,experiment
STR_4775e1da5c91,NCBITAXON:1314807,P. pastoris GS115,M4-FUNG-0519,experiment
STR_82fdac5d2a4c,NCBITAXON:1314807,M. incognita J2 larvae,M4-FUNG-0519,experiment
STR_7ae0ebdb4d15,NCBITAXON:1314807,prior heterologous DbiMA1 protein system,M4-FUNG-0519,experiment
STR_644b4d69f7d8,NCBITAXON:5353,4312 native peptide-detection strain; canonical genome locus from L. edodes assembly,M4-FUNG-0520,primary
STR_7c68c884cc05,NCBITAXON:5353,L. edodes 4312,M4-FUNG-0520,experiment
STR_e4dc159fd680,NCBITAXON:5353,P. pastoris GS115,M4-FUNG-0520,experiment
STR_080e63697b5a,NCBITAXON:5353,M. incognita J2,M4-FUNG-0520,experiment
STR_9a744e0d4157,NCBITAXON:5353,P. pastoris LedP tests,M4-FUNG-0520,experiment
STR_d6fd6b6a42ef,NCBITAXON:41067,CBS 102.13,M4-FUNG-0521,primary
STR_6b5cbba31d27,NCBITAXON:41067,A. oryzae heterologous transformants,M4-FUNG-0521,experiment
STR_b9f264423e18,NCBITAXON:41067,AcdB heterologous system,M4-FUNG-0521,experiment
STR_bf75542e964d,NCBITAXON:41067,product structure characterization,M4-FUNG-0521,experiment
STR_7e390ca60703,NCBITAXON:41067,AcdD precursor-supply context,M4-FUNG-0521,experiment
STR_f5fd9ed0ac1f,NCBITAXON:227321,FGSC A4 / experimental AGB552 derivatives,M4-FUNG-0522,primary
STR_d396d0649545,NCBITAXON:227321,A. nidulans csnE perturbation strains,M4-FUNG-0522,experiment
