metabolite_key,dossier_id,metabolite_id,name_raw,congener_or_variant_raw,formula,structure_id,chemical_role_raw,bioactivity_raw,recovery_location_raw,identification_level_raw,source_ids,note,source_row
M4-FUNG-0047:M001,M4-FUNG-0047,M001,acetylaranotin,final major product,C22H20N2O8S2,MIBiG,ETP final product,bioactive ETP,culture extract,exact,S001; S003,,117
M4-FUNG-0047:M002,M4-FUNG-0047,M002,methylated acetylaranotin-related product,branch congener,NR,NR,branch endpoint,NR,mutant extracts,identified in pathway study,S003,,118
M4-FUNG-0047:M003,M4-FUNG-0047,M003,ETP sulfur intermediates,multiple shunt/intermediate compounds,NR,NR,diagnostic pathway intermediates,NR,deletion strains,17 natural products collectively characterized,S003,9 novel in study,119
M4-FUNG-0048:M001,M4-FUNG-0048,M001,acetylaszonalenin,final product,C25H25N3O3,MIBiG,final alkaloid,NR,culture extract,exact,S001; S003,,113
M4-FUNG-0048:M002,M4-FUNG-0048,M002,aszonalenin,prenylated intermediate,NR,NR,AnaAT substrate,intermediate,enzyme assay,direct,S003,,114
M4-FUNG-0048:M003,M4-FUNG-0048,M003,(R)-benzodiazepinedione,AnaPS product,NR,NR,AnaPT substrate,intermediate,enzyme assay,direct,S003; S004,,115
M4-FUNG-0049:M001,M4-FUNG-0049,M001,apicidin,final product,C34H49N5O6,MIBiG,cyclic tetrapeptide,HDAC inhibitor/antiprotozoal,culture extract,exact,S001; S003,,118
M4-FUNG-0049:M002,M4-FUNG-0049,M002,apicidin B,Δaps3 analog,NR,NR,Pro-for-Pip substitution product,diagnostic congener,Δaps3 extract,exact,S003,,119
M4-FUNG-0049:M003,M4-FUNG-0049,M003,apicidin D2,Δaps9 analog,NR,NR,underoxidized Aoda congener,diagnostic congener,Δaps9 extract,exact,S003,,120
M4-FUNG-0049:M004,M4-FUNG-0049,M004,apicidin E,Δaps7-related congener,NR,NR,Aoda oxidation-state congener,diagnostic congener,mutant extract,exact,S003,,121
M4-FUNG-0050:M001,M4-FUNG-0050,M001,aureobasidin A / AbT1,final product,C60H92N8O11,MIBiG,cyclic depsipeptide,potent antifungal,fermentation broth,exact structure,S001; S004,,113
M4-FUNG-0050:M002,M4-FUNG-0050,M002,aureobasidin congeners A–R/S-series,natural analog family,various,NR,module/precursor variants,antifungal spectrum varies,fermentation broth,structures established,S005,,114
M4-FUNG-0051:M001,M4-FUNG-0051,M001,bassianolide,final product,C48H84N4O12,MIBiG,cyclic octadepsipeptide,insecticidal; virulence factor,culture extract/infection context,exact,S001; S003,,113
M4-FUNG-0052:M001,M4-FUNG-0052,M001,beauvericin,final product,C45H57N3O9,PubChem,cyclic ionophore depsipeptide,insect virulence factor; antibiotic/antifungal/insecticidal,culture extract,exact,S003; S005,,113
M4-FUNG-0052:M002,M4-FUNG-0052,M002,D-2-hydroxyisovalerate,D-Hiv,C5H10O3,NR,BbBEAS hydroxy-acid substrate,pathway precursor,intracellular,biochemical precursor,S003; S004,,114
M4-FUNG-0053:M001,M4-FUNG-0053,M001,ACV,delta-(L-alpha-aminoadipyl)-L-cysteinyl-D-valine,NR,NR,PcbAB product,pathway intermediate,intracellular,canonical,S003,,115
M4-FUNG-0053:M002,M4-FUNG-0053,M002,isopenicillin N,IPN,NR,NR,PcbC product / CefP substrate,pathway intermediate,cytosol/peroxisome transport,canonical,S003; S004,,116
M4-FUNG-0053:M003,M4-FUNG-0053,M003,penicillin N,PenN,NR,NR,CefD1/D2 product / CefM substrate,pathway intermediate,peroxisome→cytosol,canonical,S005,,117
M4-FUNG-0053:M004,M4-FUNG-0053,M004,cephalosporin C,whole-programme product,C16H21N3O8S,NR,final beta-lactam,antibacterial/industrial precursor,fermentation broth,exact,S007,Requires late cluster M4-FUNG-0054.,118
M4-FUNG-0054:M001,M4-FUNG-0054,M001,penicillin N,input from early locus,NR,NR,CefEF substrate,pathway intermediate,cytosol,canonical,S006,Produced by M4-FUNG-0053.,113
M4-FUNG-0054:M002,M4-FUNG-0054,M002,deacetoxycephalosporin C,DAOC,NR,NR,first CefEF product,pathway intermediate,culture/cell extract,canonical,S006,,114
M4-FUNG-0054:M003,M4-FUNG-0054,M003,deacetylcephalosporin C,DAC,NR,NR,second CefEF product / CefG substrate,pathway intermediate,ΔcefG broth accumulation,direct,S003,,115
M4-FUNG-0054:M004,M4-FUNG-0054,M004,cephalosporin C,final product,C16H21N3O8S,NR,final beta-lactam,antibacterial/industrial precursor,fermentation broth,exact,S003; S005,,116
M4-FUNG-0055:M001,M4-FUNG-0055,M001,chaetocin,,C30H28N6O6S4,,final ETP product,broad thiol/redox/chromatin-associated mammalian pharmacology; ecological role unresolved,fungal natural-product extract,structure-confirmed,S001; S004; S005,,122
M4-FUNG-0056:M001,M4-FUNG-0056,M001,cyclosporin A,,C62H111N11O12,,major final product,immunosuppressive drug; producer-context antifungal ecological activity,culture extract/supernatant,structure-confirmed,S001; S005,,127
M4-FUNG-0056:M002,M4-FUNG-0056,M002,cyclosporin B,,,,congener,,culture extract,LC-MS/reference-supported,S005,,128
M4-FUNG-0056:M003,M4-FUNG-0056,M003,cyclosporin C,,,,congener,,culture extract,LC-MS/reference-supported,S005,,129
M4-FUNG-0057:M001,M4-FUNG-0057,M001,destruxin A,,C29H47N5O7,,major final congener,insect immune suppression/insecticidal activity,culture extract,structure-confirmed,S001; S004,,128
M4-FUNG-0057:M002,M4-FUNG-0057,M002,destruxin B,,,,DtxS2 substrate/upstream congener,,culture extract,LC-MS,S004,,129
M4-FUNG-0057:M003,M4-FUNG-0057,M003,destruxin B2,,,,alternative substrate-selection congener,,culture extract,LC-MS,S004,,130
M4-FUNG-0058:M001,M4-FUNG-0058,M001,echinocandin B,,C52H81N7O16,,final lipohexapeptide,"antifungal beta-1,3-glucan synthesis inhibitor",fungal extract,structure-confirmed,S004,,119
M4-FUNG-0058:M002,M4-FUNG-0058,M002,L-homotyrosine,,,,required nonproteinogenic precursor from separate hty locus,,intracellular precursor,biochemical/genetic,S004,,120
M4-FUNG-0058:M003,M4-FUNG-0058,M003,linoleate,,,,lipid starter loaded by EcdI onto EcdA,,precursor,biochemical,S004,,121
M4-FUNG-0059:M001,M4-FUNG-0059,M001,enniatin,representative MIBiG product,C35H61N3O9,,final cyclic depsipeptide,ionophoric/mycotoxic family,fungal extract,structure-confirmed,S001; S004,,108
M4-FUNG-0059:M002,M4-FUNG-0059,M002,2R-hydroxyisovaleric acid,,,,Esyn1 substrate/precursor,,,substrate assignment,S001; S004,,109
M4-FUNG-0059:M003,M4-FUNG-0059,M003,valine,,,,Esyn1 substrate/precursor,,,substrate assignment,S001; S004,,110
M4-FUNG-0060:M001,M4-FUNG-0060,M001,ergovaline,,C29H35N5O5,,final ergopeptine,grass bioprotection / livestock toxicosis,infected plant tissue,structure-confirmed,S001; S004,,113
M4-FUNG-0060:M002,M4-FUNG-0060,M002,ergovalinine,,,,ergovaline epimer/congener,,infected plant tissue,LC-MS/MS,S004,,114
M4-FUNG-0060:M003,M4-FUNG-0060,M003,lysergic acid,,,,upstream precursor accumulating in ΔlpsB,,infected plant tissue,LC-MS/MS,S004,,115
M4-FUNG-0060:M004,M4-FUNG-0060,M004,lysergyl-alanine,,,,upstream intermediate accumulating in ΔlpsB,,infected plant tissue,LC-MS/MS,S004,,116
M4-FUNG-0061:M001,M4-FUNG-0061,M001,fumiquinazoline F,,,,FmqA product / FmqB-FmqC substrate,,fungal tissue/extract,enzyme-supported,S005,,112
M4-FUNG-0061:M002,M4-FUNG-0061,M002,fumiquinazoline A,,C24H23N5O4,,FmqB/FmqC product / FmqD substrate,,multiple fungal tissues,structure-confirmed,S001; S005; S006,,113
M4-FUNG-0061:M003,M4-FUNG-0061,M003,fumiquinazoline C,,C24H21N5O4,,enzymatic final product enriched in conidia,conidial phagocytosis protection,conidial/spore tissue,structure-confirmed,S001; S006; S007,,114
M4-FUNG-0061:M004,M4-FUNG-0061,M004,fumiquinazoline D,,C24H21N5O4,,nonenzymatic rearrangement/isomerization product from FQC,,fungal extract,structure-confirmed,S001; S005,,115
M4-FUNG-0062:M001,M4-FUNG-0062,M001,cyclo-(D-Phe-L-Phe-D-Val-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,108
M4-FUNG-0062:M002,M4-FUNG-0062,M002,cyclo-(D-Tyr-L-Phe-D-Val-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,109
M4-FUNG-0062:M003,M4-FUNG-0062,M003,cyclo-(D-Tyr-L-Trp-D-Val-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,110
M4-FUNG-0062:M004,M4-FUNG-0062,M004,cyclo-(D-Phe-L-Trp-D-Val-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,111
M4-FUNG-0062:M005,M4-FUNG-0062,M005,cyclo-(D-Phe-L-Phe-D-Val-L-Ile),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,112
M4-FUNG-0062:M006,M4-FUNG-0062,M006,cyclo-(D-Phe-L-Phe-D-Ile-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,113
M4-FUNG-0062:M007,M4-FUNG-0062,M007,cyclo-(D-Tyr-L-Trp-D-Val-L-Ile),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,114
M4-FUNG-0062:M008,M4-FUNG-0062,M008,cyclo-(D-Tyr-L-Trp-D-Ile-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,115
M4-FUNG-0062:M009,M4-FUNG-0062,M009,cyclo-(D-Tyr-L-Phe-D-Val-L-Ile),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,116
M4-FUNG-0062:M010,M4-FUNG-0062,M010,cyclo-(D-Tyr-L-Phe-D-Ile-L-Val),,,,HcpA-dependent cyclic tetrapeptide,,culture broth,HPLC-MS/structure-supported,S001; S004,,117
M4-FUNG-0063:M001,M4-FUNG-0063,M001,gliotoxin,,,,final ETP toxin,cytotoxic/immunosuppressive; context-dependent virulence contribution,culture supernatant and infected lung in some models,structure-confirmed,S001; S005,,119
M4-FUNG-0063:M002,M4-FUNG-0063,M002,bisdethiobis(methylthio)gliotoxin,BmGT,,,thiomethylated detoxification/related product,,culture medium,LC-MS,S001; S008,,120
M4-FUNG-0063:M003,M4-FUNG-0063,M003,dithiol gliotoxin,,,,intracellular reduced precursor/substrate for GliT and methylation,,intracellular,biochemical,S007; S008,,121
M4-FUNG-0064:M001,M4-FUNG-0064,M001,HC-toxin,,,,host-selective final toxin,histone deacetylase inhibitor; critical virulence determinant on susceptible maize,fungal culture/host tissue,structure-confirmed,S005; S010,,114
M4-FUNG-0064:M002,M4-FUNG-0064,M002,Aeo,"2-amino-9,10-epoxi-8-oxodecanoic acid",,,unusual HC-toxin residue/precursor branch,,intracellular precursor,pathway-defined,S006; S008,,115
M4-FUNG-0065:M001,M4-FUNG-0065,M001,hexadehydroastechrome,,C60H60FeN9O9,,major Fe(III)-complexed final product,iron-homeostasis perturbation; virulence increase when overproduced,fungal extract,structure-confirmed,S001; S003; S004,,115
M4-FUNG-0065:M002,M4-FUNG-0065,M002,terezine-D,,C19H23N3O2,,related pathway/congener metabolite,,fungal extract,structure-confirmed,S001; S003,,116
M4-FUNG-0065:M003,M4-FUNG-0065,M003,astechrome,,C60H66FeN9O9,,related iron-complexed congener,,fungal extract,structure-confirmed,S001,,117
M4-FUNG-0066:M001,M4-FUNG-0066,M001,penicillin,family-level product,,,beta-lactam final product family,antibacterial,fermentation broth,established chemistry,S001; S003,,113
M4-FUNG-0066:M002,M4-FUNG-0066,M002,isopenicillin N,,,,core intermediate,,intracellular/peroxisome-linked pathway,established intermediate,S006,,114
M4-FUNG-0067:M001,M4-FUNG-0067,M001,δ-(L-α-aminoadipyl)-L-cysteine-D-valine,ACV,,,PcbAB product / PcbC substrate,,intracellular,enzyme-supported,S001; S003,,110
M4-FUNG-0067:M002,M4-FUNG-0067,M002,isopenicillin N,,,,PcbC product / PenDE substrate,,intracellular/peroxisome-linked pathway,enzyme-supported,S001; S003,,111
M4-FUNG-0067:M003,M4-FUNG-0067,M003,benzylpenicillin,penicillin G,C16H18N2O4S,,final product with phenylacetate side chain,antibacterial,fermentation broth,structure-confirmed,S001; S003,,112
M4-FUNG-0067:M004,M4-FUNG-0067,M004,phenoxymethylpenicillin,penicillin V,,,final product with phenoxyacetate side chain,antibacterial,fermentation broth,structure-confirmed,S001; S003,,113
M4-FUNG-0068:M001,M4-FUNG-0068,M001,histidyltryptophanyldiketopiperazine,HTD,C17H17N5O2,,RoqA product / branch substrate,,culture extract,structure-confirmed,S001; S003,,114
M4-FUNG-0068:M002,M4-FUNG-0068,M002,dehydro-HTD,DHTD,C17H15N5O2,,RoqR product / RoqD substrate,,culture extract,structure-confirmed,S001; S003,,115
M4-FUNG-0068:M003,M4-FUNG-0068,M003,roquefortine D,,C22H25N5O2,,prenylated branch intermediate,,culture extract,structure-confirmed,S001; S003,,116
M4-FUNG-0068:M004,M4-FUNG-0068,M004,roquefortine C,,C22H23N5O2,,branch convergence intermediate,,culture extract,structure-confirmed,S001; S003,,117
M4-FUNG-0068:M005,M4-FUNG-0068,M005,glandicoline A,,C22H21N5O3,,RoqM product,,culture extract,structure-confirmed,S001; S003,,118
M4-FUNG-0068:M006,M4-FUNG-0068,M006,glandicoline B,,C22H21N5O4,,RoqO product / RoqN substrate,,culture extract,structure-confirmed,S001; S003,,119
M4-FUNG-0068:M007,M4-FUNG-0068,M007,meleagrine,,C23H23N5O4,,late methylated product,,culture extract,structure-confirmed,S001; S003,,120
M4-FUNG-0069:M001,M4-FUNG-0069,M001,terrequinone A,,C32H30N2O3,,final diprenylated bis-indole quinone,,E. coli/fungal extract,structure-confirmed,S001; S003,,112
M4-FUNG-0069:M002,M4-FUNG-0069,M002,indolepyruvate,,,,TdiD product / TdiA starter,,intracellular intermediate,biochemical,S003,,113
M4-FUNG-0069:M003,M4-FUNG-0069,M003,didemethylasterriquinone D,,,,TdiA scaffold product,,heterologous pathway extract,NMR/MS,S003,,114
M4-FUNG-0069:M004,M4-FUNG-0069,M004,off-pathway monoprenylated intermediate,,,,diversion product enhanced without TdiE,,heterologous extract,MS/structural,S003,,115
M4-FUNG-0070:M001,M4-FUNG-0070,M001,verlamelin A,cyclo(5S-hydroxytetradecanoate-D-alloThr-D-Ala-L-Pro-L-Gln-D-Tyr-L-Val),,,major cyclic lipopeptide,antifungal,culture extract,structure-confirmed,S003,,111
M4-FUNG-0070:M002,M4-FUNG-0070,M002,verlamelin B,Ser-containing congener,,,cyclic lipopeptide congener,antifungal,culture extract,structure-confirmed,S003,,112
M4-FUNG-0070:M003,M4-FUNG-0070,M003,5-hydroxytetradecanoic acid,,,,lipid precursor supplied from primary metabolism,,cellular precursor,feeding-rescue supported,S003,,113
M4-FUNG-0071:M001,M4-FUNG-0071,M001,ustiloxin B,,C26H39N5O12S,,mature cyclic RiPP,microtubule assembly inhibitor / mycotoxin,fungal culture extract,structure-confirmed,S001; S004; S006,,126
M4-FUNG-0071:M002,M4-FUNG-0071,M002,UstA YAIG-repeat precursor,,,,ribosomal precursor polypeptide,,intracellular precursor,sequence/genetic,S004,,127
M4-FUNG-0072:M001,M4-FUNG-0072,M001,aflatrem,,,,final tremorgenic indole-diterpene,tremorgenic neurotoxin,fungal extract,structure-confirmed,S001; S003; S004,,115
M4-FUNG-0072:M002,M4-FUNG-0072,M002,paspaline,,,,early indole-diterpene core,,pathway intermediate,comparative/structural,S004,,116
M4-FUNG-0072:M003,M4-FUNG-0072,M003,13-desoxypaxilline,,,,AtmP/AtmQ pathway intermediate,,heterologous complementation system,LC-MS/structural,S004,,117
M4-FUNG-0072:M004,M4-FUNG-0072,M004,paspalicine/paspalinine,,,,AtmQ products / late intermediates,,heterologous system,LC-MS,S004,,118
M4-FUNG-0073:M001,M4-FUNG-0073,M001,botrydial,,C17H26O5,,final/major botryane product,phytotoxin,fungal culture extract,,,,114
M4-FUNG-0073:M002,M4-FUNG-0073,M002,presilphiperfolan-8β-ol,,C15H26O,,BcBOT2 cyclization product / pathway precursor,,recombinant enzyme and fungal pathway studies,,,,115
M4-FUNG-0073:M003,M4-FUNG-0073,M003,dihydrobotrydial,,C17H28O5,,botrydial congener,phytotoxic botryane,fungal culture extract,,,,116
M4-FUNG-0073:M004,M4-FUNG-0073,M004,"8,9-epibotrydial",,C17H26O5,,botrydial epimer/congener,phytotoxicity reported in botryane studies,fungal culture extract,,,,117
M4-FUNG-0073:M005,M4-FUNG-0073,M005,botryendial,,C17H24O4,,oxidized botryane congener,,fungal culture extract,,,,118
M4-FUNG-0074:M001,M4-FUNG-0074,M001,PR-toxin,,,,final eremophilane mycotoxin,potent mycotoxin,fungal culture extract,,,,118
M4-FUNG-0074:M002,M4-FUNG-0074,M002,aristolochene,,C15H24,,first committed sesquiterpene scaffold,,biosynthetic intermediate,,,,119
M4-FUNG-0074:M003,M4-FUNG-0074,M003,7-epineopetasone,,,,early oxidized intermediate,,biosynthetic studies,,,,120
M4-FUNG-0074:M004,M4-FUNG-0074,M004,eremofortin B,,,,central pathway intermediate,,fungal culture extract,,,,121
M4-FUNG-0074:M005,M4-FUNG-0074,M005,DAC-eremofortin A,,,,proposed acetylation precursor,,biosynthetic studies,,,,122
M4-FUNG-0074:M006,M4-FUNG-0074,M006,eremofortin A,,,,intermediate or shunt product depending model,,fungal culture extract,,,,123
M4-FUNG-0074:M007,M4-FUNG-0074,M007,eremofortin C,,,,late precursor to PR-toxin,,biosynthetic studies,,,,124
M4-FUNG-0075:M001,M4-FUNG-0075,M001,"pimara-8(14),15-diene",legacy database/2012 assignment,C20H32,,historically assigned hydrocarbon product,,cell extract/headspace; little detected in spent medium,"GC-MS plus later isolated-product NMR, but stereochemical assignment is superseded/questioned",S001; S003; S004; S005; S006,"Retain for provenance, not as the final current pathway identity.",115
M4-FUNG-0075:M002,M4-FUNG-0075,M002,dipleosmarane,new dimeric isopimarane derivative,,,modern cluster product,,fungal extract,LC-MS + NMR,S006,,116
M4-FUNG-0075:M003,M4-FUNG-0075,M003,six known isopimarane diterpenoids,2026 congener set,,,cluster-derived monomeric/oxidized diterpenoids,,fungal extract,LC-MS + NMR,S006,Individual names should be imported from full compound table if the Atlas later expands structure-level identifiers.,117
M4-FUNG-0076:M001,M4-FUNG-0076,M001,aphidicolin,final product,C20H34O4,NR,mature aphidicolane diterpenoid,DNA polymerase α inhibitor,fungal culture/extract,structure-established,S001; S004; S008,,112
M4-FUNG-0076:M002,M4-FUNG-0076,M002,aphidicolan-16β-ol,core scaffold intermediate,C20H34O,NR,PbGGS/PbACS product,NR,heterologous culture extract,structure/biochemical,S001; S004,,113
M4-FUNG-0076:M003,M4-FUNG-0076,M003,3-deoxyaphidicolin,oxidized intermediate,C20H34O3,NR,triple-transformant intermediate,NR,heterologous culture extract,structure/biochemical,S001; S004,,114
M4-FUNG-0076:M004,M4-FUNG-0076,M004,17-deoxyaphidicolin,pathway intermediate,C20H34O3,NR,late aphidicolane intermediate,NR,native culture under pathway-perturbation conditions,structure/feeding,S001; S008,,115
M4-FUNG-0077:M001,M4-FUNG-0077,M001,austinol,,,,mature meroterpenoid,,fungal extract,structure-confirmed,S003,,59
M4-FUNG-0077:M002,M4-FUNG-0077,M002,dehydroaustinol,,,,mature meroterpenoid,,fungal extract,structure-confirmed,S003,,60
M4-FUNG-0077:M003,M4-FUNG-0077,M003,"3,5-dimethylorsellinic acid",,,,polyketide precursor,,mutant extract,isolated intermediate,S003,,61
M4-FUNG-0323:M001,M4-FUNG-0323,M001,sesterfisherol,,,,cyclase product,,,,,,79
M4-FUNG-0323:M002,M4-FUNG-0323,M002,sesterfisheric acid,,,,P450 oxidation product,,,,,,80
M4-FUNG-0323:M003,M4-FUNG-0323,M003,compounds 5/6/7a/8,,,,recorded congeners,,,,,,81
M4-FUNG-0324:M001,M4-FUNG-0324,M001,fusatin,,,,Fusarium cytokinin,,,,,,79
M4-FUNG-0324:M002,M4-FUNG-0324,M002,fusatinic acid,,,,bioactive cytokinin mimic,,,,,,80
M4-FUNG-0324:M003,M4-FUNG-0324,M003,8-oxo-fusatin; 8-oxo-isopentenyladenine,,,,oxidized congeners,,,,,,81
M4-FUNG-0325:M001,M4-FUNG-0325,M001,peramine,,,,insect feeding deterrent,,,,,,78
M4-FUNG-0325:M002,M4-FUNG-0325,M002,1-pyrroline-5-carboxylic acid + arginine,,,,predicted PerA building blocks,,,,,,79
M4-FUNG-0326:M001,M4-FUNG-0326,M001,stemphyloxin II,,,,phytotoxic bridged-tricyclic pathway product,,,,,,78
M4-FUNG-0326:M002,M4-FUNG-0326,M002,probetaenone I / dehydroprobetaenone I / betaenone C,,,,pathway intermediates/congeners,,,,,,79
M4-FUNG-0327:M001,M4-FUNG-0327,M001,piperazine compounds 1/2,,,,major lnaA-dependent products,,,,,,78
M4-FUNG-0327:M002,M4-FUNG-0327,M002,morpholine-containing hemiacetal / actinopolymorphol C / oxidized-sulfated congeners,,,,pathway diversification products,,,,,,79
M4-FUNG-0328:M001,M4-FUNG-0328,M001,decalin portion / decumbenone-like products,,,,CalA + CalK branch,,,,,,79
M4-FUNG-0328:M002,M4-FUNG-0328,M002,polyene dioic-acid portion,,,,CalA + CalH branch,,,,,,80
M4-FUNG-0328:M003,M4-FUNG-0328,M003,calbistrin A/C,,,,coupled mature products,,,,,,81
M4-FUNG-0329:M001,M4-FUNG-0329,M001,acurin A,,,,final mixed PK-NRP product,,,,,,79
M4-FUNG-0330:M001,M4-FUNG-0330,M001,long-chain polyenoic β-ketolactone,,,,Ev460pks product,,,,,,79
M4-FUNG-0330:M002,M4-FUNG-0330,M002,shorter polyenoic β-ketolactone,,,,Ev460pks product with opposite C4 relative configuration,,,,,,80
M4-FUNG-0330:M003,M4-FUNG-0330,M003,asteltoxin,,,,explicitly not dependent on Ev460pks,,,,,,81
M4-FUNG-0331:M001,M4-FUNG-0331,M001,pyrophen,,,,methylated amino-acid-derived α-pyrone,,,,,,78
M4-FUNG-0331:M002,M4-FUNG-0331,M002,campyrone B,,,,related α-pyrone product,,,,,,79
M4-FUNG-0331:M003,M4-FUNG-0331,M003,substituted pyrophen analogues,,,,precursor-feeding products,,,,,,80
M4-FUNG-0332:M001,M4-FUNG-0332,M001,fusaoctaxin A,,,,linear octapeptide virulence factor,,,,,,81
M4-FUNG-0332:M002,M4-FUNG-0332,M002,fusatrixin; fusapentaxin,,,,cluster-associated congeners,,,,,,82
M4-FUNG-0333:M001,M4-FUNG-0333,M001,fumihopaside A,,,,final hopane-type triterpenoid glycoside; stress-protective product,,,,,,81
M4-FUNG-0333:M002,M4-FUNG-0333,M002,"21-β-H-hopane-3beta,22-diol / compound 3",,,,cluster-associated hopane products/intermediates,,,,,,82
M4-FUNG-0426:M001,M4-FUNG-0426,M001,azasperpyranone A,A,NR,NR,major pathway product,potential anticancer activity reported in defining study,isolated from A. terreus culture,structure-characterized natural product,S001; S002,Native ecological function remains unresolved.,113
M4-FUNG-0426:M002,M4-FUNG-0426,M002,azasperpyranone B,B,NR,NR,pathway congener,family-level potential anticancer activity; congener-specific potency NR,isolated from A. terreus culture,structure-characterized natural product,S001; S002,Included in current MIBiG compound set.,114
M4-FUNG-0426:M003,M4-FUNG-0426,M003,azasperpyranone C,C,NR,NR,pathway congener,family-level potential anticancer activity; congener-specific potency NR,isolated from A. terreus culture,structure-characterized natural product,S001; S002,Included in current MIBiG compound set.,115
M4-FUNG-0426:M004,M4-FUNG-0426,M004,azasperpyranones D-H,D; E; F; G; H,NR,NR,additional pathway congeners,family-level bioactivity context; individual activities NR,isolated/assigned in defining pathway study,reported congeners,S001; S002,Grouped to preserve all canonical congeners without inventing unsupported per-congener measurements.,116
M4-FUNG-0427:M001,M4-FUNG-0427,M001,"CJ-16,173",canonical product,NR,NPAtlas-linked; identifier NR,,,,,,,113
M4-FUNG-0427:M002,M4-FUNG-0427,M002,"CJ-15,696",canonical product,NR,NPAtlas-linked; identifier NR,,,,,,,114
M4-FUNG-0427:M003,M4-FUNG-0427,M003,citridone B,canonical product,NR,NPAtlas-linked; identifier NR,,,,,,,115
M4-FUNG-0427:M004,M4-FUNG-0427,M004,citridone A,canonical product / nonenzymatic o-QM branch product,NR,NPAtlas-linked; identifier NR,,,,,,,116
M4-FUNG-0427:M005,M4-FUNG-0427,M005,citridone B',canonical product,NR,NPAtlas-linked; identifier NR,,,,,,,117
M4-FUNG-0427:M006,M4-FUNG-0427,M006,citridone E,heterologous branch product,NR,NR,,,,,,,118
M4-FUNG-0427:M007,M4-FUNG-0427,M007,tersone D,heterologous branch product,NR,NR,,,,,,,119
M4-FUNG-0427:M008,M4-FUNG-0427,M008,ortho-quinone-methide intermediate,reactive pathway intermediate,NR,NA,,,,,,,120
M4-FUNG-0428:M001,M4-FUNG-0428,M001,MCA17-1,tetramic-acid product,NR,NR,final isolated product,suppresses TGF-β-induced LX-2 activation,fungal culture extract / purified isolate,NMR/HRMS-supported structural characterization,S003,Pharmacological assay does not establish native ecological function.,113
M4-FUNG-0429:M001,M4-FUNG-0429,M001,pipecolic acid,precursor,NR,NR,SwnK starter substrate,pathway intermediate,cell/culture extracts,LC-MS/pathway-supported,S003,Can arise from clustered or unclustered routes.,113
M4-FUNG-0429:M002,M4-FUNG-0429,M002,hydroxylated/dihydroxylated indolizidines,pathway intermediates,NR,NR,late intermediates,NR,mutant/culture extracts,MS + isolation/structure analysis,S003,Some undergo nonenzymatic epimerization.,114
M4-FUNG-0429:M003,M4-FUNG-0429,M003,swainsonine,final product,NR,NR,final indolizidine alkaloid,livestock mycotoxin,culture extracts,LC-MS/standard-supported,S003; S005,Host-interaction assays did not show requirement for tested plant/insect phenotypes.,115
M4-FUNG-0430:M001,M4-FUNG-0430,M001,asterriquinone CT5,canonical product,NR,NR,final detected product,NR,ethyl-acetate fungal extract,HPLC-DAD-MS / isolated natural-product assignment,S003,Native ecological role unresolved.,113
M4-FUNG-0431:M001,M4-FUNG-0431,M001,asterrelenin,canonical product,NR,NR,final detected product,NR,fungal extract,HPLC-DAD-MS / isolated assignment,S003,Core-gene attribution direct.,113
M4-FUNG-0431:M002,M4-FUNG-0431,M002,epi-aszonalenin A,canonical product,NR,NR,associated indole-alkaloid product,NR,fungal extract,HPLC-DAD-MS / isolated assignment,S003,Linked to anaPS family-level phenotype.,114
M4-FUNG-0432:M001,M4-FUNG-0432,M001,butyrolactone III,canonical product,NR,NR,final/associated butyrolactone,NR,fungal extract,HPLC-DAD-MS / isolated assignment,S003,Product-family attribution anchored by btyA deletion.,113
M4-FUNG-0432:M002,M4-FUNG-0432,M002,butyrolactone I,canonical product,NR,NR,final/associated butyrolactone,historically reported bioactive butenolide,fungal extract,HPLC-DAD-MS / isolated assignment,S003; S006,Bioactivity does not establish native ecological role.,114
M4-FUNG-0433:M001,M4-FUNG-0433,M001,aspulvinone H,canonical product,NR,NR,final/associated product,NR,fungal extract,HPLC-DAD-MS / isolated assignment,S003,Core-gene attribution direct.,113
M4-FUNG-0433:M002,M4-FUNG-0433,M002,aspulvinone B1,canonical congener,NR,NR,associated product,NR,fungal extract,metabolite-profile assignment,S001; S003,MIBiG lists the congener; direct structural detail is less extensive than for aspulvinone H.,114
M4-FUNG-0434:M001,M4-FUNG-0434,M001,pyrophen,canonical product,NR,NR,methylated α-pyrone product,NR,heterologous culture extract,HPLC/isolated structure,S003,Direct reconstructed product.,113
