term_id,term_type,raw_label,canonical_label,normalization_status
TERM_1d875e35e9fa,state.culture_architecture,heterologous core-PKS assay,,"unresolved_type_mismatch: heterologous core-PKS assay describes a reconstruction or assay context, not culture architecture"
TERM_d17535d918a8,state.medium,fungal expression culture,,"unresolved_type_mismatch: fungal expression culture describes an experimental culture/system, not a medium formulation"
TERM_a7b06c128410,action.intervention,express A. solani sol1,A. solani sol1 expression,normalized
TERM_011379225f67,assay.method,isolation + NMR/chemical derivatization,,"unresolved_composite: combines isolation, NMR, and chemical derivatization as distinct workflow components"
TERM_2267741084ab,state.culture_architecture,purified bifunctional enzyme assay,,"unresolved_type_mismatch: purified bifunctional enzyme assay is an assay system, not culture architecture"
TERM_e0cc87deb228,action.intervention,incubate recombinant Sol5 with prosolanapyrone II,recombinant Sol5 incubation with prosolanapyrone II,normalized
TERM_fbe17ac34a76,assay.method,enzyme assay + product stereochemical analysis,,unresolved_composite: combines enzyme assay with product stereochemical analysis
TERM_9a452c52d00b,state.culture_architecture,native pathway knockout,,"unresolved_type_mismatch: native pathway knockout is a genetic intervention, not culture architecture"
TERM_a83706bc3a98,state.medium,PDA/liquid culture,potato dextrose agar (PDA),normalized_partial: potato dextrose agar extracted as the medium; liquid culture is culture-architecture context
TERM_eaf5ee7546f1,action.intervention,delete sol5,sol5 deletion,normalized
TERM_ae2cb04278a8,time.window,18 d metabolite culture; ~3 wk growth assay,432 h metabolite culture; ~504 h growth assay,normalized
TERM_ecc70e3cfa2a,observation.sample_matrix,culture extracts + colony/spore phenotypes,,unresolved
TERM_4b53431d0a75,assay.method,LC-MS/NMR + growth/sporulation measurements,,unresolved
TERM_3dd22ed5f9e4,state.culture_architecture,detached-leaf infection,detached-leaf infection,normalized
TERM_7d7ae6be4d88,state.medium,potato/tomato leaves,,unresolved
TERM_af76536bbe0f,action.intervention,compare solanapyrone-producing WT and solanapyrone-minus mutants,,unresolved
TERM_1629280af626,time.window,disease endpoint,endpoint,normalized_partial
TERM_36b98e990b2a,observation.sample_matrix,lesions,,unresolved
TERM_7c2b20886741,assay.method,detached-leaf virulence assay,detached-leaf virulence assay,normalized
TERM_e0c19f00ba8c,state.culture_architecture,stepwise whole-pathway reconstruction,,unresolved
TERM_b2ef3b3dc431,state.medium,solid fungal production culture,,unresolved
TERM_23626bfe8744,action.intervention,"sequentially add sol2, corrected sol6 and sol5","sequential addition of sol2, corrected sol6, and sol5",normalized_partial
TERM_facc291264eb,time.window,endpoint/prolonged fermentation comparisons,,unresolved
TERM_114743e3c792,assay.method,HPLC/NMR,,unresolved
TERM_5e20f4bb1b2c,state.culture_architecture,heterologous gene-model rescue,,unresolved
TERM_82e443cf3ea0,state.medium,production culture,,unresolved
TERM_d9afd09249d3,action.intervention,replace initially mispredicted sol6 intron model with corrected gene,corrected sol6 gene-model replacement,normalized
TERM_d70be97092ed,assay.method,HPLC + sequence reanalysis,,unresolved
TERM_3347b4515eb6,state.culture_architecture,comparative pathway-regulator test,,unresolved
TERM_5a2a665495eb,action.intervention,delete or overexpress sol4 ortholog,,unresolved
TERM_86c94bda3ea3,observation.sample_matrix,RNA + solanapyrones,,unresolved
TERM_080e5eb65f05,assay.method,qRT-PCR + metabolite analysis,,unresolved
TERM_226d0d3d50d3,state.culture_architecture,compound-level phytotoxicity assay,,unresolved
TERM_9e624215f13a,state.medium,detached plant tissue,,unresolved
TERM_b26b1f07f2eb,action.intervention,apply purified compounds,purified compound application,normalized
TERM_1b1bc47f70d7,state.developmental_state,plant exposure,,"unresolved_type_mismatch: plant exposure is an exposure context, not a developmental state"
TERM_d10c4aa48b70,time.window,3 d,72 h,normalized
TERM_22b4a9836fce,observation.sample_matrix,necrotic area,,"unresolved_type_mismatch: necrotic area is a measured phenotype/outcome, not a sample matrix"
TERM_e91820899c0f,assay.method,dose-response phytotoxicity assay,dose-response phytotoxicity assay,normalized
TERM_3e63e8befe19,state.culture_architecture,pathway-entry genetics,,"unresolved_type_mismatch: pathway-entry genetics describes study design, not culture architecture"
TERM_85c6aa38f5bd,state.medium,ST-inducing fungal culture,,unresolved_type_mismatch: ST-inducing fungal culture does not identify a medium formulation
TERM_231a868e8b63,action.intervention,disrupt type-I PKS,type-I PKS disruption,normalized
TERM_09941753c3ce,observation.sample_matrix,sterigmatocystin/intermediates,,"unresolved_type_mismatch: sterigmatocystin/intermediates are analytes, not a sample matrix"
TERM_ae7a4df5fa04,assay.method,TLC/chemical analysis,TLC,normalized_partial: TLC method extracted; generic chemical-analysis component remains only in raw_label
TERM_f02468273e1b,state.culture_architecture,cluster-definition/transcription study,,"unresolved_type_mismatch: cluster-definition/transcription study describes study design, not culture architecture"
TERM_7419ae0de349,state.medium,A. nidulans culture,,"unresolved_type_mismatch: A. nidulans culture identifies organism/culture context, not a medium formulation"
TERM_313cbf15bf0e,action.intervention,map transcripts across ~60-kb region and compare regulation,,"unresolved_type_mismatch: transcript mapping/comparative regulation is an observational analysis, not an intervention"
TERM_116572123153,state.developmental_state,productive vs nonproductive states,,unresolved_outcome_defined: productive versus nonproductive is outcome-defined and not a specific developmental state
TERM_e163f2adbcd5,assay.method,Northern/transcript analysis,Northern blot,normalized_partial: Northern blot method extracted; generic transcript-analysis component remains only in raw_label
TERM_c3570357a8a9,state.culture_architecture,late-step genetics,,"unresolved_type_mismatch: late-step genetics describes study design, not culture architecture"
TERM_6acf4cd26fbe,state.medium,ST-inducing culture,,unresolved_type_mismatch: ST-inducing culture does not identify a medium formulation
TERM_a0c41dcf29bf,action.intervention,disrupt stcS and feed pathway precursors,,unresolved_composite: combines stcS disruption with pathway-precursor feeding
TERM_3c7cf4cadfed,observation.sample_matrix,versicolorin A/ST,,"unresolved_type_mismatch: versicolorin A and sterigmatocystin are analytes, not a sample matrix"
TERM_179e876ad6f9,assay.method,TLC/feeding,,unresolved_composite: combines TLC assay with precursor-feeding intervention
TERM_fd64942268cd,state.culture_architecture,terminal methylation test,,"unresolved_type_mismatch: terminal methylation test describes study purpose, not culture architecture"
TERM_b5bf9744ab91,action.intervention,disrupt stcP,stcP disruption,normalized
TERM_46d351353000,observation.sample_matrix,demethyl-ST/ST,,"unresolved_type_mismatch: demethyl-sterigmatocystin and sterigmatocystin are analytes, not a sample matrix"
TERM_188025766376,assay.method,TLC/metabolite analysis,TLC,normalized_partial: TLC method extracted; generic metabolite-analysis component remains only in raw_label
TERM_b8015a83a9a5,state.culture_architecture,regulatory/biosynthetic mutant screen,,"unresolved_type_mismatch: regulatory/biosynthetic mutant screen describes study design, not culture architecture"
TERM_cd3580332181,state.medium,A. nidulans genetic background blocked early in pathway,,unresolved_type_mismatch: genetic background and pathway blockage do not identify a medium formulation
TERM_3bb89d67014b,action.intervention,random mutagenesis and screen for loss of orange NOR,random mutagenesis,normalized_partial: random-mutagenesis intervention extracted; screening for loss of orange NOR remains only in raw_label
TERM_8170a08a502a,state.developmental_state,cluster-activity screen,,"unresolved_type_mismatch: cluster-activity screen describes screening design, not a developmental state"
TERM_2a972d4817c5,observation.sample_matrix,visible NOR + growth/development,,"unresolved_type_mismatch: visible NOR and growth/development are observations, not a sample matrix"
TERM_69f6f3604fb2,assay.method,phenotype + linkage,,unresolved_composite: combines phenotype assessment and genetic linkage analysis
TERM_93b1449d534e,state.culture_architecture,solid fungal culture under light/dark,solid culture,normalized_partial: solid-culture architecture extracted; light/dark illumination remains only in raw_label
TERM_ae4632292419,state.medium,YGT or GMM,,unresolved_composite: combines alternative media YGT and GMM
TERM_ce1a3d6dce2b,action.intervention,delete veA; compare white light versus dark,,unresolved_composite: combines veA deletion with white-light versus dark comparison
TERM_1e9447939276,state.developmental_state,development-linked secondary-metabolic state,,unresolved_type_mismatch: secondary-metabolic regulation linked to development does not specify a developmental state
TERM_7a9fc0da4d84,observation.sample_matrix,sterigmatocystin + aflR/stcU expression,,"unresolved_type_mismatch: sterigmatocystin and aflR/stcU expression are analyte/readout domains, not a sample matrix"
TERM_fb4c5d800e8c,assay.method,TLC/LC-MS + RNA analysis,,unresolved_composite: combines TLC/LC-MS metabolite analysis with RNA analysis
TERM_2d9931c71d3f,state.culture_architecture,global secondary-metabolism regulation,,"unresolved_type_mismatch: global secondary-metabolism regulation describes regulatory scope, not culture architecture"
TERM_bbd3b09e9246,action.intervention,delete or overexpress laeA,,unresolved_composite: combines opposite laeA perturbations (deletion and overexpression)
TERM_324f54067804,state.developmental_state,chromatin/global-SM state,,"unresolved_type_mismatch: chromatin/global secondary-metabolism state is regulatory, not a developmental state"
TERM_6255167a40f9,observation.sample_matrix,ST cluster RNA + metabolites,,"unresolved_type_mismatch: ST-cluster RNA and metabolites are readout/analyte domains, not a sample matrix"
TERM_90e4d39e7d97,assay.method,RNA + metabolite profiling,,unresolved_composite: combines RNA profiling and metabolite profiling
TERM_617ba6e082f1,state.culture_architecture,defined fungal culture,,unresolved_type_mismatch: defined describes medium composition; label does not specify a culture architecture
TERM_dcaac3ce073e,state.medium,defined medium with 1% or 2% glucose,defined medium,normalized_partial: defined-medium identity extracted; alternative 1% versus 2% glucose concentrations remain only in raw_label
TERM_97fe49050086,action.intervention,vary glucose concentration and illumination,glucose concentration and illumination variation,normalized
TERM_be86f69f29fc,state.developmental_state,nutrient/light state,,"unresolved_type_mismatch: nutrient/light condition is environmental context, not a developmental state"
TERM_165e2efbfca4,observation.sample_matrix,sterigmatocystin + morphology/VeA localization,,"unresolved_type_mismatch: sterigmatocystin, morphology and VeA localization are outputs/readouts, not a sample matrix"
TERM_55790aff3e0e,assay.method,chemical analysis + microscopy,,unresolved_composite: combines chemical analysis and microscopy
TERM_9044eb33c31f,state.culture_architecture,promoter-mechanism test,,"unresolved_type_mismatch: promoter-mechanism test describes study purpose, not culture architecture"
TERM_8e3b0f475316,state.medium,reporter genetics,,unresolved_type_mismatch: reporter genetics does not identify a medium formulation
TERM_995eeb643f7f,action.intervention,mutate TCG(N5)CGA motifs in stcU promoter,stcU promoter TCG(N5)CGA motif mutation,normalized
TERM_0a0d9f4e5a2a,state.developmental_state,transcriptional activation state,,"unresolved_type_mismatch: transcriptional activation describes a regulatory state, not a developmental state"
TERM_083b80457c75,observation.sample_matrix,reporter expression,,"unresolved_type_mismatch: reporter expression is a readout, not a sample matrix"
TERM_56b803f05a2c,assay.method,GUS + AflR genetics,,unresolved_composite: combines GUS reporter assay and AflR genetic analysis
TERM_26b3b54b8c04,state.culture_architecture,native pathway-entry genetics,,"unresolved_type_mismatch: native pathway-entry genetics describes experimental design, not culture architecture"
TERM_a0ea2d2a3605,state.medium,productive fungal culture,,unresolved_type_mismatch: productive fungal culture does not identify a medium formulation and embeds an outcome state
TERM_61bbdc4da57c,action.intervention,delete tropA/tspks1,tropA/tspks1 deletion,normalized
TERM_2e896d27d6ff,state.developmental_state,native secondary-metabolic state,,"unresolved_type_mismatch: native secondary-metabolic state describes metabolic activity, not a developmental state"
TERM_909bb068a25b,assay.method,targeted genetics + metabolite profiling,,unresolved_composite: combines targeted genetic analysis and metabolite profiling
TERM_222789ecbe9d,state.culture_architecture,heterologous splicing/access test,,"unresolved_type_mismatch: heterologous splicing/access test describes study purpose, not culture architecture"
TERM_16e84dc1d90e,state.medium,heterologous fungal expression,,"unresolved_type_mismatch: heterologous fungal expression describes an expression system, not a medium formulation"
TERM_1ea323dad42c,action.intervention,compare genomic and intronless tropA constructs,genomic versus intronless tropA construct comparison,normalized
TERM_a73401362719,observation.sample_matrix,culture metabolites/protein,,unresolved_composite: culture metabolites and protein are analytes/outputs rather than a single sample matrix
TERM_4f49384c9f94,assay.method,heterologous expression + metabolite analysis,,unresolved_composite: combines heterologous expression and metabolite analysis
TERM_62d7451278d7,state.culture_architecture,dearomatization-gate test,,"unresolved_type_mismatch: mechanistic dearomatization test describes study purpose, not culture architecture"
TERM_b670592b1f65,state.medium,native knockout + cell-free enzyme assay,,"unresolved_type_mismatch: native knockout and cell-free enzyme assay describe experimental procedures, not a medium formulation"
TERM_2cd27466c59f,action.intervention,delete tropB; assay purified TropB with substrate/cofactors,tropB deletion,normalized_partial: genetic intervention extracted; purified TropB substrate/cofactor assay remains only in raw_label
TERM_ed3100cb90e4,state.developmental_state,native/cell-free,,"unresolved_type_mismatch: native/cell-free distinguishes experimental systems, not a developmental state"
TERM_ddb94105c479,observation.sample_matrix,mutant extract + reaction mixture,,unresolved_composite: combines mutant extract and reaction mixture as distinct sample matrices
TERM_02ff6e867110,assay.method,LC-MS/NMR + enzyme assay,,"unresolved_composite: combines LC-MS, NMR and enzyme assay methods"
TERM_79033af967ad,state.culture_architecture,ring-expansion-gate test,,"unresolved_type_mismatch: mechanistic ring-expansion test describes study purpose, not culture architecture"
TERM_0c9043aa3831,action.intervention,"delete tropC; assay TropC with TropB product, Fe(II), 2-oxoglutarate",tropC deletion,normalized_partial: genetic intervention extracted; purified TropC biochemical assay remains only in raw_label
TERM_3acec46491ed,assay.method,metabolite profiling + enzyme assay,,unresolved_composite: combines metabolite profiling and enzyme assay methods
TERM_e9d110bc7917,state.culture_architecture,post-tropolone tailoring test,,"unresolved_type_mismatch: post-tropolone tailoring test describes mechanistic study purpose, not culture architecture"
TERM_abe58ad8fcc6,action.intervention,delete tropD,tropD deletion,normalized
TERM_f864ff3bf6c2,state.culture_architecture,maleic-anhydride/final-product dissection,,"unresolved_type_mismatch: maleic-anhydride/final-product dissection describes mechanistic study purpose, not culture architecture"
TERM_76e32e57773f,action.intervention,target tropE/F/G/H/I/J functions,tropE/F/G/H/I/J knockout panel,normalized_partial: linked experiment identifies a late-pathway knockout panel; raw label states targeted functions without naming the perturbation form
TERM_e822e1f62c4a,assay.method,directed knockout + NMR/LC-MS,,unresolved_composite: combines directed genetic knockout with NMR and LC-MS analytical methods; requires separate intervention and assay terms
TERM_a459e67aab7c,state.culture_architecture,late-pathway completion assay,,"unresolved_type_mismatch: late-pathway completion assay describes an experimental assay/design, not culture architecture"
TERM_21a4acf75928,state.medium,cell-free multi-enzyme system,,"unresolved_type_mismatch: cell-free multi-enzyme system is an experimental system, not a culture medium"
TERM_66a2505899b5,action.intervention,combine late enzymes with appropriate late substrate,late-enzyme combination with late substrate,normalized
TERM_e449f3aa0c26,assay.method,in-vitro enzymology + product identification,,unresolved_composite: combines in-vitro enzymology with product-identification readout; requires separate analytical terms
TERM_f22a3d7171ce,state.culture_architecture,FAD-monooxygenase kinetics,,"unresolved_type_mismatch: FAD-monooxygenase kinetics describes an assay, not culture architecture"
TERM_6472aa43a1c0,action.intervention,measure native and analogue conversion with NADPH,,"unresolved_composite: combines native-versus-analogue substrate comparison, enzymatic conversion measurement, and NADPH context; not a single intervention term"
TERM_d58374afbf9a,time.window,kinetic time course,kinetic time course,normalized
TERM_c1d6dd0f4a39,assay.method,steady-state kinetics + LC-DAD-MS,,unresolved_composite: combines steady-state kinetics and LC-DAD-MS; requires separate analytical-method terms
TERM_fc9b193da46e,state.culture_architecture,comparative mechanistic refinement,,"unresolved_type_mismatch: comparative mechanistic refinement describes study purpose/design, not culture architecture"
TERM_d9f41918eed7,state.medium,cell-free + structural/computational system,,"unresolved_type_mismatch: cell-free plus structural/computational system describes multiple experimental systems, not a culture medium"
TERM_de72bfc987c2,action.intervention,"isotope labeling, crystallography, mutagenesis and QM on related SpoC",,"unresolved_composite: combines isotope labeling, crystallography, mutagenesis, and quantum-mechanical analysis; requires separate intervention and method terms"
TERM_e50740aee140,state.developmental_state,cell-free/comparative,,"unresolved_type_mismatch: cell-free/comparative describes experimental context, not developmental state"
TERM_94b223f43ee0,time.window,endpoint/kinetics,,unresolved_composite: endpoint and kinetic measurements are distinct temporal designs and no explicit time values are provided
TERM_28d51e8053db,observation.sample_matrix,enzyme/substrate/structures,,"unresolved_type_mismatch: enzyme, substrate, and structural outputs are heterogeneous objects rather than one sample matrix"
TERM_4caf145e215b,assay.method,biochemistry + crystallography + computation,,"unresolved_composite: combines biochemistry, crystallography, and computation as distinct analytical approaches"
TERM_f13a2b4ceb98,state.culture_architecture,native gene knockout,,"unresolved_type_mismatch: native gene knockout is a genetic intervention, not culture architecture"
TERM_1050433dc5fe,state.medium,fungal culture + maize infection,,unresolved_type_mismatch: fungal culture plus maize infection combines biological contexts and does not identify a culture medium
TERM_163066629116,action.intervention,disrupt PKS1,PKS1 disruption,normalized
TERM_1c2ceeef3fe1,state.developmental_state,producer/pathogen state,,"unresolved_outcome_defined: producer/pathogen state describes biological role or outcome context, not a specific developmental state"
TERM_aa5d28be6db5,observation.sample_matrix,T-toxin + virulence,,unresolved_type_mismatch: T-toxin is an analyte and virulence is an outcome; neither defines a sample matrix
TERM_35bb6bec485d,assay.method,toxin assay + infection,,unresolved_composite: combines toxin assay and infection assay as distinct experimental readouts
TERM_f5ac877b73d5,action.intervention,disrupt Tox1B genes,Tox1B gene disruption,normalized
TERM_25c7b6403105,observation.sample_matrix,toxin + virulence,,unresolved_type_mismatch: toxin is an analyte and virulence is an outcome; neither defines a sample matrix
TERM_042b6fda9336,assay.method,chemical/functional toxin assay + infection,,unresolved_composite: combines chemical/functional toxin characterization with infection assay; requires separate assay terms
TERM_8dff19651261,action.intervention,disrupt PKS2,PKS2 disruption,normalized
TERM_9204aaa4f037,assay.method,chemical/functional assay,,unresolved_underspecified: generic chemical/functional assay label does not identify a reproducible analytical method
TERM_3ca5049c12f3,state.culture_architecture,native targeted genetics,,"unresolved_type_mismatch: native targeted genetics describes genetic study design/manipulation, not culture architecture"
TERM_4a075ed3108b,action.intervention,delete LAM1/OXI1/TOX9/RED1/RED2/RED3,LAM1/OXI1/TOX9/RED1/RED2/RED3 deletion panel,normalized_partial: linked experiment identifies a six-gene deletion panel; raw label does not specify whether deletions were individual or combined
TERM_fcef7672eb16,assay.method,genetics + toxin/infection assays,,unresolved_composite: combines genetic analysis with toxin and infection assays; requires separate method terms
TERM_de799dc8170f,state.culture_architecture,solid CMX culture,solid culture,normalized_partial: culture architecture extracted; CMX retained as medium context
TERM_2a922be3a410,state.medium,CMX,CMX medium,normalized
TERM_c4d895c8dab5,state.temperature_C,19,,unreviewed
TERM_62ea1ce79933,action.intervention,delete/overexpress global regulators; vary illumination,,"unresolved_composite: combines regulator deletion, regulator overexpression, and illumination variation; requires separate intervention terms"
TERM_1da9960fbbfc,state.developmental_state,light/development state,,unresolved_composite: combines illumination condition with an unspecified developmental state
TERM_84869f70a187,time.window,8 d,192 h,normalized
TERM_6679fb705763,observation.sample_matrix,toxin activity + Tox1 RNA,,unresolved_type_mismatch: toxin activity is an outcome and Tox1 RNA is an analyte/readout; neither defines a sample matrix
TERM_f04365d497c8,assay.method,bioassay + transcription,,unresolved_composite: combines bioassay with transcriptional measurement; requires separate assay terms
TERM_b3801ed6c74e,state.culture_architecture,genome structural analysis,,"unresolved_type_mismatch: genome structural analysis describes an analytical study, not culture architecture"
TERM_ec8ba4a71a86,action.intervention,long-read sequence Race T and compare Race O,,"unresolved_type_mismatch: long-read sequencing and race comparison are analytical/comparative procedures, not an intervention"
TERM_005286f15944,state.developmental_state,genome state,,unresolved_type_mismatch: genome state is not a developmental state
TERM_0e7d5a770e9f,observation.sample_matrix,genome,,unresolved_type_mismatch: genome denotes a genomic object or data product; the physical sample matrix is not specified
TERM_1b2ef618435e,assay.method,PacBio/synteny,,unresolved_composite: combines PacBio sequencing with synteny analysis; requires separate analytical terms
TERM_b9b7cfc8b7fa,state.culture_architecture,host genetics/toxin-response,,"unresolved_type_mismatch: host genetics/toxin-response describes study design or readout, not culture architecture"
TERM_479bc9e874f3,state.medium,maize mitochondrial system,,"unresolved_type_mismatch: maize mitochondrial system is an experimental biological system, not a culture medium"
TERM_b3b900fe395b,action.intervention,mutate T-urf13/URF13 susceptibility determinants,T-urf13/URF13 susceptibility-determinant mutation,normalized
TERM_ee61c5995611,state.developmental_state,host mitochondrial state,,"unresolved_type_mismatch: host mitochondrial state is a host physiological/cellular state, not fungal developmental state"
TERM_7be21ad4ab26,observation.sample_matrix,host/toxin response,,"unresolved_type_mismatch: host/toxin response describes an outcome/readout, not a sample matrix"
TERM_1017b75ce9bb,assay.method,genetics + toxin-sensitivity assay,,unresolved_composite: combines host genetics with toxin-sensitivity assay; requires separate method and subject terms
TERM_c1b917716764,state.culture_architecture,native pathway activation,,"unresolved_type_mismatch: native pathway activation describes an outcome or process, not culture architecture"
TERM_b5c46f2a88d5,state.medium,A. niger plate/liquid culture,,"unresolved_type_mismatch: label describes organism and plate/liquid culture formats, not a defined medium"
TERM_125a8e22dae7,action.intervention,overexpress pathway-specific regulator adaR,adaR overexpression,normalized
TERM_f321d503c3ca,state.developmental_state,engineered activated state,,"unresolved_outcome_defined: engineered activation state describes pathway or experimental status, not fungal developmental state"
TERM_56010dcbfd82,observation.sample_matrix,fungal extract + RNA,,unresolved_composite: combines fungal extract and RNA as distinct sample matrices; requires separate sample entities
TERM_488b4b4172dc,assay.method,LC at 400 nm + RT-PCR,,unresolved_composite: combines liquid chromatography at 400 nm with RT-PCR; distinct assay modalities require separate representation
TERM_fc81dd417f29,state.culture_architecture,stepwise heterologous reconstruction,,"unresolved_type_mismatch: stepwise heterologous reconstruction describes reconstruction strategy, not culture architecture"
TERM_9ea3aee46d3f,state.medium,yeast heterologous-expression culture,,"unresolved_type_mismatch: yeast heterologous-expression culture describes host/culture context, not a medium formulation"
TERM_09139f64f8ad,action.intervention,coexpress combinations of core ada enzymes,combinatorial coexpression of core ada enzymes,normalized
TERM_b63a766218c2,time.window,~2 d,~48 h,normalized
TERM_af04a7c7c61d,state.culture_architecture,cell-free mechanistic reconstruction,,"unresolved_type_mismatch: cell-free mechanistic reconstruction describes an experimental system/reconstruction design, not culture architecture"
TERM_f129d3b5fd66,action.intervention,combine purified PKS/FMO and MβL homologs; vary hydroxylation/metal state,,unresolved_composite: combines enzyme-component assembly with hydroxylation and metal-state perturbations; separate intervention terms are required
TERM_ea8f5fd53854,time.window,0–120 min,0–120 min,normalized
TERM_eb4b1bf6a63b,assay.method,LC time course + metal analysis + mutagenesis,,"unresolved_composite: combines LC time-course analysis, metal analysis, and mutagenesis; assay and intervention components require separate representation"
TERM_6e2cdc62f1e7,state.culture_architecture,AdaR activation/engineering assay,,"unresolved_type_mismatch: AdaR activation/engineering assay describes assay/engineering design, not culture architecture"
TERM_3c91990e142c,state.medium,minimal/complete A. niger plate culture,minimal versus complete medium,normalized_partial: minimal-versus-complete medium comparison extracted; A. niger plate-culture context remains only in raw_label
TERM_3ac415a44567,action.intervention,integrate/overexpress adaR at glaA using CRISPR/Cas9,adaR integration/overexpression at glaA using CRISPR/Cas9,normalized
TERM_534f5d1d941d,time.window,colony endpoint,endpoint,normalized_partial: temporal endpoint extracted; colony context remains only in raw_label
TERM_e7ca901d67e2,observation.sample_matrix,colony color + genotype,,"unresolved_type_mismatch: colony color and genotype are phenotype/genotype readouts, not a sample matrix"
TERM_973b02775738,assay.method,orange-colony screen + PCR,,unresolved_composite: combines orange-colony phenotypic screening with PCR; distinct assay/readout components require separate representation
TERM_3d0d59e9c934,state.culture_architecture,synthetic-defined yeast culture,yeast culture,normalized_partial: yeast culture architecture extracted; synthetic-defined medium context remains only in raw_label
TERM_cc7e09fb382f,state.medium,synthetic defined medium,synthetic defined medium,normalized
TERM_2f565ab2ea60,action.intervention,combinatorially tune adaA/B/C/D promoters and coexpress putative efflux pump,,unresolved_composite: combines adaA/B/C/D promoter tuning with efflux-pump coexpression; separate intervention terms are required
TERM_388db961b51e,state.developmental_state,engineered high-production state,,"unresolved_outcome_defined: engineered high-production state describes production outcome/engineering status, not fungal developmental state"
TERM_5929f7ebd070,observation.sample_matrix,intracellular/supernatant TAN-1612,,unresolved_composite: combines intracellular and supernatant compartments with analyte TAN-1612; sample matrices and analyte require separate representation
TERM_eefaa5a7eb6a,assay.method,UV-vis screen + LC-MS,,unresolved_composite: combines UV-visible screening with LC-MS; distinct assay modalities require separate representation
TERM_8e6582f3a654,state.culture_architecture,synthetic-defined probiotic-yeast culture,yeast culture,normalized_partial: yeast culture architecture extracted; synthetic-defined and probiotic-host context remains only in raw_label
TERM_20b430105bb3,action.intervention,express adaA/B/C/D pathway ± optimized regulatory configuration,adaA/B/C/D pathway expression,normalized_partial: pathway-expression intervention extracted; optimized regulatory configuration remains only in raw_label
TERM_8ba0cab40abc,assay.method,LC-MS/UV-vis,,unresolved_composite: combines LC-MS and UV-visible spectroscopy; distinct assay modalities require separate representation
TERM_839e14b3963d,state.culture_architecture,methylation-context engineering,,"unresolved_type_mismatch: methylation-context engineering describes an engineering strategy/intervention, not culture architecture"
TERM_592cdfdb3496,state.medium,A. niger gene-edited culture,,"unresolved_type_mismatch: A. niger gene-edited culture describes organism/genetic context, not a medium formulation"
TERM_c3ee73e805d3,action.intervention,delete native adaD ortholog and re-express methyltransferases at glaA locus,,unresolved_composite: combines native adaD-ortholog deletion with methyltransferase re-expression at the glaA locus; separate intervention terms are required
TERM_b8a906c6fc68,state.developmental_state,engineered methylation state,,"unresolved_type_mismatch: engineered methylation state describes epigenetic/engineering state, not fungal developmental state"
TERM_17e8c9c8bb28,observation.sample_matrix,TAN/BMS metabolites + proteome,,"unresolved_type_mismatch: TAN/BMS metabolites and proteome are analyte/omics output domains, not a sample matrix; separate observation entities are required"
TERM_6bae0144bb38,assay.method,MS/NMR + proteomics,,unresolved_composite: combines MS/NMR chemical analysis with proteomics; distinct assay modalities require separate representation
TERM_74f4111389c4,state.culture_architecture,native YAG culture,fungal culture,normalized_partial: fungal culture context extracted; native status and YAG medium context remain only in raw_label
TERM_03865ce5adb4,state.medium,YAG,YAG medium,normalized
TERM_ac6347deb3ed,action.intervention,delete ATEG_06270–06282 around atX,ATEG_06270–06282 deletion around atX,normalized
TERM_a8b7048b7821,observation.sample_matrix,secondary metabolites,,"unresolved_type_mismatch: secondary metabolites are an analyte class, not a sample matrix"
TERM_d8709e581c65,assay.method,LC/MS,LC-MS,normalized
TERM_34d19f7d5401,state.culture_architecture,methanol-inducible yeast,yeast culture,normalized_partial: yeast culture architecture extracted; methanol-inducible expression context remains only in raw_label
TERM_80fc3d162b04,state.medium,YNB/methanol,YNB medium with methanol,normalized
TERM_74a2ed8e370f,action.intervention,stepwise early-gene addition,stepwise early-gene addition,normalized
TERM_bff473793724,time.window,24–48 h,24–48 h,normalized
TERM_0db300bf795a,observation.sample_matrix,broth extract,broth extract,normalized
TERM_94dc6bcaff79,assay.method,HPLC/LC-MS/NMR,,"unresolved_composite: combines HPLC, LC-MS, and NMR; distinct analytical modalities require separate representation"
TERM_2cce8a1378e8,action.intervention,add atD or atG,atD or atG addition,normalized
TERM_3872857c8526,state.culture_architecture,shake flask + bioreactor,,unresolved_composite: shake-flask and bioreactor formats are distinct culture architectures/scale conditions and require separate representation
TERM_402e80a0271a,state.medium,methanol-inducible medium,methanol-inducible medium,normalized
TERM_821f8c9aae13,action.intervention,add atC and/or atG,atC and/or atG addition,normalized
TERM_9fcc476feba6,time.window,48 h / scale-up,48 h,normalized_partial: temporal value extracted; scale-up context remains only in raw_label
TERM_311bdd5f24f3,assay.method,HPLC/UV/LC-MS/NMR,,"unresolved_composite: combines HPLC with UV detection, LC-MS, and NMR; distinct analytical modalities require separate representation"
TERM_3d16dac678fd,action.intervention,add atG to matched strains,atG addition,normalized_partial: atG-addition intervention extracted; matched-strain comparison design remains only in raw_label
TERM_659475b64c89,assay.method,HPLC + Y2H,,unresolved_composite: combines HPLC and yeast two-hybrid (Y2H) assays; distinct assay modalities require separate representation
TERM_3459aec6628c,action.intervention,delete atF,atF deletion,normalized
TERM_c1065efca076,observation.sample_matrix,SM profile,,"unresolved_type_mismatch: SM profile denotes a secondary-metabolite analytical output/profile, not a physical sample matrix"
