experiment_link_id,experiment_key,relation_type,term_id,raw_value,source_ids,source_row
XLINK_95ecc84d2f04,M4-FUNG-0074:E001,state.developmental_state,TERM_3209819c2377,secondary-metabolic growth,,128
XLINK_323080d80cff,M4-FUNG-0074:E002,state.culture_architecture,TERM_f151163cc657,static hydrated-rice culture,,129
XLINK_20ee193d2fcf,M4-FUNG-0074:E002,state.medium,TERM_b58a5cc44897,hydrated rice,,129
XLINK_5e2938f9134a,M4-FUNG-0074:E002,state.agitation,TERM_eeba46a2d707,static,,129
XLINK_b65ca0ba43ce,M4-FUNG-0074:E002,action.intervention,TERM_2f8df328bae5,compare homologous cluster output and penicillin-cluster deletion background,,129
XLINK_995517597893,M4-FUNG-0074:E002,state.developmental_state,TERM_3209819c2377,secondary-metabolic growth,,129
XLINK_b217fcaa1286,M4-FUNG-0074:E003,state.culture_architecture,TERM_7a20be195782,RNAi-silenced native cultures,,130
XLINK_0eb3d62c0d73,M4-FUNG-0074:E003,action.intervention,TERM_13406a2d3c2b,"silence ORF5, ORF6 or ORF8",,130
XLINK_a748bf3ad628,M4-FUNG-0074:E003,state.developmental_state,TERM_3209819c2377,secondary-metabolic growth,,130
XLINK_f389094fe732,M4-FUNG-0074:E004,state.culture_architecture,TERM_04d330d3dd8f,niche/population comparison,,131
XLINK_93c3e3947180,M4-FUNG-0074:E004,action.intervention,TERM_b3c763976e77,compare metabolite profiles and PR-cluster variants,,131
XLINK_0ec2d5fdd141,M4-FUNG-0074:E004,state.developmental_state,TERM_cadb3a5c66d1,food/spoilage-associated growth,,131
XLINK_aefd3b2a274d,M4-FUNG-0075:E001,state.culture_architecture,TERM_df5f4e5256f1,native transcription-factor activation,S003,121
XLINK_6035046bd942,M4-FUNG-0075:E001,state.medium,TERM_e8f0ec35b8b1,YES,S003,121
XLINK_45e3f773e42b,M4-FUNG-0075:E001,state.temperature_C,TERM_c6e78cf3c85d,30,S003,121
XLINK_3d1f2808944a,M4-FUNG-0075:E001,state.agitation,TERM_13ac8d36bccc,250 rpm,S003,121
XLINK_ca8d904aba74,M4-FUNG-0075:E001,action.intervention,TERM_efd0057b27ba,overexpress pbcR/AN1599,S003,121
XLINK_a45d9cf735c6,M4-FUNG-0075:E001,time.window,TERM_00ceb6026e4d,~44 h,S003,121
XLINK_4ee8a21b0077,M4-FUNG-0075:E001,observation.sample_matrix,TERM_f3f9be5337a3,whole culture/headspace + cells,S003,121
XLINK_82bc6f2c01a3,M4-FUNG-0075:E001,assay.method,TERM_b71057a9ce09,qPCR/DNA array + SPME-GC-MS,S003,121
XLINK_8ed40a256e7e,M4-FUNG-0075:E002,state.culture_architecture,TERM_3b7d5e0ef715,product purification,S004,122
XLINK_62bb8a05e75e,M4-FUNG-0075:E002,state.developmental_state,TERM_318968d97c90,production culture,S004,122
XLINK_8f07a30968e6,M4-FUNG-0075:E002,observation.sample_matrix,TERM_539ea2708752,fungal biomass/extract,S004,122
XLINK_cd02730f7d72,M4-FUNG-0075:E002,assay.method,TERM_36127e2103cf,accelerated solvent extraction + HPLC + GC-MS + NMR,S004,122
XLINK_eafb565fa309,M4-FUNG-0075:E003,state.culture_architecture,TERM_382d464a942b,comparative biochemical analysis,S005,123
XLINK_92c289217d75,M4-FUNG-0075:E003,state.developmental_state,TERM_2df8b0987e65,recombinant expression,S005,123
XLINK_2bcb32827888,M4-FUNG-0075:E003,observation.sample_matrix,TERM_a326a2b7b7d3,organic extracts,S005,123
XLINK_3cf9af08014f,M4-FUNG-0075:E003,assay.method,TERM_9608b7ec94bb,GC-MS against authentic standards,S005,123
XLINK_fc1fad7e5a89,M4-FUNG-0075:E004,state.culture_architecture,TERM_f25099ecb9ad,background-suppressed cluster reactivation,S006,124
XLINK_8302e8cf574d,M4-FUNG-0075:E004,state.developmental_state,TERM_0f9e98141c48,modified alcA promoter drives PbcR; delete pbcA or pbcB for attribution,S006,124
XLINK_ec507602ce40,M4-FUNG-0075:E004,observation.sample_matrix,TERM_db6b28ea4423,fungal extracts,S006,124
XLINK_fef07f6f7c66,M4-FUNG-0075:E004,assay.method,TERM_ef985ce6bb74,LC-MS + NMR + gene deletion,S006,124
XLINK_bde2d8130505,M4-FUNG-0076:E001,state.culture_architecture,TERM_6ea90f76878d,PCR genome walking + cDNA-supported cluster cloning,S003,119
XLINK_cc628812ea0e,M4-FUNG-0076:E001,action.intervention,TERM_a405ae204b4c,clone region around PbACS,S003,119
XLINK_458c237f6c3e,M4-FUNG-0076:E001,state.developmental_state,TERM_761817f652f1,mycelial culture,S003,119
XLINK_b8479521a879,M4-FUNG-0076:E001,observation.sample_matrix,TERM_f56a7c90ec76,genomic DNA/cDNA,S003,119
XLINK_546e15af5ea5,M4-FUNG-0076:E001,assay.method,TERM_b2936e0b6074,"PCR, sequencing, cDNA analysis",S003,119
XLINK_0f3c350e1945,M4-FUNG-0076:E002,state.culture_architecture,TERM_00b0c1a2dd86,stepwise total biosynthesis reconstruction,S004,120
XLINK_82d901bbc4b6,M4-FUNG-0076:E002,state.medium,TERM_b07acade1e9c,starch-inducible expression system,S004,120
XLINK_9108cd165823,M4-FUNG-0076:E002,action.intervention,TERM_014683e41719,express PbGGS/PbACS ± PbP450-1 ± PbP450-2,S004,120
XLINK_3742f056da97,M4-FUNG-0076:E002,state.developmental_state,TERM_6fb85a464527,filamentous culture,S004,120
XLINK_34c8c44d530d,M4-FUNG-0076:E002,observation.sample_matrix,TERM_849b0d821e5c,fungal metabolites,S004,120
XLINK_e3c6d8baa1e9,M4-FUNG-0076:E002,assay.method,TERM_d0bfc3b4c8db,chromatographic/spectrometric product analysis,S004,120
XLINK_22c29d6202e0,M4-FUNG-0076:E003,state.culture_architecture,TERM_6fe5e72949c0,minimal scaffold reconstruction,S004,121
XLINK_58780a20d48a,M4-FUNG-0076:E003,action.intervention,TERM_226eb601f090,express PbGGS + PbACS,S004,121
XLINK_16fe5b98760a,M4-FUNG-0076:E003,state.developmental_state,TERM_a6f7b8b87ea6,yeast culture,S004,121
XLINK_902a6735612f,M4-FUNG-0076:E003,observation.sample_matrix,TERM_9ede5830ee24,metabolite extract,S004,121
XLINK_ba03f822ca51,M4-FUNG-0076:E003,assay.method,TERM_622134d1ab9a,product analysis,S004,121
XLINK_809b257140d2,M4-FUNG-0076:E004,state.culture_architecture,TERM_d6c1bc43bc06,subcellular localization/functional perturbation,S005,122
XLINK_057fece571d7,M4-FUNG-0076:E004,action.intervention,TERM_4282098d1209,"GFP fusions, protease protection, delete P450 transmembrane domains",S005,122
XLINK_984b18a74e94,M4-FUNG-0076:E004,state.developmental_state,TERM_6fb85a464527,filamentous culture,S005,122
XLINK_52956acfcf09,M4-FUNG-0076:E004,observation.sample_matrix,TERM_5b868c60c8b6,cells + metabolites,S005,122
XLINK_fc419a0d5eef,M4-FUNG-0076:E004,assay.method,TERM_8f910164d2d0,"fluorescence microscopy, protease protection, metabolite assay",S005,122
XLINK_6721606dbc3b,M4-FUNG-0076:E005,state.culture_architecture,TERM_3423ac834dbb,late-pathway intermediate trapping,S008,123
XLINK_8790d140298e,M4-FUNG-0076:E005,action.intervention,TERM_064685dd52b5,P450 inhibitor treatment and isotope-feeding experiments,S008,123
XLINK_94f8fb1be1d5,M4-FUNG-0076:E005,state.developmental_state,TERM_8929e994281b,mycelia,S008,123
XLINK_aef681ad067f,M4-FUNG-0076:E005,observation.sample_matrix,TERM_642d0786204b,culture metabolites,S008,123
XLINK_38e4e1911922,M4-FUNG-0076:E005,assay.method,TERM_0f773057cbf2,"spectroscopy, chemical transformations, isotope feeding",S008,123
XLINK_0ee2417cc4bc,M4-FUNG-0077:E001,state.culture_architecture,TERM_6696ffa0f23a,native pathway dissection,S003,64
XLINK_7eb5cbaac9cb,M4-FUNG-0077:E001,action.intervention,TERM_148d7c653ec1,delete candidate genes across both loci,S003,64
XLINK_ecc949a898bf,M4-FUNG-0077:E001,observation.sample_matrix,TERM_db6b28ea4423,fungal extracts,S003,64
XLINK_66249169a61a,M4-FUNG-0077:E001,assay.method,TERM_7367f3f50374,LC-MS/NMR,S003,64
XLINK_59dec5edc367,M4-FUNG-0426:E001,state.culture_architecture,TERM_e13028e9d06f,native fungal culture with targeted gene deletions,S002,122
XLINK_be6184e45171,M4-FUNG-0426:E001,action.intervention,TERM_62ebe053280f,deletion of pathway genes across two separate clusters,S002,122
XLINK_382432f49634,M4-FUNG-0426:E001,state.developmental_state,TERM_21c72d68eb44,producer state,S002,122
XLINK_b3cf10870154,M4-FUNG-0426:E001,observation.sample_matrix,TERM_9b4c5184e616,fungal culture extracts,S002,122
XLINK_c082b473002c,M4-FUNG-0426:E001,assay.method,TERM_3692b499c04b,metabolite profiling plus structural/biochemical analysis,S002,122
XLINK_b77e995f686c,M4-FUNG-0426:E002,state.culture_architecture,TERM_d967aad11f47,native regulatory perturbation / expression analysis,S002; S004,123
XLINK_ddd024630522,M4-FUNG-0426:E002,action.intervention,TERM_7839bab6ae59,analysis of three pathway transcription factors,S002; S004,123
XLINK_b63457e6deb1,M4-FUNG-0426:E002,state.developmental_state,TERM_21c72d68eb44,producer state,S002; S004,123
XLINK_ab74c1a50207,M4-FUNG-0426:E002,observation.sample_matrix,TERM_a643717e7699,RNA/expression and metabolite context,S002; S004,123
XLINK_e3741efae985,M4-FUNG-0426:E002,assay.method,TERM_2b6d499d8f9c,transcriptional analysis with metabolite readout,S002; S004,123
XLINK_036895c29fb0,M4-FUNG-0426:E003,state.culture_architecture,TERM_518fcc39b261,heterologous reconstruction of core branch enzymes,S004,124
XLINK_066db66c90b3,M4-FUNG-0426:E003,action.intervention,TERM_4ec8a89fa668,co-expression of core synthases from each pathway branch,S004,124
XLINK_fbd594af974b,M4-FUNG-0426:E003,observation.sample_matrix,TERM_5134ce1cdf39,heterologous metabolites,S004,124
XLINK_fa5f1ba6e7c6,M4-FUNG-0426:E003,assay.method,TERM_c24ce542b80c,metabolite identification / biochemical reconstruction,S004,124
XLINK_e90bebfa19ec,M4-FUNG-0427:E001,state.culture_architecture,TERM_0a858da425fd,natural-producer genome mining / pathway-source strain,,124
XLINK_bafc4f5aa3f2,M4-FUNG-0427:E002,state.culture_architecture,TERM_f5d703713e49,heterologous PfpA expression,,125
XLINK_9a46201488f5,M4-FUNG-0427:E003,state.culture_architecture,TERM_63a8ae8cdfd5,heterologous PfpA + PfpB coexpression,,126
XLINK_f8644df99f86,M4-FUNG-0427:E004,state.culture_architecture,TERM_d3638bbf009d,heterologous PfpA-PfpC coexpression,,127
XLINK_d4c0a1cfbf23,M4-FUNG-0427:E005,state.culture_architecture,TERM_ae0716274ef3,expanded pfp-cluster heterologous reconstruction with oxidative tailoring genes; LC-MS and structural analysis,,128
XLINK_5c1f37529bff,M4-FUNG-0428:E001,state.culture_architecture,TERM_907cf2fb466b,engineered native background,S003,122
XLINK_f934e33d6493,M4-FUNG-0428:E001,action.intervention,TERM_7b9e8bb9405a,abolish dominant aurovertin production,S003,122
XLINK_a656ffc33356,M4-FUNG-0428:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_5ca4fe911268,M4-FUNG-0428:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_5e6c6ecfd8cd,M4-FUNG-0428:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,122
XLINK_2afbfeaf775b,M4-FUNG-0428:E001,assay.method,TERM_bb2d606e14dd,metabolite profiling,S003,122
XLINK_e931a2b3774a,M4-FUNG-0428:E002,state.culture_architecture,TERM_c1b917716764,native pathway activation,S003,123
XLINK_24ba867573a4,M4-FUNG-0428:E002,action.intervention,TERM_7c4d52fec8be,overexpress pathway-specific zinc-finger regulator,S003,123
XLINK_e3f6912cd9b2,M4-FUNG-0428:E002,state.developmental_state,TERM_d4ece8312e51,activated state,S003,123
XLINK_c437ebe57126,M4-FUNG-0428:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_c9214775a4d2,M4-FUNG-0428:E002,observation.sample_matrix,TERM_8377f8425d44,culture extract / purified MCA17-1,S003,123
XLINK_c3da0049f190,M4-FUNG-0428:E002,assay.method,TERM_c34734d4c6a3,metabolite profiling + structural characterization,S003,123
XLINK_1c4f29c48269,M4-FUNG-0429:E001,state.culture_architecture,TERM_8abf9cac4048,native targeted knockouts,S003,122
XLINK_ae698ad5eb21,M4-FUNG-0429:E001,action.intervention,TERM_6c7b231c6523,delete individual swn genes,S003,122
XLINK_be1e0dcc5326,M4-FUNG-0429:E001,state.developmental_state,TERM_21c72d68eb44,producer state,S003,122
XLINK_06a13de40cd7,M4-FUNG-0429:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_8cd769a3a9ec,M4-FUNG-0429:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,122
XLINK_0eb3f5904e31,M4-FUNG-0429:E001,assay.method,TERM_282c50e66707,LC-MS/metabolite profiling,S003,122
XLINK_aea47b07e1d2,M4-FUNG-0429:E002,state.culture_architecture,TERM_9032635fde70,heterologous core-enzyme expression,S003,123
XLINK_efb099792cb4,M4-FUNG-0429:E002,action.intervention,TERM_4f3fbb73f012,express SwnK with precursor supply,S003,123
XLINK_1d544a48b501,M4-FUNG-0429:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,123
XLINK_a205fbc913ae,M4-FUNG-0429:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_46537467cbf0,M4-FUNG-0429:E002,observation.sample_matrix,TERM_a562ac36bc45,extracts,S003,123
XLINK_93d550b17848,M4-FUNG-0429:E002,assay.method,TERM_43d68c9cbfc0,MS/structure analysis,S003,123
XLINK_b67e879f62e7,M4-FUNG-0429:E003,state.culture_architecture,TERM_6a06ba2885fe,native substrate feeding,S003,124
XLINK_21e9a0216e1c,M4-FUNG-0429:E003,action.intervention,TERM_051f586abe89,feed candidate intermediates/precursors,S003,124
XLINK_58af495316b0,M4-FUNG-0429:E003,state.developmental_state,TERM_0736c85ce4d8,mutant state,S003,124
XLINK_4644a0b96a48,M4-FUNG-0429:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_78f89220973f,M4-FUNG-0429:E003,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_1cea60797324,M4-FUNG-0429:E003,assay.method,TERM_620d4307e9a5,LC-MS,S003,124
XLINK_e996131dd93d,M4-FUNG-0429:E004,state.culture_architecture,TERM_b75398ee934a,plant colonization / insect infection bioassays,S003,125
XLINK_bc367965d733,M4-FUNG-0429:E004,action.intervention,TERM_3d409663f75a,compare SW-producing and SW-deficient strains,S003,125
XLINK_e1f383b1155d,M4-FUNG-0429:E004,state.developmental_state,TERM_a0eede99ac79,host-interaction state,S003,125
XLINK_78b47c764093,M4-FUNG-0429:E004,time.window,TERM_704a8c79e4f5,assay window,S003,125
XLINK_b7eafcd362af,M4-FUNG-0429:E004,observation.sample_matrix,TERM_552855727d6b,plant/insect phenotypes,S003,125
XLINK_401358804488,M4-FUNG-0429:E004,assay.method,TERM_e1da8b5dabf1,colonization/infection bioassay,S003,125
XLINK_1bcaadaf859f,M4-FUNG-0430:E001,state.culture_architecture,TERM_5b9a87824b2d,native targeted knockout metabolomics,S003,122
XLINK_2d33e2a70a18,M4-FUNG-0430:E001,state.medium,TERM_500f4d1861ce,GMM/YAG/LCMM screening media,S003,122
XLINK_f1d06e886b19,M4-FUNG-0430:E001,action.intervention,TERM_9811518466e6,delete ATEG_00700/atqA,S003,122
XLINK_e24c1b1c03cc,M4-FUNG-0430:E001,state.developmental_state,TERM_461b48492558,laboratory producer state,S003,122
XLINK_0eef92869e0f,M4-FUNG-0430:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_4e6f873d80cf,M4-FUNG-0430:E001,observation.sample_matrix,TERM_e0ae33abd18e,ethyl-acetate extracts,S003,122
XLINK_82eeed1d536c,M4-FUNG-0430:E001,assay.method,TERM_2698f6938cd9,HPLC-DAD-MS,S003,122
XLINK_0da5abb326fc,M4-FUNG-0431:E001,state.culture_architecture,TERM_5b9a87824b2d,native targeted knockout metabolomics,S003,122
XLINK_1b8c5749dd3a,M4-FUNG-0431:E001,state.medium,TERM_f5e4ff3cdafb,GMM/YAG/LCMM screening framework,S003,122
XLINK_0d4859e4a860,M4-FUNG-0431:E001,action.intervention,TERM_e2a2a75d70fa,delete ATEG_10305/anaPS,S003,122
XLINK_dcbd052e7255,M4-FUNG-0431:E001,state.developmental_state,TERM_461b48492558,laboratory producer state,S003,122
XLINK_9f592065f302,M4-FUNG-0431:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_a1530d7a27fd,M4-FUNG-0431:E001,observation.sample_matrix,TERM_e0ae33abd18e,ethyl-acetate extracts,S003,122
XLINK_2ad25426d191,M4-FUNG-0431:E001,assay.method,TERM_2698f6938cd9,HPLC-DAD-MS,S003,122
XLINK_f77f66f2554d,M4-FUNG-0432:E001,state.culture_architecture,TERM_5b9a87824b2d,native targeted knockout metabolomics,S003,122
XLINK_c2aa773db396,M4-FUNG-0432:E001,state.medium,TERM_f5e4ff3cdafb,GMM/YAG/LCMM screening framework,S003,122
XLINK_3c912f79609b,M4-FUNG-0432:E001,action.intervention,TERM_1086500226db,delete ATEG_02815/btyA,S003,122
XLINK_4fe3318e4721,M4-FUNG-0432:E001,state.developmental_state,TERM_461b48492558,laboratory producer state,S003,122
XLINK_4b234353fdc2,M4-FUNG-0432:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_9b559f677ad4,M4-FUNG-0432:E001,observation.sample_matrix,TERM_e0ae33abd18e,ethyl-acetate extracts,S003,122
XLINK_f0a77cfb37fa,M4-FUNG-0432:E001,assay.method,TERM_2698f6938cd9,HPLC-DAD-MS,S003,122
XLINK_cf461373a238,M4-FUNG-0433:E001,state.culture_architecture,TERM_5b9a87824b2d,native targeted knockout metabolomics,S003,122
XLINK_23b3219c0846,M4-FUNG-0433:E001,state.medium,TERM_f5e4ff3cdafb,GMM/YAG/LCMM screening framework,S003,122
XLINK_fe015e1b19b8,M4-FUNG-0433:E001,action.intervention,TERM_98880eb23457,delete ATEG_02004/apvA,S003,122
XLINK_576d69ca229a,M4-FUNG-0433:E001,state.developmental_state,TERM_461b48492558,laboratory producer state,S003,122
XLINK_66df7e5578f9,M4-FUNG-0433:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_ad5acc23ff3d,M4-FUNG-0433:E001,observation.sample_matrix,TERM_e0ae33abd18e,ethyl-acetate extracts,S003,122
XLINK_1b900dd37491,M4-FUNG-0433:E001,assay.method,TERM_2698f6938cd9,HPLC-DAD-MS,S003,122
XLINK_d3f7e79fb87a,M4-FUNG-0434:E001,state.culture_architecture,TERM_074d96688b87,heterologous AnATPKS ± AnOMT reconstruction,S003,122
XLINK_e3e7f6669824,M4-FUNG-0434:E001,action.intervention,TERM_cce0a920180f,express AnATPKS and AnOMT combinations,S003,122
XLINK_585f64a94a83,M4-FUNG-0434:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_764950731067,M4-FUNG-0434:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_82ec74f423fe,M4-FUNG-0434:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,122
XLINK_181cd03fba20,M4-FUNG-0434:E001,assay.method,TERM_b83bfa362ee8,HPLC,S003,122
XLINK_b585f46d8755,M4-FUNG-0434:E002,state.culture_architecture,TERM_c3152914d3b2,in-vitro enzyme assay,S003,123
XLINK_d98780c23257,M4-FUNG-0434:E002,state.medium,TERM_64a67b885c29,defined substrate/SAM reaction,S003,123
XLINK_dd25d70f4fda,M4-FUNG-0434:E002,state.temperature_C,TERM_0a5d984a7f93,room temperature,S003,123
XLINK_0dcb6139df83,M4-FUNG-0434:E002,action.intervention,TERM_282abcd722c1,incubate pathway intermediates with AnOMT + SAM,S003,123
XLINK_91d259d8741f,M4-FUNG-0434:E002,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,123
XLINK_1d6f37a59a7b,M4-FUNG-0434:E002,time.window,TERM_11c0a50eb055,30 min,S003,123
XLINK_639341693f6a,M4-FUNG-0434:E002,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,123
XLINK_8461e127f09d,M4-FUNG-0434:E002,assay.method,TERM_b83bfa362ee8,HPLC,S003,123
XLINK_dd91e8512a89,M4-FUNG-0434:E003,state.culture_architecture,TERM_254eeb0564ab,substrate-specificity assay + precursor feeding,S003,124
XLINK_54eb490f0094,M4-FUNG-0434:E003,state.medium,TERM_85b89b73b53a,defined biochemical panel / fungal culture,S003,124
XLINK_a2534dbec035,M4-FUNG-0434:E003,action.intervention,TERM_099a67df6b14,test substituted phenylalanines,S003,124
XLINK_efeeb9890d0c,M4-FUNG-0434:E003,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_b4e58c9bbaf9,M4-FUNG-0434:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_834cc2bffb1f,M4-FUNG-0434:E003,observation.sample_matrix,TERM_ae45dd481144,enzyme reactions and culture extracts,S003,124
XLINK_ec967ac62f8b,M4-FUNG-0434:E003,assay.method,TERM_fb08f7de2f57,adenylation assay + HPLC,S003,124
XLINK_fb8f362ad69a,M4-FUNG-0435:E001,state.culture_architecture,TERM_390220403b90,in-vitro biochemical characterization,S003,122
XLINK_91f9e57a888b,M4-FUNG-0435:E001,state.medium,TERM_1d046a3bb52f,defined betaine-substrate reactions,S003,122
XLINK_f26413812185,M4-FUNG-0435:E001,action.intervention,TERM_623ac282da1e,test glycine betaine and analogues,S003,122
XLINK_e1d8a1511257,M4-FUNG-0435:E001,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,122
XLINK_fba2aff4c272,M4-FUNG-0435:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_1e4ecd6e4810,M4-FUNG-0435:E001,observation.sample_matrix,TERM_28e535740156,reaction mixtures,S003,122
XLINK_f6d5e4b5b9af,M4-FUNG-0435:E001,assay.method,TERM_57f0b50e18ef,adenylation/enzyme-coupled assays,S003,122
XLINK_589f4f7d4aeb,M4-FUNG-0435:E002,state.culture_architecture,TERM_cd95bdab0059,solid minimal-medium knockout phenotype,S003,123
XLINK_7741140e797f,M4-FUNG-0435:E002,state.medium,TERM_45c1f94159de,MM ± glycine betaine/choline,S003,123
XLINK_91edf7cecf0e,M4-FUNG-0435:E002,state.temperature_C,TERM_a407e1e7bacb,37,S003,123
XLINK_9d34616b309c,M4-FUNG-0435:E002,action.intervention,TERM_5ce70f3b82be,delete atrr and supplement metabolites,S003,123
XLINK_3e5a4fe5a76f,M4-FUNG-0435:E002,state.developmental_state,TERM_838741870ddf,vegetative growth,S003,123
XLINK_4268519b37dc,M4-FUNG-0435:E002,time.window,TERM_d10c4aa48b70,3 d,S003,123
XLINK_e3b26ae4d608,M4-FUNG-0435:E002,observation.sample_matrix,TERM_44afc458fab9,colony growth,S003,123
XLINK_ec3d7e1a0a05,M4-FUNG-0435:E002,assay.method,TERM_ed60c44c2544,growth phenotype / chemical complementation,S003,123
XLINK_2949bfa4ebd3,M4-FUNG-0436:E001,state.culture_architecture,TERM_d9441e02854c,heterologous expression / purified-enzyme characterization,S003,122
XLINK_b14231994033,M4-FUNG-0436:E001,state.medium,TERM_e6cb10ccde77,defined aromatic α-keto-acid assays,S003,122
XLINK_e3c7bd9e9b44,M4-FUNG-0436:E001,action.intervention,TERM_1a28eabf7c10,express and purify GreA,S003,122
XLINK_47103ef2f77d,M4-FUNG-0436:E001,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,122
XLINK_7021203fef65,M4-FUNG-0436:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_b0c7a6523d3a,M4-FUNG-0436:E001,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,122
XLINK_5d4eab2795bf,M4-FUNG-0436:E001,assay.method,TERM_5919d53e087e,ATP-PPi exchange + product analysis,S003,122
XLINK_788c3ffbc779,M4-FUNG-0437:E001,state.culture_architecture,TERM_856071b57a07,native CRISPR/Cas9 epigenetic perturbation,S003,122
XLINK_4e19de394ac0,M4-FUNG-0437:E001,action.intervention,TERM_26a1fc53ec2e,delete histone-deacetylase-encoding PbhdaA,S003,122
XLINK_a4a13bd764a3,M4-FUNG-0437:E001,state.developmental_state,TERM_05a2fa665a54,epigenetically derepressed state,S003,122
XLINK_c6c170453b44,M4-FUNG-0437:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_dca07ffe9315,M4-FUNG-0437:E001,observation.sample_matrix,TERM_3e099c3be3cb,culture extracts + RNA,S003,122
XLINK_caaaa8c0074d,M4-FUNG-0437:E001,assay.method,TERM_64c59c724009,HPLC + transcription analysis,S003,122
XLINK_6d54e3fd8235,M4-FUNG-0437:E002,state.culture_architecture,TERM_0f70ea27ebfa,native targeted pathway genetics,S003,123
XLINK_29c45fad24fd,M4-FUNG-0437:E002,action.intervention,TERM_b4623d974f7d,"delete brsA, brsH, brsD or brsJ in derepressed background",S003,123
XLINK_4321bf4438c2,M4-FUNG-0437:E002,state.developmental_state,TERM_81514302a5b6,activated pathway state,S003,123
XLINK_634b211378ae,M4-FUNG-0437:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_a6d1cb81988f,M4-FUNG-0437:E002,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,123
XLINK_b7d42455e70a,M4-FUNG-0437:E002,assay.method,TERM_17136fb623cc,HPLC/metabolite profiling,S003,123
XLINK_a90a2b32ed62,M4-FUNG-0437:E003,state.culture_architecture,TERM_8e78c1a253ea,in-vitro NRPS reconstitution,S003,124
XLINK_76fddeccca0e,M4-FUNG-0437:E003,state.medium,TERM_b917254d9af0,defined biochemical reaction,S003,124
XLINK_a1816dac245d,M4-FUNG-0437:E003,action.intervention,TERM_74df339cf3b8,test amino-acid substrate specificity,S003,124
XLINK_f13234416c43,M4-FUNG-0437:E003,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,124
XLINK_37bb40448cbf,M4-FUNG-0437:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_2aa8417b8135,M4-FUNG-0437:E003,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,124
XLINK_adff8668c802,M4-FUNG-0437:E003,assay.method,TERM_c07c84a40f1a,enzymatic assay,S003,124
XLINK_ced1a310f374,M4-FUNG-0437:E004,state.culture_architecture,TERM_55b7525fb35e,in-vitro α-KG-dependent dioxygenase assay,S003,125
XLINK_277301ba59a2,M4-FUNG-0437:E004,state.medium,TERM_b917254d9af0,defined biochemical reaction,S003,125
XLINK_d12bc18b6bf8,M4-FUNG-0437:E004,action.intervention,TERM_95c50c8ac844,incubate pathway substrate with BrsJ under α-KG/nonheme-iron conditions,S003,125
XLINK_27418905dcc2,M4-FUNG-0437:E004,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,125
XLINK_655e5b9847a7,M4-FUNG-0437:E004,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_49d9fdaf6b6e,M4-FUNG-0437:E004,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,125
XLINK_d457e83e9410,M4-FUNG-0437:E004,assay.method,TERM_3f14337ffa41,enzymatic product analysis,S003,125
XLINK_3551d0c601e4,M4-FUNG-0437:E005,state.culture_architecture,TERM_5f763aa269aa,native expression analysis,S003,126
XLINK_7d6c6d471651,M4-FUNG-0437:E005,action.intervention,TERM_30b67524395a,compare wild type and ΔPbhdaA,S003,126
XLINK_876f41a04a86,M4-FUNG-0437:E005,state.developmental_state,TERM_19e88c78b985,wild-type vs derepressed,S003,126
XLINK_ec02d37d3155,M4-FUNG-0437:E005,time.window,TERM_ec418730669c,endpoint,S003,126
