conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0307:X001,M4-FUNG-0307,X001,,The original cryptosporioptide structural assignment was revised; atlas uses the later dimeric structures.,,,,,S002;S003,43
M4-FUNG-0307:sheet_record_status,M4-FUNG-0307,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0307:sheet_record_status,M4-FUNG-0307,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0307:annotation_status,M4-FUNG-0307,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0308:X001,M4-FUNG-0308,X001,,Two MIBiG accessions historically represented the same strain/accession/product context; active BGC0001909 is used for biological interpretation.,,,,,S001;S002,43
M4-FUNG-0308:sheet_record_status,M4-FUNG-0308,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0308:sheet_record_status,M4-FUNG-0308,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0308:annotation_status,M4-FUNG-0308,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0309:X001,M4-FUNG-0309,X001,,No material locus/product conflict found; database quality remains SQ_A despite complete status and strong functional evidence.,,,,,S001;S002,43
M4-FUNG-0309:sheet_record_status,M4-FUNG-0309,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0309:sheet_record_status,M4-FUNG-0309,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0309:annotation_status,M4-FUNG-0309,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0310:X001,M4-FUNG-0310,X001,,No material locus/product conflict found; database quality remains SQ_A despite complete status and heterologous reconstruction.,,,,,S001;S002,43
M4-FUNG-0310:sheet_record_status,M4-FUNG-0310,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0310:sheet_record_status,M4-FUNG-0310,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0310:annotation_status,M4-FUNG-0310,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0311:X001,M4-FUNG-0311,X001,,Talaromyces variabilis versus Penicillium variabile nomenclature appears across database/literature contexts; the record-specific taxonomy is preserved explicitly.,,,,,S001;S002,43
M4-FUNG-0311:sheet_record_status,M4-FUNG-0311,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0311:sheet_record_status,M4-FUNG-0311,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0311:annotation_status,M4-FUNG-0311,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0312:X001,M4-FUNG-0312,X001,,"The historical record classifies the locus as 'other' and contains only three genes, whereas established beauvericin biosynthesis is NRPS-centered; the partial record is therefore not used to redefine pathway chemistry.",,,,,S001;S003,43
M4-FUNG-0312:sheet_record_status,M4-FUNG-0312,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0312:sheet_record_status,M4-FUNG-0312,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0312:annotation_status,M4-FUNG-0312,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0313:X001,M4-FUNG-0313,X001,,No material locus-product conflict found; MIBiG still labels the record SQ_A despite complete reconstruction.,,,,,S001;S002,43
M4-FUNG-0313:sheet_record_status,M4-FUNG-0313,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0313:annotation_status,M4-FUNG-0313,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0314:X001,M4-FUNG-0314,X001,,MIBiG completeness remains unknown; the displayed boundary is not promoted to a proven minimal pathway.,,,,,S001;S002,43
M4-FUNG-0314:sheet_record_status,M4-FUNG-0314,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0314:annotation_status,M4-FUNG-0314,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0315:X001,M4-FUNG-0315,X001,,Source taxon ID is broader than the explicit A. alliaceus ATCC 20738 strain label; strain identity is retained from MIBiG/primary study.,,,,,S001;S003,42
M4-FUNG-0315:sheet_record_status,M4-FUNG-0315,sheet_record_status,,validated_record,,,,,NA,43
M4-FUNG-0315:annotation_status,M4-FUNG-0315,annotation_status,,deep_validated,,,,,NA,44
M4-FUNG-0316:X001,M4-FUNG-0316,X001,,MIBiG lists discrete naphthalene products whereas functional genetics establish the broader DHN-melanin programme.,,,,,S001;S002,43
M4-FUNG-0316:sheet_record_status,M4-FUNG-0316,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0316:annotation_status,M4-FUNG-0316,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0317:X001,M4-FUNG-0317,X001,,MIBiG displays a broader locus than the compact NEC1/NEC2 mechanistic core; broader genes are not assumed necessary.,,,,,S001;S002;S003,43
M4-FUNG-0317:sheet_record_status,M4-FUNG-0317,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0317:annotation_status,M4-FUNG-0317,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0318:X001,M4-FUNG-0318,X001,,Historical locus interpretation suggested elsinochrome-like chemistry; direct expression/genetics reassign the locus to DHN melanin.,,,,,S001;S002,43
M4-FUNG-0318:sheet_record_status,M4-FUNG-0318,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0318:annotation_status,M4-FUNG-0318,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0319:X001,M4-FUNG-0319,X001,,No major scientific conflict identified; uncertainty is limited to the formal outer boundary/completeness designation.,,,,,S001,43
M4-FUNG-0319:sheet_record_status,M4-FUNG-0319,sheet_record_status,,validated_record,,,,,NA,44
M4-FUNG-0319:annotation_status,M4-FUNG-0319,annotation_status,,deep_validated,,,,,NA,45
M4-FUNG-0320:X001,M4-FUNG-0320,X001,,Simple toxin=virulence interpretations are contradicted by TAS1 knockout results; timing-dependent expression is the supported model.,,,,,S003,45
M4-FUNG-0320:sheet_record_status,M4-FUNG-0320,sheet_record_status,,validated_record,,,,,NA,46
M4-FUNG-0320:annotation_status,M4-FUNG-0320,annotation_status,,deep_validated,,,,,NA,47
M4-FUNG-0321:X001,M4-FUNG-0321,X001,,MIBiG retirement does not negate the underlying mechanistic evidence; atlas preserves the record but does not count it as active.,,,,,S001;S002;S003,44
M4-FUNG-0321:sheet_record_status,M4-FUNG-0321,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0321:annotation_status,M4-FUNG-0321,annotation_status,,deep_validated,,,,,NA,46
M4-FUNG-0322:X001,M4-FUNG-0322,X001,,"MIBiG labels scytalone/T3HN as products, while the functional biological endpoint is DHN melanin; intermediates and endpoint are explicitly separated.",,,,,S001;S002;S003,44
M4-FUNG-0322:sheet_record_status,M4-FUNG-0322,sheet_record_status,,validated_record,,,,,NA,45
M4-FUNG-0322:annotation_status,M4-FUNG-0322,annotation_status,,deep_validated,,,,,NA,46
M4-FUNG-0323:U001,M4-FUNG-0323,U001,boundary,MIBiG/antiSMASH displays can span a broader surrounding region than the canonical 2485363-2490827 locus; only NfSS/NfP450 are directly resolved here.,,,,,,107
M4-FUNG-0323:U002,M4-FUNG-0323,U002,native_context,Native environmental regulation and ecological function were not established.,,,,,,108
M4-FUNG-0324:U001,M4-FUNG-0324,U001,display_boundary,Current MIBiG page visually spans a larger surrounding region than the canonical locus coordinates; canonical FCK locus is retained for attribution.,,,,,,107
M4-FUNG-0324:U002,M4-FUNG-0324,U002,minimal_boundary,MIBiG completeness remains unknown despite strong genetics and heterologous-cluster evidence.,,,,,,108
M4-FUNG-0325:U001,M4-FUNG-0325,U001,boundary,MIBiG completeness remains unknown and antiSMASH displays a broader surrounding region; only perA has direct necessity evidence.,,,,,,105
M4-FUNG-0325:U002,M4-FUNG-0325,U002,mechanism,Exact catalytic sequence converting the two NRPS-loaded building blocks to the pyrrolopyrazine ring was not fully reconstituted.,,,,,,106
M4-FUNG-0326:U001,M4-FUNG-0326,U001,boundary,MIBiG completeness remains unknown; reconstructed chemistry does not prove every displayed flanking gene is required.,,,,,,105
M4-FUNG-0326:U002,M4-FUNG-0326,U002,biological_role,"Phytotoxicity is direct compound activity, not equivalent to a demonstrated fungal virulence requirement.",,,,,,106
M4-FUNG-0327:U001,M4-FUNG-0327,U001,ortholog_mapping,Defining experiments concern homologous lna/lnb clusters; exact current BGC0002167 feature-to-name mapping is not assumed.,,,,,,105
M4-FUNG-0327:U002,M4-FUNG-0327,U002,boundary,MIBiG completeness is unknown and current display is broader than the canonical source coordinates.,,,,,,106
M4-FUNG-0328:U001,M4-FUNG-0328,U001,completeness,MIBiG marks completeness unknown despite strong backbone reconstruction; minimal mature-product gene set is not assumed.,,,,,,108
M4-FUNG-0328:U002,M4-FUNG-0328,U002,ortholog_provenance,Earlier decumbenone work in other fungi provides comparative context only and is not transferred as direct A. stellatus gene evidence.,,,,,,109
M4-FUNG-0329:U001,M4-FUNG-0329,U001,completeness,Current MIBiG retains completeness unknown despite eight-gene functional evidence.,,,,,,105
M4-FUNG-0329:U002,M4-FUNG-0329,U002,mechanistic_resolution,Do not assign unreported catalytic steps to the six non-core implicated genes solely from annotation.,,,,,,106
M4-FUNG-0330:U001,M4-FUNG-0330,U001,taxonomy_provenance,Current MIBiG uses Aspergillus stellatus; defining study names Emericella variecolor IFM42010. Both are preserved without assuming simple strain synonymy beyond database mapping.,,,,,,107
M4-FUNG-0330:U002,M4-FUNG-0330,U002,boundary,Only Ev460pks is directly necessary/sufficient for listed products; broader BGC necessity remains unknown.,,,,,,108
M4-FUNG-0331:U001,M4-FUNG-0331,U001,class_label,"MIBiG lists separate NRPS and PKS classes, while the primary mechanistic unit is one fused NRPS–NRPKS hybrid AnATPKS.",,,,,,106
M4-FUNG-0331:U002,M4-FUNG-0331,U002,boundary,MIBiG completeness remains unknown; core reconstruction does not prove every displayed flanking gene necessary.,,,,,,107
M4-FUNG-0332:U001,M4-FUNG-0332,U001,completeness,MIBiG retains completeness unknown despite a strongly defined eight-gene programme.,,,,,,110
M4-FUNG-0332:U002,M4-FUNG-0332,U002,congener_assignment,Direct fusaoctaxin A evidence is strongest; exact enzymatic routes to fusatrixin/fusapentaxin should not be inferred from fusaoctaxin genetics alone.,,,,,,111
M4-FUNG-0333:U001,M4-FUNG-0333,U001,boundary_versioning,"Canonical source row gives DS499598.1:2415644-2423329, whereas current MIBiG v2 page displays 2405736-2428290; functional core remains compact.",,,,,,111
M4-FUNG-0333:U002,M4-FUNG-0333,U002,completeness,MIBiG retains completeness unknown despite strong experimental pathway attribution.,,,,,,112
M4-FUNG-0333:U003,M4-FUNG-0333,U003,regulation,"AfumD is pathway-associated and annotated as a Zn(II)2Cys6 regulator, but its precise quantitative regulatory role is not promoted beyond available evidence.",,,,,,113
M4-FUNG-0426:U001,M4-FUNG-0426,U001,functional_boundary,"Current canonical accession is a single genomic interval, whereas experimentally resolved biosynthesis requires a second physically separate cluster.",MIBiG BGC0002267 interval,two-cluster defining study,Retain BGC0002267 as canonical locus but represent the functional programme as multi-locus.,resolved-for-atlas,S001; S002,164
M4-FUNG-0426:U002,M4-FUNG-0426,U002,class_label,"MIBiG labels BGC0002267 as PKS (Unknown), while the full programme contains two NR-PKSs, one HR-PKS and one NRPS-like enzyme.",canonical database class,mechanistic pathway composition,Preserve MIBiG class as provenance and add refined multi-enzyme programme class separately.,resolved-for-atlas,S001; S002,165
M4-FUNG-0426:U003,M4-FUNG-0426,U003,ecological_role,Potential anticancer activity of isolated compounds does not identify their native ecological function in Aspergillus terreus.,bioactivity observation,absence of direct ecological test,Keep biological_role as unresolved.,open,S002,166
M4-FUNG-0427:U001,M4-FUNG-0427,U001,taxonomy_provenance,"Canonical MIBiG uses generic Penicillium sp. taxon 5081, while the defining study identifies the natural producer as Penicillium FKI-1938.",S001; S002; S004,S003,,,,169
M4-FUNG-0427:U002,M4-FUNG-0427,U002,database_quality,MIBiG labels the record quality SQ_A and completeness unknown even though stepwise heterologous reconstruction strongly supports pathway identity.,S002,S003; S005,,,,170
M4-FUNG-0427:U003,M4-FUNG-0427,U003,spontaneous_chemistry,"Some pathway products arise from intrinsic ortho-quinone-methide reactivity, so product occurrence must not be interpreted as evidence for a dedicated enzyme for every branch product.",S003,S005,,,,171
M4-FUNG-0427:U004,M4-FUNG-0427,U004,ecological_role,"Reported antibacterial, cytotoxic and azole-potentiating activities do not establish the native ecological function of the metabolites in Penicillium.",S003,native fitness/ecology experiment NF,,,,172
M4-FUNG-0427:U005,M4-FUNG-0427,U005,gene_function_depth,"PfpF and PfpG have transporter/regulator annotations, but their necessity for product formation is not established at the same mechanistic depth as the core catalytic reconstruction.",S003; S005,direct necessity test NR,,,,173
M4-FUNG-0428:U001,M4-FUNG-0428,U001,retired_record,MIBiG retires BGC0002269 although the defining study provides strong regulator-linked product association.,retired canonical database status,primary activation experiment,Retain retirement as database provenance while preserving experimental evidence.,resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0428:U002,M4-FUNG-0428,U002,pathway_depth,"The hybrid PKS-NRPS origin is proposed, but a complete gene-by-gene catalytic reconstruction is unavailable.",S003 pathway proposal,complete reconstruction NF,Keep individual catalytic assignments conservative.,open,S003,165
M4-FUNG-0429:U001,M4-FUNG-0429,U001,boundary_scope,The canonical MIBiG interval contains additional flanking genes beyond the conserved seven-gene SWN set used for mechanistic pathway interpretation.,S001; S002 canonical interval,S005 SWN comparative genetics,Separate canonical sequence boundary from functional programme boundary.,resolved-for-atlas,S001; S002; S005,164
M4-FUNG-0429:U002,M4-FUNG-0429,U002,ecological_role,Negative plant/insect assays constrain specific proposed roles but do not establish that swainsonine lacks ecological functions in all contexts.,S003 negative assays,broader ecology untested,Retain assay-specific wording.,open,S003,165
M4-FUNG-0430:U001,M4-FUNG-0430,U001,boundary_scope,"MIBiG displays a broader regional context than the submitted 8,963-bp locus used by the atlas source.",S002 display region,S001 canonical locus,Retain submitted locus as canonical interval and record broader display as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0430:U002,M4-FUNG-0430,U002,gene_function_depth,"AtqA is genetically linked to product formation, whereas ATEG_00701-00703 lack equivalent direct functional tests.",S003 atqA knockout,S002 neighboring annotations,Do not transfer core-gene evidence to surrounding genes.,open,S002; S003,165
M4-FUNG-0431:U001,M4-FUNG-0431,U001,boundary_scope,MIBiG displays a broader regional context than the canonical submitted interval CH476610.1:233763-254985.,S002 broader display,S001 submitted locus,Use the canonical source interval for dossier identity and retain wider region only as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0431:U002,M4-FUNG-0431,U002,gene_function_depth,Only anaPS has strong direct product-family attribution; the P450 and other neighboring genes remain incompletely resolved.,S003 knockout,S002 canonical annotations,Avoid assigning proposed tailoring steps without direct experiments.,open,S002; S003,165
M4-FUNG-0432:U001,M4-FUNG-0432,U001,boundary_scope,"The submitted canonical interval spans 41,122 bp and 19 genes, while MIBiG visualizes a still wider 78,258-bp surrounding region.",S001 canonical source interval,S002 current MIBiG display,Use the source interval for dossier identity and preserve the wider display only as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0432:U002,M4-FUNG-0432,U002,gene_function_depth,Strong direct evidence centers on BtyA; most of the other 18 canonical genes have no equivalent causal pathway tests.,S003 btyA knockout,S002 canonical gene list,Do not infer dedicated pathway steps solely from boundary inclusion.,open,S002; S003,165
M4-FUNG-0433:U001,M4-FUNG-0433,U001,boundary_scope,"The canonical submitted locus is the 2,779-bp ApvA gene, whereas current MIBiG visualization spans a 42,779-bp regional context.",S001 submitted locus,S002 MIBiG display,Retain the submitted locus as canonical identity and the wider display as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0433:U002,M4-FUNG-0433,U002,mechanism_depth,"Product loss after apvA deletion is direct, but the proposed 4-hydroxyphenylpyruvate chemistry is structure-based rather than directly assayed.",S003 knockout,S002 substrate inference,Keep product attribution and catalytic-substrate inference at different evidence levels.,open,S002; S003,165
M4-FUNG-0434:U001,M4-FUNG-0434,U001,boundary_scope,"Current MIBiG visualizes broader flanking context than the submitted 10,320-bp two-gene locus.",S002 current display,S001 canonical source interval,Use the two-gene submitted locus for canonical identity and broader region only as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0434:U002,M4-FUNG-0434,U002,native_context,"Mechanistic sufficiency is established principally by heterologous reconstruction and in-vitro assays, not native knockout mapping in CBS 101883.",S003 heterologous/biochemical evidence,native regulation NR,Keep direct catalytic evidence separate from native regulatory claims.,open,S003,165
M4-FUNG-0435:U001,M4-FUNG-0435,U001,ontology_scope,"BGC0002276 is catalogued as an NRPS-type BGC, but the defining work establishes a conserved primary-metabolic enzyme for choline/betaine homeostasis rather than a classical specialized-metabolite cluster.",S001; S002 database classification,S003 physiological function,Retain MIBiG classification as provenance and explicitly refine biological interpretation.,resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0435:U002,M4-FUNG-0435,U002,boundary_scope,The submitted locus consists of one gene; surrounding choline/betaine pathway components are metabolically distributed rather than a demonstrated BGC.,S002 one-gene locus,S003 pathway physiology,Do not expand the functional boundary by proximity.,resolved-for-atlas,S002; S003,165
M4-FUNG-0436:U001,M4-FUNG-0436,U001,boundary_scope,"The submitted GreA locus is 3,145 bp, whereas current antiSMASH/MIBiG visualization spans a 31,249-bp context and flags a contig edge.",S001 submitted locus,S002 current display,Use the one-gene locus for canonical identity; retain wider context and contig-edge status as provenance.,resolved-for-atlas,S001; S002,164
M4-FUNG-0436:U002,M4-FUNG-0436,U002,ecological_role,Direct GreA chemistry does not by itself establish the native ecological function of atromentin in S. grevillei.,S003 biochemical evidence,native ecological fitness experiment NF,Keep downstream ecological role unresolved.,open,S003,165
M4-FUNG-0437:U001,M4-FUNG-0437,U001,boundary_scope,"The canonical source interval is 28,520 bp, while the current generated antiSMASH/MIBiG region spans 43,099 bp and is flagged at a contig edge.",S001 canonical interval,S002 current display,Use the canonical source interval for dossier identity and retain the broader display as regional context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0437:U002,M4-FUNG-0437,U002,pathway_depth,"BrsA and BrsJ are directly resolved, whereas the exact reactions and ordering of all remaining tailoring genes are not equally established.",S003 direct BrsA/BrsJ assays,S003 tailoring deletion profiles,Keep BrsH/BrsD and untested neighboring functions conservative.,open,S003,165
M4-FUNG-0437:U003,M4-FUNG-0437,U003,bioactivity_provenance,"Convulsive activity values for brasiliamide congeners derive from historical work on another P. brasilianum production strain, not WZXY-M122-9.",S005 historical strain data,S003 WZXY-M122-9 pathway study,Retain family-level bioactivity provenance without strain-specific transfer.,resolved-for-atlas,S003; S005,166
M4-FUNG-0438:U001,M4-FUNG-0438,U001,retired_record,BGC0002279 is retired although the defining paper provides direct enzyme and transcription evidence for the O. olearius protoilludene-locus pair.,S001; S002 retired status,S003 direct pathway evidence,"Retain retirement as database provenance, not as negation of historical experiments.",resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0438:U002,M4-FUNG-0438,U002,gene_identity_mapping,Current evidence examined does not safely map the historical names Omp6/Omp7 onto BGC0002279 versus BGC0002280.,S001 canonical interval,S003 historical Omp6/Omp7 study,Keep enzyme-level evidence at locus-pair level and do not force strain-specific gene labels.,open,S001; S003,165
M4-FUNG-0439:U001,M4-FUNG-0439,U001,retired_record,BGC0002280 is retired although the defining paper provides direct enzyme and transcription evidence for the O. olearius protoilludene-locus pair.,S001; S002 retired status,S003 direct pathway evidence,"Retain retirement as database provenance, not as negation of historical experiments.",resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0439:U002,M4-FUNG-0439,U002,gene_identity_mapping,Current evidence examined does not safely map the historical names Omp6/Omp7 onto BGC0002279 versus BGC0002280.,S001 canonical interval,S003 historical Omp6/Omp7 study,Keep enzyme-level evidence at locus-pair level and do not force strain-specific gene labels.,open,S001; S003,165
M4-FUNG-0440:U001,M4-FUNG-0440,U001,retired_record,BGC0002281 is retired and current MIBiG exposes no gene features despite a direct F. commune-derived heterologous reconstruction.,S001; S002 retired/zero-gene database state,S003 F. commune genomic-DNA reconstruction,Preserve retirement as database provenance while retaining direct experimental pathway evidence.,resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0440:U002,M4-FUNG-0440,U002,native_context,The defining study reconstructed F. commune genes in A. nidulans; it did not demonstrate native F. commune production by knockout/complementation.,S003 direct heterologous sufficiency,native F. commune genetics NF,Do not convert heterologous sufficiency into native regulatory or ecological claims.,open,S003,165
M4-FUNG-0440:U003,M4-FUNG-0440,U003,gene_feature_gap,"Current retired MIBiG has zero gene features, so smb gene coordinates/protein accessions are not assigned from the canonical interval.",S002,S003 named smb genes,Keep names/functions from the primary study without inventing retired-record coordinates.,open-provenance,S002; S003,166
M4-FUNG-0441:U001,M4-FUNG-0441,U001,boundary_context,"Current generated annotation flags the region at a contig edge, while the submitted canonical locus itself is a defined 37,984-bp sequence.",S001 canonical locus,S002 current antiSMASH context,Retain submitted locus as canonical identity; broader neighborhood completeness remains uncertain.,open-provenance,S001; S002,164
M4-FUNG-0441:U002,M4-FUNG-0441,U002,gene_function_depth,BisI has direct biochemical assignment; several other bis genes are supported mainly by reconstruction/domain context rather than purified-enzyme chemistry.,S003 BisI direct assay,S002/S003 broader programme,Keep non-BisI exact reactions conservative.,open,S002; S003,165
M4-FUNG-0441:U003,M4-FUNG-0441,U003,product_semantics,"MIBiG lists twelve compounds spanning principal products, intermediates and branch products.",S001; S002 list,S003 pathway reconstruction,Do not treat all listed compounds as equivalent native endpoint metabolites.,resolved-for-atlas,S001; S002; S003,166
M4-FUNG-0442:U001,M4-FUNG-0442,U001,gene_function_depth,AshL and AshP have the strongest functional support; two additional canonical genes are not assigned detailed roles here.,S002 four-gene locus,S003 core mechanistic study,Avoid inventing complete four-gene pathway chemistry.,open,S002; S003,164
M4-FUNG-0442:U002,M4-FUNG-0442,U002,selectivity_context,Comparative laccase assays show both highly fixed P-selectivity and condition-dependent M/P flexibility across enzymes.,S003 >95% ee examples,S003 flexible enzyme,State enzyme-specific selectivity; do not overgeneralize one laccase's behavior to AshL.,resolved-for-atlas,S003,165
M4-FUNG-0442:U003,M4-FUNG-0442,U003,database_quality,MIBiG labels the record SQ_A/completeness unknown despite direct stereochemical enzymology.,S001; S002,S003,Preserve database labels while retaining experimental strength.,resolved-for-atlas,S001; S002; S003,166
M4-FUNG-0443:U001,M4-FUNG-0443,U001,taxonomy_provenance,Canonical source uses Talaromyces variabilis whereas the defining paper reports Penicillium variabile.,S001; S004 current taxonomy,S003 historical paper name,Use current canonical name while preserving Penicillium variabile as experimental provenance.,resolved-for-atlas,S001; S003; S004,164
M4-FUNG-0443:U002,M4-FUNG-0443,U002,boundary_scope,Five pvhA-E enzymes form the experimentally reconstructed core; MIBiG also includes transporter and TF genes without equivalent mechanistic assays.,S003 five-enzyme reconstruction,S002 seven canonical features,Separate functional core from canonical sequence interval.,resolved-for-atlas,S002; S003,165
M4-FUNG-0443:U003,M4-FUNG-0443,U003,ecological_role,Antifungal MIC establishes compound activity but not native fungal ecological function.,S003 MIC,native fitness assay NF,Keep ecological role unresolved.,open,S003,166
M4-FUNG-0444:U001,M4-FUNG-0444,U001,boundary_scope,"Canonical source interval is 7,143 bp containing the two causal genes, while current MIBiG visualization spans a 22,795-bp regional context.",S001 submitted interval,S002 current display,Use two-gene submitted locus for functional identity and wider region only as context.,resolved-for-atlas,S001; S002,164
M4-FUNG-0444:U002,M4-FUNG-0444,U002,biological_role_transfer,"Conidiation-inducing activity is established historically in P. cyclopium, not directly in P. rubens Wisconsin 54-1255.",S003 historical activity,S003 P. rubens biosynthesis,Preserve signaling role as cross-species provenance; do not call it direct P. rubens developmental function.,resolved-for-atlas,S003,165
M4-FUNG-0444:U003,M4-FUNG-0444,U003,database_quality,MIBiG retains SQ_A/completeness unknown despite complete two-enzyme chemical reconstruction.,S001; S002,S003,Preserve database labels independently of experimental pathway depth.,resolved-for-atlas,S001; S002; S003,166
M4-FUNG-0445:U001,M4-FUNG-0445,U001,causal_specificity,"Snf2 loss simultaneously suppresses PUL genes and many unrelated genes, so the weaker antifungal phenotype cannot be assigned uniquely to pulcherrimin/iron sequestration.",S003 PUL/metabolite collapse,S003 broad transcriptome changes,Treat Snf2 as an access regulator and preserve antifungal mechanism as multicausal/partly unresolved.,open,S003,164
M4-FUNG-0445:U002,M4-FUNG-0445,U002,gene_function_depth,PUL1/2 biochemical roles are inferred from homologous pulcherrimin systems; the defining M. pulcherrima study directly establishes transcription/metabolite coupling rather than purified-enzyme chemistry.,S002 annotations,S003 regulatory/metabolite evidence,Keep individual catalytic functions explicitly orthology-supported.,open,S002; S003,165
M4-FUNG-0445:U003,M4-FUNG-0445,U003,boundary_scope,"Canonical submitted locus is 6,666 bp whereas current generated MIBiG/antiSMASH context spans 21,377 bp.",S001 submitted interval,S002 current regional display,Use the submitted four-gene PUL interval for dossier identity and wider sequence only as context.,resolved-for-atlas,S001; S002,166
M4-FUNG-0446:U001,M4-FUNG-0446,U001,boundary_scope,"MIBiG submitted interval contains six genes, whereas direct causal biosynthesis evidence centers on MelA and adjacent TyrP.",S002 six-gene interval,S003 two-enzyme core reconstruction,Use the six-gene canonical sequence boundary for record identity and the MelA/TyrP pair as the experimentally resolved functional core.,resolved-for-atlas,S002; S003,165
M4-FUNG-0446:U002,M4-FUNG-0446,U002,reference_provenance,Canonical source lists both the 2016 defining biosynthesis paper and a 2023 chemical-synthesis article.,S001 source list,S003 vs S006 content,Treat 2016 as primary BGC reference; retain 2023 only as chemical/product context.,resolved-for-atlas,S001; S003; S006,166
M4-FUNG-0446:U003,M4-FUNG-0446,U003,gene_model,EAU36837.1 is the genomic MelA protein entry but curated sequence resources flag gene-model issues and provide a corrected RefSeq/UniProt representation.,S002 genomic feature,S005 curated protein annotation,Preserve MIBiG genomic accession for locus provenance and note curated protein sequence identity separately.,open-provenance,S002; S005,167
M4-FUNG-0446:U004,M4-FUNG-0446,U004,database_quality,MIBiG labels the record SQ_A and completeness unknown despite very strong native genetics and biochemical reconstruction of the two-enzyme core.,S001; S002,S003 direct evidence,Preserve database quality labels independently of experimental evidence strength.,resolved-for-atlas,S001; S002; S003,168
M4-FUNG-0447:U001,M4-FUNG-0447,U001,product_identity_contamination,Canonical source row co-lists 21R-citrinadin A and aetokthonotoxin.,S001 fungal BGC0002368 source row,S005 current MIBiG BGC0002643 assigns aetokthonotoxin to Aetokthonos hydrillicola,Retain 21R-citrinadin A only; flag aetokthonotoxin as cross-record contamination.,resolved-for-atlas,S001; S003; S005,163
M4-FUNG-0447:U002,M4-FUNG-0447,U002,record_status,BGC0002368 is retired/SQ_A despite strong primary genetic and biochemical evidence for the citrinadin pathway.,S001 database status,S003 native knockout and CtdE mechanistic evidence,Preserve retirement status as database provenance independently of experimental strength.,resolved-for-atlas,S001; S003,164
M4-FUNG-0447:U003,M4-FUNG-0447,U003,pathway_completeness,"Key ctdQ/CtdU/CtdE steps are resolved, but the complete late-stage tailoring sequence to 21R-citrinadin A is not reconstructed enzyme by enzyme.",S003 direct key-step evidence,remaining genes largely pathway-context/homology,Do not call the entire pathway completely reconstructed.,open,S003,165
M4-FUNG-0448:U001,M4-FUNG-0448,U001,causal_attribution,"MIBiG records cladosporiumins I/J under BGC0002375, but the defining paper calls cls a putative cluster assigned by comparative genomics.",S001 database record,S003 candidate-language primary paper,Retain candidate association without promoting to direct BGC-product causality.,open,S001; S003,163
M4-FUNG-0448:U002,M4-FUNG-0448,U002,gene_function_depth,ClsI and ClsK are plausible core/tailoring genes; clsA/D/F roles remain unclear.,S004 domain analysis,direct functional assays NF,Keep all individual reaction assignments conservative.,open,S004,164
