experiment_key,dossier_id,experiment_id,organism_key,strain_key,strain_raw,source_ids,note,source_row
M4-FUNG-0042:E007,M4-FUNG-0042,E007,NCBITAXON:380704,STR_10618c94b3e1,A. niger methyltransferase-replacement strains,S010,Graduate-thesis evidence; useful but lower tier than peer-reviewed pathway chemistry.,128
M4-FUNG-0043:E001,M4-FUNG-0043,E001,NCBITAXON:341663,STR_f21b7d9e3f81,A. terreus NIH2624 12-gene neighborhood deletion panel,S003,Boundary-defining genetics.,125
M4-FUNG-0043:E002,M4-FUNG-0043,E002,NCBITAXON:341663,STR_010f028327e9,P. pastoris npgA+atX ± atA/atE/atG,S004,,126
M4-FUNG-0043:E003,M4-FUNG-0043,E003,NCBITAXON:341663,STR_49c519d81e40,P. pastoris AtX/A/E ± atD/atG,S004,Revises 2014 proposal.,127
M4-FUNG-0043:E004,M4-FUNG-0043,E004,NCBITAXON:341663,STR_691cb563924c,P. pastoris AtX/A/E/D ± atC/atG,S004,,128
M4-FUNG-0043:E005,M4-FUNG-0043,E005,NCBITAXON:341663,STR_1a66ef951f87,matched AtG add-back series,S004,Mechanism unresolved.,129
M4-FUNG-0043:E006,M4-FUNG-0043,E006,NCBITAXON:341663,STR_838955d7fddb,A. terreus atFΔ vs WT,S003,Pathway-specific regulatory gate.,130
M4-FUNG-0044:E001,M4-FUNG-0044,E001,NCBITAXON:341663,STR_64b1d6c0c89e,A. terreus NIH2624/SBUG844 WT vs ΔterA,S003,Native pathway attribution; serendipitous discovery during conidial-pigment search.,129
M4-FUNG-0044:E002,M4-FUNG-0044,E002,NCBITAXON:341663,STR_a4dcd7525196,A. terreus WT vs ΔterR and heterologous A. niger expressing terR,S005,Direct regulatory necessity and sufficiency.,130
M4-FUNG-0044:E003,M4-FUNG-0044,E003,NCBITAXON:341663,STR_ef4556d8d39d,PterA:lacZ reporter across minimal/complex/fruit media,S004,Environmental-signal screen.,131
M4-FUNG-0044:E004,M4-FUNG-0044,E004,NCBITAXON:341663,STR_e2b08cf169cc,A. terreus on minimal medium ± methionine / nitrogen limitation,S004,Independent upstream inputs converge on terR.,132
M4-FUNG-0044:E005,M4-FUNG-0044,E005,NCBITAXON:341663,STR_d9574d4f5c7f,A. terreus ± iron / ΔhapX,S004,Iron-signal test.,133
M4-FUNG-0044:E006,M4-FUNG-0044,E006,NCBITAXON:341663,STR_5a232a6156ca,"banana/apple/nectarine infection with WT, ΔterA, ΔterR",S004,Direct ecological/host-surface consequence.,134
M4-FUNG-0044:E007,M4-FUNG-0044,E007,NCBITAXON:341663,STR_1b6a8bae169a,purified terrein + Fe3+ redox assay,S004,Direct extracellular iron-reduction chemistry.,135
M4-FUNG-0044:E008,M4-FUNG-0044,E008,NCBITAXON:341663,STR_40ef73fe2d3b,"WT, ΔsidA and ΔterAΔsidA under iron limitation",S004,Rare direct producer-benefit evidence.,136
M4-FUNG-0044:E009,M4-FUNG-0044,E009,NCBITAXON:341663,STR_3a909967fcdb,TerA + TerB heterologous/in-vitro system,S006,Direct post-PKS cooperation.,137
M4-FUNG-0044:E010,M4-FUNG-0044,E010,NCBITAXON:341663,STR_fa75aac7f2e5,TerC/TerD heterologous and in-vitro assays,S007,Mechanistic refinement beyond 2014 genetics.,138
M4-FUNG-0044:E011,M4-FUNG-0044,E011,NCBITAXON:341663,STR_568677585c97,hstD deletion strains,S009,Direct chromatin-level modifier outside the BGC.,139
M4-FUNG-0045:E001,M4-FUNG-0045,E001,NCBITAXON:36650,STR_758c170e019b,P. aethiopicum WT vs ΔvrtA,S003,Core attribution.,130
M4-FUNG-0045:E002,M4-FUNG-0045,E002,NCBITAXON:36650,STR_a3cf774dbae6,purified recombinant VrtC,S004,,131
M4-FUNG-0045:E003,M4-FUNG-0045,E003,NCBITAXON:36650,STR_d4f6dbc1222d,P. aethiopicum ΔvrtD,S003,Dedicated GPP-supply evidence.,132
M4-FUNG-0045:E004,M4-FUNG-0045,E004,NCBITAXON:36650,STR_217c7dcdbaef,S. cerevisiae expressing VrtK + fed previridicatumtoxin,S005,P450 terpene-cyclase proof.,133
M4-FUNG-0046:E001,M4-FUNG-0046,E001,NCBITAXON:380704,STR_6f097eaadef3,A. niger ATCC1015 yanA deletion,S003,,126
M4-FUNG-0046:E002,M4-FUNG-0046,E002,NCBITAXON:380704,STR_9085e3229f93,10-gene yan deletion series,S003,,127
M4-FUNG-0046:E003,M4-FUNG-0046,E003,NCBITAXON:380704,STR_87dd733e0a77,yanI functional analysis,S003,,128
M4-FUNG-0046:E004,M4-FUNG-0046,E004,NCBITAXON:380704,STR_0530eebf12e5,yanuthone-X1 tracing,S003,Alternate-scaffold branch experiment.,129
M4-FUNG-0047:E001,M4-FUNG-0047,E001,NCBITAXON:341663,STR_c7194613dabe,A. terreus NIH2624 targeted ata deletion panel,S003,Core boundary/mechanism experiment.,126
M4-FUNG-0047:E002,M4-FUNG-0047,E002,NCBITAXON:341663,STR_57d888afda96,ΔataP,S003,Core scaffold causality.,127
M4-FUNG-0047:E003,M4-FUNG-0047,E003,NCBITAXON:341663,STR_8160e98dbefa,accessory/tailoring mutants,S003,,128
M4-FUNG-0048:E001,M4-FUNG-0048,E001,NCBITAXON:331117,STR_048f947a06da,purified AnaPS/module assays,S004,,122
M4-FUNG-0048:E002,M4-FUNG-0048,E002,NCBITAXON:331117,STR_25b8284472a6,purified AnaPT,S003,,123
M4-FUNG-0048:E003,M4-FUNG-0048,E003,NCBITAXON:331117,STR_56cc79240ec2,purified AnaAT,S003,,124
M4-FUNG-0049:E001,M4-FUNG-0049,E001,NCBITAXON:298378,STR_1b966d2ebf18,KCTC16676 random T-DNA mutants,S003,,127
M4-FUNG-0049:E002,M4-FUNG-0049,E002,NCBITAXON:298378,STR_27eabb2d55f4,19-gene targeted deletion panel,S003,Boundary-defining experiment.,128
M4-FUNG-0049:E003,M4-FUNG-0049,E003,NCBITAXON:298378,STR_8b4d8be3173a,Δaps3,S003,,129
M4-FUNG-0049:E004,M4-FUNG-0049,E004,NCBITAXON:298378,STR_d1a39c778e06,Δaps9 / Δaps7,S003,,130
M4-FUNG-0049:E005,M4-FUNG-0049,E005,NCBITAXON:298378,STR_be3da817270b,APS2 overexpression,S003,,131
M4-FUNG-0050:E001,M4-FUNG-0050,E001,NCBITAXON:5580,STR_4310ecc2575a,A. pullulans BP-1938 aba1 module-4 replacement,S003,Native gene-disruption; direct one-gene causality.,122
M4-FUNG-0050:E002,M4-FUNG-0050,E002,NCBITAXON:5580,STR_177c7e3df469,A. pullulans precursor-feeding cultures,S005,Shows substrate-pool control over congener output.,123
M4-FUNG-0051:E001,M4-FUNG-0051,E001,NCBITAXON:176275,STR_22eef8d32b12,B. bassiana WT vs ΔbbBsls,S003,Native knockout; specificity control.,122
M4-FUNG-0051:E002,M4-FUNG-0051,E002,NCBITAXON:176275,STR_130d770497bb,WT vs ΔbbBsls on three insect hosts,S003,Direct ecological-function experiment.,123
M4-FUNG-0052:E001,M4-FUNG-0052,E001,NCBITAXON:176275,STR_0e122cdb60ba,B. bassiana WT vs ΔbbBeas,S003,Native knockout; direct causality.,122
M4-FUNG-0052:E002,M4-FUNG-0052,E002,NCBITAXON:176275,STR_11da4984f209,E. coli expressing BbBEAS,S003,Direct enzyme-competence experiment.,123
M4-FUNG-0052:E003,M4-FUNG-0052,E003,NCBITAXON:176275,STR_583fc5d1372c,WT vs ΔbbBeas on three insect hosts,S003,Direct host-phenotype experiment.,124
M4-FUNG-0052:E004,M4-FUNG-0052,E004,NCBITAXON:176275,STR_f299ee88b3c6,KIVR functional-analysis strains,S004,Precursor-supply experiment.,125
M4-FUNG-0053:E001,M4-FUNG-0053,E001,NCBITAXON:857340,STR_89ea600628a7,A. chrysogenum pcbAB/pcbC cloning and complementation,S003,,124
M4-FUNG-0053:E002,M4-FUNG-0053,E002,NCBITAXON:857340,STR_05874f42c211,WT vs ΔcefP,S004,,125
M4-FUNG-0053:E003,M4-FUNG-0053,E003,NCBITAXON:857340,STR_0b3df98b9f97,WT vs ΔcefM,S005,,126
M4-FUNG-0053:E004,M4-FUNG-0053,E004,NCBITAXON:857340,STR_5ded084c94f3,cefR deletion/overexpression,S006,,127
M4-FUNG-0053:E005,M4-FUNG-0053,E005,NCBITAXON:857340,STR_16d6505efc1b,cefT deletion/amplification,S012,,128
M4-FUNG-0054:E001,M4-FUNG-0054,E001,NCBITAXON:857340,STR_58f093c39782,A. chrysogenum cefG-disruption strains,S003,Direct terminal-step causality.,122
M4-FUNG-0054:E002,M4-FUNG-0054,E002,NCBITAXON:857340,STR_e59a067460a2,cefG cDNA expression in yeast,S010,,123
M4-FUNG-0054:E003,M4-FUNG-0054,E003,NCBITAXON:857340,STR_1137807f6399,cefEF/cefG copy-number engineering,S008,,124
M4-FUNG-0054:E004,M4-FUNG-0054,E004,NCBITAXON:857340,STR_ff426c2e0dfa,A. chrysogenum methionine-supplemented fermentation,S009,Cross-cluster nutrient-regulation context.,125
M4-FUNG-0055:E001,M4-FUNG-0055,E001,NCBITAXON:1934374,STR_926ed24e5db4,C. virescens historical producer,S004,,126
M4-FUNG-0055:E002,M4-FUNG-0055,E002,NCBITAXON:1934374,STR_926ed24e5db4,C. virescens historical producer,S005,,127
M4-FUNG-0056:E001,M4-FUNG-0056,E001,NCBITAXON:29910,STR_31b5435d2cc0,T. inflatum NRRL 8044,S004,,133
M4-FUNG-0056:E002,M4-FUNG-0056,E002,NCBITAXON:29910,STR_164c8326115c,sim deletion strains,S005,,134
M4-FUNG-0056:E003,M4-FUNG-0056,E003,NCBITAXON:29910,STR_29c4b953e879,ΔsimB,S005,,135
M4-FUNG-0056:E004,M4-FUNG-0056,E004,NCBITAXON:29910,STR_6e17cdd65915,simL overexpression strain,S005,,136
M4-FUNG-0056:E005,M4-FUNG-0056,E005,NCBITAXON:29910,STR_1fa3a449f8c4,T. inflatum with competitor fungus,S005,,137
M4-FUNG-0056:E006,M4-FUNG-0056,E006,NCBITAXON:29910,STR_3897fba18b9a,insect infection model,S005,,138
M4-FUNG-0057:E001,M4-FUNG-0057,E001,NCBITAXON:655844,STR_fbbd20507440,M. robertsii ARSEF 23,S004,,134
M4-FUNG-0057:E002,M4-FUNG-0057,E002,NCBITAXON:655844,STR_f87bc95e6f45,ΔdtxS1,S004,,135
M4-FUNG-0057:E003,M4-FUNG-0057,E003,NCBITAXON:655844,STR_1abd8ca6c9f2,ΔdtxS2,S004,,136
M4-FUNG-0057:E004,M4-FUNG-0057,E004,NCBITAXON:655844,STR_7f0a24c71504,ΔdtxS3,S004,,137
M4-FUNG-0057:E005,M4-FUNG-0057,E005,NCBITAXON:655844,STR_665e277603cc,ΔdtxS4,S004,,138
M4-FUNG-0057:E006,M4-FUNG-0057,E006,NCBITAXON:655844,STR_dcb53229e2f2,WT and mutants,S004,,139
M4-FUNG-0058:E001,M4-FUNG-0058,E001,ORG_d1a8dbb0ed6b,STR_1b6e1142d155,E. rugulosa NRRL 11440,S004,,125
M4-FUNG-0058:E002,M4-FUNG-0058,E002,ORG_d1a8dbb0ed6b,STR_50ef367f90a0,ΔhtyA,S004,,126
M4-FUNG-0058:E003,M4-FUNG-0058,E003,ORG_d1a8dbb0ed6b,STR_7dd888b14af4,purified EcdI/EcdA-M1,S004,,127
M4-FUNG-0058:E004,M4-FUNG-0058,E004,ORG_d1a8dbb0ed6b,STR_67a068cfb3d2,ΔecdB,S005,,128
M4-FUNG-0059:E001,M4-FUNG-0059,E001,NCBITAXON:61235,STR_7d2a880bacf0,Fusarium scirpi historical producer,S004,,114
M4-FUNG-0059:E002,M4-FUNG-0059,E002,NCBITAXON:61235,STR_453e445bd273,Esyn1 biochemical system,S004,,115
M4-FUNG-0059:E003,M4-FUNG-0059,E003,NCBITAXON:61235,STR_7d2a880bacf0,Fusarium scirpi historical producer,S006,,116
M4-FUNG-0060:E001,M4-FUNG-0060,E001,NCBITAXON:73839,STR_a4f09018685d,E. festucae / N. lolii endophyte,S004,,120
M4-FUNG-0060:E002,M4-FUNG-0060,E002,NCBITAXON:73839,STR_5cd0be035087,lpsB mutant DFM3,S004,,121
M4-FUNG-0060:E003,M4-FUNG-0060,E003,NCBITAXON:73839,STR_e9fd3127b034,complemented DFM3,S004,,122
M4-FUNG-0061:E001,M4-FUNG-0061,E001,NCBITAXON:330879,STR_b194d226a07c,purified FmqA modules,S004,,119
M4-FUNG-0061:E002,M4-FUNG-0061,E002,NCBITAXON:330879,STR_173ff0cc2a12,purified FmqB/FmqC,S005,,120
M4-FUNG-0061:E003,M4-FUNG-0061,E003,NCBITAXON:330879,STR_c0e16a15cd24,FmqD biochemical/native strains,S005,,121
M4-FUNG-0061:E004,M4-FUNG-0061,E004,NCBITAXON:330879,STR_80cce7e35fe7,ΔbrlA / developmental strains,S006,,122
M4-FUNG-0061:E005,M4-FUNG-0061,E005,NCBITAXON:330879,STR_ff7a7f86f093,FmqD localization strains,S006,,123
M4-FUNG-0061:E006,M4-FUNG-0061,E006,NCBITAXON:330879,STR_d8a8e10f11f1,MpkA/RlmA regulatory mutants,S007,,124
M4-FUNG-0062:E001,M4-FUNG-0062,E001,NCBITAXON:500485,STR_0e99bebd88c7,P. chrysogenum/P. rubens host strain,S004,,121
M4-FUNG-0062:E002,M4-FUNG-0062,E002,NCBITAXON:500485,STR_bf3a98f6b26e,ΔhcpA,S004,,122
M4-FUNG-0062:E003,M4-FUNG-0062,E003,NCBITAXON:500485,STR_84d02a5a769d,WT vs ΔhcpA,S004,,123
M4-FUNG-0063:E001,M4-FUNG-0063,E001,NCBITAXON:330879,STR_01d383e26e43,A. fumigatus Af293,S004,,125
M4-FUNG-0063:E002,M4-FUNG-0063,E002,NCBITAXON:330879,STR_deda9ea8ada8,ΔgliP,S005,,126
M4-FUNG-0063:E003,M4-FUNG-0063,E003,NCBITAXON:330879,STR_cb8737fa8879,WT vs ΔgliP,S005,,127
M4-FUNG-0063:E004,M4-FUNG-0063,E004,NCBITAXON:330879,STR_cc091d57fd17,ΔgliZ and gliZ multi-copy,S006,,128
M4-FUNG-0063:E005,M4-FUNG-0063,E005,NCBITAXON:330879,STR_3067ff35303e,GliT / ΔgliT,S007,,129
M4-FUNG-0063:E006,M4-FUNG-0063,E006,NCBITAXON:330879,STR_6eb44e68db46,ΔgliA,S008,,130
M4-FUNG-0064:E001,M4-FUNG-0064,E001,NCBITAXON:5017,STR_74541d3b5c5a,C. carbonum race 1,S005,,119
M4-FUNG-0064:E002,M4-FUNG-0064,E002,NCBITAXON:5017,STR_0b691f1fcd5f,TOXC multi-copy knockout,S006,,120
M4-FUNG-0064:E003,M4-FUNG-0064,E003,NCBITAXON:5017,STR_a1f56fd7c40c,ΔTOXE,S007,,121
M4-FUNG-0064:E004,M4-FUNG-0064,E004,NCBITAXON:5017,STR_30a05f5b140b,TOXF all-copy disruption,S008,,122
M4-FUNG-0064:E005,M4-FUNG-0064,E005,NCBITAXON:5017,STR_5f17e535a8e4,SB111 and Tox2+ isolates,S004,,123
M4-FUNG-0064:E006,M4-FUNG-0064,E006,NCBITAXON:5017,STR_2f77e0d20012,meiotic TOX2 deletion derivatives,S009,,124
M4-FUNG-0065:E001,M4-FUNG-0065,E001,NCBITAXON:330879,STR_b4ff596dfa90,A. fumigatus Af293 OE::hasA,S003,,121
M4-FUNG-0065:E002,M4-FUNG-0065,E002,NCBITAXON:330879,STR_d0684dc9b60e,OE::hasA hasB–hasH deletion series,S003,,122
M4-FUNG-0065:E003,M4-FUNG-0065,E003,NCBITAXON:330879,STR_8a59812b3684,WT versus HAS-overproducing strains,S003,,123
M4-FUNG-0065:E004,M4-FUNG-0065,E004,NCBITAXON:330879,STR_6d1bab6cbd2e,iron-manipulated A. fumigatus,S004,,124
M4-FUNG-0066:E001,M4-FUNG-0066,E001,NCBITAXON:5076,STR_55bd48195641,industrial P. chrysogenum strain panel,S003,,118
M4-FUNG-0066:E002,M4-FUNG-0066,E002,NCBITAXON:5076,STR_59bd79e19797,industrial producer panel,S004,,119
M4-FUNG-0066:E003,M4-FUNG-0066,E003,NCBITAXON:5076,STR_67c14c46e05e,gene-dose engineered strains,S005,,120
M4-FUNG-0066:E004,M4-FUNG-0066,E004,NCBITAXON:5076,STR_0bb1feda3845,peroxisome-manipulated P. chrysogenum,S008,,121
M4-FUNG-0067:E001,M4-FUNG-0067,E001,NCBITAXON:5076,STR_a0376ba996fc,P. chrysogenum Wisconsin 54-1255,S003,,117
M4-FUNG-0067:E002,M4-FUNG-0067,E002,NCBITAXON:5076,STR_f6fa4ffa2987,heterologous host,S004,,118
M4-FUNG-0067:E003,M4-FUNG-0067,E003,NCBITAXON:5076,STR_29ce97362db4,copy-number engineered P. chrysogenum,S005,,119
M4-FUNG-0067:E004,M4-FUNG-0067,E004,NCBITAXON:5076,STR_06377cbb901e,peroxisome-localization studies,S006,,120
M4-FUNG-0068:E001,M4-FUNG-0068,E001,NCBITAXON:500485,STR_a1957c682176,P. rubens roq knockout panel,S003,,124
M4-FUNG-0068:E002,M4-FUNG-0068,E002,NCBITAXON:500485,STR_343c79c3fc91,P. rubens ± phenylacetic acid,S003,,125
M4-FUNG-0068:E003,M4-FUNG-0068,E003,NCBITAXON:500485,STR_dd51d9c68135,pathway branch analysis,S004,,126
M4-FUNG-0068:E004,M4-FUNG-0068,E004,NCBITAXON:500485,STR_0f12fec1a339,PcLaeA perturbation,S005,,127
M4-FUNG-0069:E001,M4-FUNG-0069,E001,NCBITAXON:227321,STR_3227f693db9b,E. coli expressing TdiA–E,S003,,119
M4-FUNG-0069:E002,M4-FUNG-0069,E002,NCBITAXON:227321,STR_0ddf19274dba,component-subtraction E. coli strains,S003,,120
M4-FUNG-0069:E003,M4-FUNG-0069,E003,NCBITAXON:227321,STR_ea2eedfc96d1,A. nidulans tdi mutants / LaeA analysis,S004,,121
M4-FUNG-0070:E001,M4-FUNG-0070,E001,NCBITAXON:1756136,STR_1217b7405455,Lecanicillium sp. HF627,S003,,117
M4-FUNG-0070:E002,M4-FUNG-0070,E002,NCBITAXON:1756136,STR_231354344d48,ΔvlmA / ΔvlmB,S003,,118
M4-FUNG-0070:E003,M4-FUNG-0070,E003,NCBITAXON:1756136,STR_8fbf31b0312d,VlmS sequence/domain analysis,S004,,119
M4-FUNG-0071:E001,M4-FUNG-0071,E001,NCBITAXON:332952,STR_b989adfed5f2,A. flavus NRRL3357,S003,,131
M4-FUNG-0071:E002,M4-FUNG-0071,E002,NCBITAXON:332952,STR_761de597e447,A. flavus candidate-gene knockouts,S003; S004,,132
M4-FUNG-0071:E003,M4-FUNG-0071,E003,NCBITAXON:332952,STR_2c30d0e5bec9,A. oryzae RIB40 + ustR expression,S005,,133
M4-FUNG-0071:E004,M4-FUNG-0071,E004,NCBITAXON:332952,STR_2021194c230d,A. oryzae ΔkexB with active ust cluster,S005,,134
M4-FUNG-0071:E005,M4-FUNG-0071,E005,NCBITAXON:332952,STR_43a4ecaeaebe,Ust enzyme analysis,S006,,135
M4-FUNG-0072:E001,M4-FUNG-0072,E001,NCBITAXON:5059,STR_da28592a3832,A. flavus aflatrem producer,S003,,122
M4-FUNG-0072:E002,M4-FUNG-0072,E002,NCBITAXON:5059,STR_15bbd79fd315,P. paxilli complementation strains,S003; S004,,123
M4-FUNG-0072:E003,M4-FUNG-0072,E003,NCBITAXON:5059,STR_29b2b00d7996,A. flavus dual-locus transcript analysis,S004,,124
M4-FUNG-0072:E004,M4-FUNG-0072,E004,NCBITAXON:5059,STR_48b0d3872ef7,A. flavus ΔveA mutant and wild type,S005,,125
M4-FUNG-0073:E001,M4-FUNG-0073,E001,NCBITAXON:332648,STR_598c9836151d,B. cinerea B05.10,,,122
M4-FUNG-0073:E002,M4-FUNG-0073,E002,NCBITAXON:332648,STR_ad1fea44d60b,recombinant BcBOT2,,,123
M4-FUNG-0073:E003,M4-FUNG-0073,E003,NCBITAXON:332648,STR_598c9836151d,B. cinerea B05.10,,,124
M4-FUNG-0073:E004,M4-FUNG-0073,E004,NCBITAXON:332648,STR_598c9836151d,B. cinerea B05.10,,,125
M4-FUNG-0074:E001,M4-FUNG-0074,E001,NCBITAXON:1365484,STR_092777798e79,P. roqueforti,,,128
M4-FUNG-0074:E002,M4-FUNG-0074,E002,NCBITAXON:1365484,STR_a3a5643cbd96,P. chrysogenum Wisconsin 54-1255 / npe10,,,129
M4-FUNG-0074:E003,M4-FUNG-0074,E003,NCBITAXON:1365484,STR_21449b79de52,P. roqueforti FM164,,,130
M4-FUNG-0074:E004,M4-FUNG-0074,E004,NCBITAXON:1365484,STR_6f4c36d920ba,P. roqueforti population panel,,,131
M4-FUNG-0075:E001,M4-FUNG-0075,E001,NCBITAXON:227321,STR_82858ff7670e,A. nidulans FGSC A4 oe:PbcR versus wild type,S003,,121
M4-FUNG-0075:E002,M4-FUNG-0075,E002,NCBITAXON:227321,STR_3dedebf037f1,engineered A. nidulans diterpene producer,S004,,122
M4-FUNG-0075:E003,M4-FUNG-0075,E003,NCBITAXON:227321,STR_71692d981db9,heterologous fungal diterpene cyclase systems,S005,,123
M4-FUNG-0075:E004,M4-FUNG-0075,E004,NCBITAXON:227321,STR_14eb147b1042,A. nidulans multi-cluster-deletion background with inducible PbcR,S006,,124
M4-FUNG-0076:E001,M4-FUNG-0076,E001,NCBITAXON:1979465,STR_85e9e8a8b4fc,Phoma betae native producer,S003,,119
M4-FUNG-0076:E002,M4-FUNG-0076,E002,NCBITAXON:1979465,STR_45539d0146d3,Aspergillus oryzae heterologous host,S004,,120
M4-FUNG-0076:E003,M4-FUNG-0076,E003,NCBITAXON:1979465,STR_9282799eb22a,Saccharomyces cerevisiae heterologous host,S004,,121
M4-FUNG-0076:E004,M4-FUNG-0076,E004,NCBITAXON:1979465,STR_ac57b7b955ae,A. oryzae expressing aphidicolin enzymes,S005,,122
M4-FUNG-0076:E005,M4-FUNG-0076,E005,NCBITAXON:1979465,STR_85e9e8a8b4fc,Phoma betae native producer,S008,,123
M4-FUNG-0077:E001,M4-FUNG-0077,E001,NCBITAXON:227321,STR_6888d8f728e1,A. nidulans targeted-deletion panel,S003,,64
M4-FUNG-0323:E001,M4-FUNG-0323,E001,NCBITAXON:331117,,,S002,,85
M4-FUNG-0323:E002,M4-FUNG-0323,E002,NCBITAXON:331117,,,S002,,86
M4-FUNG-0323:E003,M4-FUNG-0323,E003,NCBITAXON:331117,,,S002,,87
M4-FUNG-0324:E001,M4-FUNG-0324,E001,NCBITAXON:1028729,,,S002,,85
M4-FUNG-0324:E002,M4-FUNG-0324,E002,NCBITAXON:1028729,,,S002,,86
M4-FUNG-0324:E003,M4-FUNG-0324,E003,NCBITAXON:1028729,,,S006,,87
M4-FUNG-0325:E001,M4-FUNG-0325,E001,NCBITAXON:35717,,,S002,,83
M4-FUNG-0325:E002,M4-FUNG-0325,E002,NCBITAXON:35717,,,S002,,84
M4-FUNG-0325:E003,M4-FUNG-0325,E003,NCBITAXON:35717,,,S002,,85
M4-FUNG-0326:E001,M4-FUNG-0326,E001,NCBITAXON:321614,,,S002,,83
M4-FUNG-0326:E002,M4-FUNG-0326,E002,NCBITAXON:321614,,,S002,,84
M4-FUNG-0326:E003,M4-FUNG-0326,E003,NCBITAXON:321614,,,S002,,85
M4-FUNG-0327:E001,M4-FUNG-0327,E001,NCBITAXON:332952,,,S002,,83
M4-FUNG-0327:E002,M4-FUNG-0327,E002,NCBITAXON:332952,,,S002,,84
M4-FUNG-0327:E003,M4-FUNG-0327,E003,NCBITAXON:332952,,,S002,,85
M4-FUNG-0328:E001,M4-FUNG-0328,E001,NCBITAXON:1549217,,,S002,,85
M4-FUNG-0328:E002,M4-FUNG-0328,E002,NCBITAXON:1549217,,,S002,,86
M4-FUNG-0328:E003,M4-FUNG-0328,E003,NCBITAXON:1549217,,,S002,,87
M4-FUNG-0329:E001,M4-FUNG-0329,E001,NCBITAXON:690307,,,S002,,83
M4-FUNG-0329:E002,M4-FUNG-0329,E002,NCBITAXON:690307,,,S002,,84
M4-FUNG-0329:E003,M4-FUNG-0329,E003,NCBITAXON:690307,,,S002,,85
M4-FUNG-0330:E001,M4-FUNG-0330,E001,NCBITAXON:1549217,,,S002,,85
M4-FUNG-0330:E002,M4-FUNG-0330,E002,NCBITAXON:1549217,,,S002,,86
M4-FUNG-0330:E003,M4-FUNG-0330,E003,NCBITAXON:1549217,,,S002,,87
M4-FUNG-0331:E001,M4-FUNG-0331,E001,NCBITAXON:380704,,,S002,,84
M4-FUNG-0331:E002,M4-FUNG-0331,E002,NCBITAXON:380704,,,S002,,85
M4-FUNG-0331:E003,M4-FUNG-0331,E003,NCBITAXON:380704,,,S002,,86
M4-FUNG-0332:E001,M4-FUNG-0332,E001,NCBITAXON:229533,,,S002,,86
M4-FUNG-0332:E002,M4-FUNG-0332,E002,NCBITAXON:229533,,,S002,,87
M4-FUNG-0332:E003,M4-FUNG-0332,E003,NCBITAXON:229533,,,S002,,88
M4-FUNG-0333:E001,M4-FUNG-0333,E001,NCBITAXON:451804,,,S002,,86
M4-FUNG-0333:E002,M4-FUNG-0333,E002,NCBITAXON:451804,,,S002,,87
M4-FUNG-0333:E003,M4-FUNG-0333,E003,NCBITAXON:451804,,,S002,,88
M4-FUNG-0426:E001,M4-FUNG-0426,E001,NCBITAXON:341663,STR_0f684983aeec,Aspergillus terreus NIH2624,S002,Defining native genetic evidence.,122
M4-FUNG-0426:E002,M4-FUNG-0426,E002,NCBITAXON:341663,STR_0f684983aeec,Aspergillus terreus NIH2624,S002; S004,Supports regulatory coupling rather than a claim about environmental induction.,123
M4-FUNG-0426:E003,M4-FUNG-0426,E003,NCBITAXON:341663,STR_096f12128ecc,heterologous fungal/yeast systems reported in pathway literature,S004,Heterologous evidence retained with provenance boundary.,124
M4-FUNG-0427:E001,M4-FUNG-0427,E001,NCBITAXON:5081,STR_d2aca9c1191c,Penicillium FKI-1938,,,124
M4-FUNG-0427:E002,M4-FUNG-0427,E002,NCBITAXON:5081,STR_70b6a4ca9377,Aspergillus nidulans A1145,,,125
M4-FUNG-0427:E003,M4-FUNG-0427,E003,NCBITAXON:5081,STR_70b6a4ca9377,Aspergillus nidulans A1145,,,126
M4-FUNG-0427:E004,M4-FUNG-0427,E004,NCBITAXON:5081,STR_70b6a4ca9377,Aspergillus nidulans A1145,,,127
M4-FUNG-0427:E005,M4-FUNG-0427,E005,NCBITAXON:5081,STR_70b6a4ca9377,Aspergillus nidulans A1145,,,128
M4-FUNG-0428:E001,M4-FUNG-0428,E001,NCBITAXON:240499,STR_59f7ce637337,C. arbuscula aurovertin-null mutant,S003,"Competing-pathway deletion is contextual, not proof of mca17 catalysis.",122
M4-FUNG-0428:E002,M4-FUNG-0428,E002,NCBITAXON:240499,STR_b40ec1204c1b,mca17 regulator-overexpression derivative,S003,Direct access evidence.,123
M4-FUNG-0429:E001,M4-FUNG-0429,E001,NCBITAXON:655844,STR_0165a4ace49b,M. robertsii SWN deletion strains,S003,Direct genetic pathway dissection.,122
M4-FUNG-0429:E002,M4-FUNG-0429,E002,NCBITAXON:655844,STR_c42fd8e1d2ed,swnK heterologous-expression system,S003,Mechanistic core-enzyme evidence.,123
M4-FUNG-0429:E003,M4-FUNG-0429,E003,NCBITAXON:655844,STR_f6ebe03c1514,SWN mutant feeding experiments,S003,Used with genetics rather than alone.,124
M4-FUNG-0429:E004,M4-FUNG-0429,E004,NCBITAXON:655844,STR_eb3c5030518a,wild-type and SW-deficient M. robertsii,S003,"Negative result is assay-specific, not proof of no ecological role.",125
M4-FUNG-0430:E001,M4-FUNG-0430,E001,NCBITAXON:341663,STR_2252ee133c40,A. terreus NIH2624 wild type and atqA deletion mutant,S003,Deletion-library evidence.,122
