queue_id,dossier_id,section,source_row,reason,status
M4-FUNG-0142:CLAIMS_RELATIONSHIPS_CONFLICTS:30,M4-FUNG-0142,CLAIMS_RELATIONSHIPS_CONFLICTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0143:GENES_AND_MECHANISM:22,M4-FUNG-0143,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0143:CLAIMS_RELATIONSHIPS_CONFLICTS:25,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0143:CLAIMS_RELATIONSHIPS_CONFLICTS:26,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0143:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0143,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:GENES_AND_MECHANISM:22,M4-FUNG-0144,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:GENES_AND_MECHANISM:23,M4-FUNG-0144,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:GENES_AND_MECHANISM:24,M4-FUNG-0144,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0144:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0144,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0145:PATHWAY_CONTEXT:21,M4-FUNG-0145,PATHWAY_CONTEXT,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0145:PATHWAY_CONTEXT:22,M4-FUNG-0145,PATHWAY_CONTEXT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0145:PATHWAY_CONTEXT:23,M4-FUNG-0145,PATHWAY_CONTEXT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0145:CLAIMS_RELATIONSHIPS_CONFLICTS:26,M4-FUNG-0145,CLAIMS_RELATIONSHIPS_CONFLICTS,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0145:CLAIMS_RELATIONSHIPS_CONFLICTS:27,M4-FUNG-0145,CLAIMS_RELATIONSHIPS_CONFLICTS,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:GENES_AND_MECHANISM:22,M4-FUNG-0146,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:GENES_AND_MECHANISM:23,M4-FUNG-0146,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:GENES_AND_MECHANISM:24,M4-FUNG-0146,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:GENES_AND_MECHANISM:25,M4-FUNG-0146,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:CLAIMS_RELATIONSHIPS_CONFLICTS:28,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:CLAIMS_RELATIONSHIPS_CONFLICTS:29,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0146:CLAIMS_RELATIONSHIPS_CONFLICTS:30,M4-FUNG-0146,CLAIMS_RELATIONSHIPS_CONFLICTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0147:GENES_AND_MECHANISM:24,M4-FUNG-0147,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0147:GENES_AND_MECHANISM:25,M4-FUNG-0147,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0147:GENES_AND_MECHANISM:26,M4-FUNG-0147,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0147:GENES_AND_MECHANISM:27,M4-FUNG-0147,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0147:GENES_AND_MECHANISM:28,M4-FUNG-0147,GENES_AND_MECHANISM,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0148:GENES_AND_MECHANISM:22,M4-FUNG-0148,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0148:GENES_AND_MECHANISM:23,M4-FUNG-0148,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0148:GENES_AND_MECHANISM:24,M4-FUNG-0148,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0149:GENES_AND_MECHANISM:22,M4-FUNG-0149,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0149:GENES_AND_MECHANISM:23,M4-FUNG-0149,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0149:GENES_AND_MECHANISM:24,M4-FUNG-0149,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0150:GENES_AND_MECHANISM:23,M4-FUNG-0150,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0150:GENES_AND_MECHANISM:24,M4-FUNG-0150,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0150:GENES_AND_MECHANISM:25,M4-FUNG-0150,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0151:GENES_AND_MECHANISM:23,M4-FUNG-0151,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0151:GENES_AND_MECHANISM:24,M4-FUNG-0151,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0151:GENES_AND_MECHANISM:25,M4-FUNG-0151,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0151:GENES_AND_MECHANISM:26,M4-FUNG-0151,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0152:GENES_AND_MECHANISM:22,M4-FUNG-0152,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0152:GENES_AND_MECHANISM:23,M4-FUNG-0152,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0152:GENES_AND_MECHANISM:24,M4-FUNG-0152,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0152:GENES_AND_MECHANISM:25,M4-FUNG-0152,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0152:GENES_AND_MECHANISM:26,M4-FUNG-0152,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0153:GENES_AND_MECHANISM:23,M4-FUNG-0153,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0153:GENES_AND_MECHANISM:24,M4-FUNG-0153,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0153:GENES_AND_MECHANISM:25,M4-FUNG-0153,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0154:GENES_AND_MECHANISM:23,M4-FUNG-0154,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0154:GENES_AND_MECHANISM:24,M4-FUNG-0154,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0154:GENES_AND_MECHANISM:25,M4-FUNG-0154,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0154:GENES_AND_MECHANISM:26,M4-FUNG-0154,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0154:GENES_AND_MECHANISM:27,M4-FUNG-0154,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0155:GENES_AND_MECHANISM:23,M4-FUNG-0155,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0155:GENES_AND_MECHANISM:24,M4-FUNG-0155,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0155:GENES_AND_MECHANISM:25,M4-FUNG-0155,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0155:GENES_AND_MECHANISM:26,M4-FUNG-0155,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0156:GENES_AND_MECHANISM:23,M4-FUNG-0156,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0156:GENES_AND_MECHANISM:24,M4-FUNG-0156,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0156:GENES_AND_MECHANISM:25,M4-FUNG-0156,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0156:GENES_AND_MECHANISM:26,M4-FUNG-0156,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0157:GENES_AND_MECHANISM:23,M4-FUNG-0157,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0157:GENES_AND_MECHANISM:24,M4-FUNG-0157,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0157:GENES_AND_MECHANISM:25,M4-FUNG-0157,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0157:GENES_AND_MECHANISM:26,M4-FUNG-0157,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0158:GENES_AND_MECHANISM:23,M4-FUNG-0158,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0158:GENES_AND_MECHANISM:24,M4-FUNG-0158,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0158:GENES_AND_MECHANISM:25,M4-FUNG-0158,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0158:GENES_AND_MECHANISM:26,M4-FUNG-0158,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0158:GENES_AND_MECHANISM:27,M4-FUNG-0158,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0159:GENES_AND_MECHANISM:23,M4-FUNG-0159,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0159:GENES_AND_MECHANISM:24,M4-FUNG-0159,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0159:GENES_AND_MECHANISM:25,M4-FUNG-0159,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0159:GENES_AND_MECHANISM:26,M4-FUNG-0159,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0159:GENES_AND_MECHANISM:27,M4-FUNG-0159,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0160:GENES_AND_MECHANISM:23,M4-FUNG-0160,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0160:GENES_AND_MECHANISM:24,M4-FUNG-0160,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0160:GENES_AND_MECHANISM:25,M4-FUNG-0160,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0160:GENES_AND_MECHANISM:26,M4-FUNG-0160,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0160:GENES_AND_MECHANISM:27,M4-FUNG-0160,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0161:GENES_AND_MECHANISM:23,M4-FUNG-0161,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0161:GENES_AND_MECHANISM:24,M4-FUNG-0161,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0161:GENES_AND_MECHANISM:25,M4-FUNG-0161,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0161:GENES_AND_MECHANISM:26,M4-FUNG-0161,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0161:GENES_AND_MECHANISM:27,M4-FUNG-0161,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0162:GENES_AND_MECHANISM:23,M4-FUNG-0162,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0162:GENES_AND_MECHANISM:24,M4-FUNG-0162,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0162:GENES_AND_MECHANISM:25,M4-FUNG-0162,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0162:GENES_AND_MECHANISM:26,M4-FUNG-0162,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0162:GENES_AND_MECHANISM:27,M4-FUNG-0162,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0163:GENES_AND_MECHANISM:23,M4-FUNG-0163,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0163:GENES_AND_MECHANISM:24,M4-FUNG-0163,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0163:GENES_AND_MECHANISM:25,M4-FUNG-0163,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0163:GENES_AND_MECHANISM:26,M4-FUNG-0163,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0163:GENES_AND_MECHANISM:27,M4-FUNG-0163,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0164:GENES_AND_MECHANISM:23,M4-FUNG-0164,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0164:GENES_AND_MECHANISM:24,M4-FUNG-0164,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0164:GENES_AND_MECHANISM:25,M4-FUNG-0164,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0164:GENES_AND_MECHANISM:26,M4-FUNG-0164,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0164:GENES_AND_MECHANISM:27,M4-FUNG-0164,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0165:GENES_AND_MECHANISM:23,M4-FUNG-0165,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0165:GENES_AND_MECHANISM:24,M4-FUNG-0165,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0165:GENES_AND_MECHANISM:25,M4-FUNG-0165,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0165:GENES_AND_MECHANISM:26,M4-FUNG-0165,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0165:GENES_AND_MECHANISM:27,M4-FUNG-0165,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0166:GENES_AND_MECHANISM:23,M4-FUNG-0166,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0166:GENES_AND_MECHANISM:24,M4-FUNG-0166,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0166:GENES_AND_MECHANISM:25,M4-FUNG-0166,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0166:GENES_AND_MECHANISM:26,M4-FUNG-0166,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0166:GENES_AND_MECHANISM:27,M4-FUNG-0166,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:23,M4-FUNG-0167,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:24,M4-FUNG-0167,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:25,M4-FUNG-0167,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:26,M4-FUNG-0167,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:27,M4-FUNG-0167,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0167:GENES_AND_MECHANISM:28,M4-FUNG-0167,GENES_AND_MECHANISM,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:23,M4-FUNG-0168,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:24,M4-FUNG-0168,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:25,M4-FUNG-0168,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:26,M4-FUNG-0168,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:27,M4-FUNG-0168,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0168:GENES_AND_MECHANISM:28,M4-FUNG-0168,GENES_AND_MECHANISM,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:20,M4-FUNG-0169,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:21,M4-FUNG-0169,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:22,M4-FUNG-0169,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:23,M4-FUNG-0169,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:24,M4-FUNG-0169,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0169:GENES_AND_MECHANISM:25,M4-FUNG-0169,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:20,M4-FUNG-0170,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:21,M4-FUNG-0170,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:22,M4-FUNG-0170,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:23,M4-FUNG-0170,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:24,M4-FUNG-0170,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0170:GENES_AND_MECHANISM:25,M4-FUNG-0170,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:20,M4-FUNG-0171,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:21,M4-FUNG-0171,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:22,M4-FUNG-0171,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:23,M4-FUNG-0171,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:24,M4-FUNG-0171,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0171:GENES_AND_MECHANISM:25,M4-FUNG-0171,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:20,M4-FUNG-0172,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:21,M4-FUNG-0172,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:22,M4-FUNG-0172,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:23,M4-FUNG-0172,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:24,M4-FUNG-0172,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0172:GENES_AND_MECHANISM:25,M4-FUNG-0172,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:20,M4-FUNG-0173,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:21,M4-FUNG-0173,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:22,M4-FUNG-0173,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:23,M4-FUNG-0173,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:24,M4-FUNG-0173,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0173:GENES_AND_MECHANISM:25,M4-FUNG-0173,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:20,M4-FUNG-0174,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:21,M4-FUNG-0174,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:22,M4-FUNG-0174,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:23,M4-FUNG-0174,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:24,M4-FUNG-0174,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0174:GENES_AND_MECHANISM:25,M4-FUNG-0174,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0175:GENES_AND_MECHANISM:20,M4-FUNG-0175,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0175:GENES_AND_MECHANISM:21,M4-FUNG-0175,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0175:GENES_AND_MECHANISM:22,M4-FUNG-0175,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0175:GENES_AND_MECHANISM:23,M4-FUNG-0175,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0175:GENES_AND_MECHANISM:24,M4-FUNG-0175,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:20,M4-FUNG-0176,GENES_AND_MECHANISM,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:21,M4-FUNG-0176,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:22,M4-FUNG-0176,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:23,M4-FUNG-0176,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:24,M4-FUNG-0176,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0176:GENES_AND_MECHANISM:25,M4-FUNG-0176,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0177:GENES_AND_MECHANISM:21,M4-FUNG-0177,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0177:GENES_AND_MECHANISM:22,M4-FUNG-0177,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0177:GENES_AND_MECHANISM:23,M4-FUNG-0177,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0177:GENES_AND_MECHANISM:24,M4-FUNG-0177,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0177:GENES_AND_MECHANISM:25,M4-FUNG-0177,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0178:GENES_AND_MECHANISM:21,M4-FUNG-0178,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0178:GENES_AND_MECHANISM:22,M4-FUNG-0178,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0178:GENES_AND_MECHANISM:23,M4-FUNG-0178,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0178:GENES_AND_MECHANISM:24,M4-FUNG-0178,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0178:GENES_AND_MECHANISM:25,M4-FUNG-0178,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0179:GENES_AND_MECHANISM:21,M4-FUNG-0179,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0179:GENES_AND_MECHANISM:22,M4-FUNG-0179,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
