compact_fact_id,dossier_id,section,source_row,fact_type,label_raw,statement_raw,source_ids,extra_raw_json,normalization_status
CF_014e4e8f336a,M4-FUNG-0177,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Gene-targeted mutants were profiled by LC-DAD-MS; wild type yielded emericellamide A plus newly identified C–F, whereas eas-pathway deletions lost the corresponding peaks.",S003,,unreviewed
CF_22df87ecaf2a,M4-FUNG-0177,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Emericellamide A has reported antibacterial activity; native ecological function in A. nidulans is NR in the defining pathway work.,S003,,unreviewed
CF_a94ce7a8de5a,M4-FUNG-0178,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,AFLA_108550,Putative polyketide synthase and central scaffold candidate in cluster 39; locus-to-product association is strong but enzyme chemistry was not directly reconstituted.,S001; S003,,unreviewed
CF_5cb1241c2daa,M4-FUNG-0178,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,AFLA_108560_AFLA_108580,Putative O-methyltransferase and cytochrome P450 provide plausible tailoring functions; assignments remain annotation-level.,S001,,unreviewed
CF_8b6c572dcc62,M4-FUNG-0178,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,veA is required for normal cluster-39 expression; transcripts are enriched in sclerotia and are strongly reduced in ΔveA.,S003,,unreviewed
CF_5b38ddbb8100,M4-FUNG-0178,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,RNA-seq/RT-qPCR comparison of wild type and ΔveA plus chemical analysis of sclerotial extracts linked cluster 39 to aflavarin; no purified-enzyme kinetic values reported.,S003,,unreviewed
CF_89d5d8a1b3bf,M4-FUNG-0178,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Sclerotial-associated metabolite; specific ecological/virulence function for aflavarin was not established in the defining study.,S003,,unreviewed
CF_67e7a1e3607a,M4-FUNG-0179,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,PKS19_CCT72377.1,Iterative fungal PKS associated with fujikurin scaffold production; products of the PKS19 cluster were isolated and structurally characterized.,S001; S003,,unreviewed
CF_e4bcbf054b42,M4-FUNG-0179,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,neighboring_genes,"MIBiG lists additional locus genes including a toxD-like protein, but direct gene-by-gene chemical roles are not established in the defining product-isolation study.",S001; S003,,unreviewed
CF_154a46f0f4a5,M4-FUNG-0179,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,The cluster was described as cryptic; the reviewed defining study establishes product access but does not provide a transferable universal activation trigger.,S003,,unreviewed
CF_c70f381578f0,M4-FUNG-0179,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,Fujikurins A–D were isolated and assigned by NMR and high-resolution mass spectrometry; no robust pathway-wide quantitative yield series is reported in the source abstract.,S003,,unreviewed
CF_5c3965f5ad3d,M4-FUNG-0179,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Native ecological or pathogenic role of fujikurins is NR in the defining structural/pathway report.,S003,,unreviewed
CF_2e09c4bfeab7,M4-FUNG-0180,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,precursor_plus_ustY_family,Genome-mining logic pairs a ribosomal precursor candidate with nearby ustY-family homologs; experimental reconstruction verified production of asperipin-2a.,S003,,unreviewed
CF_3d8a48807d22,M4-FUNG-0180,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,MIBiG_seed_genes,"AFLA_041370–041400 include reductase-family, MFS and hypothetical proteins; their individual biochemical roles are not assigned by MIBiG.",S001,,unreviewed
CF_a1fb8757e693,M4-FUNG-0180,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,No general physiological activation gate is established; the key intervention was computational prediction followed by experimental verification of the candidate gene set.,S003,,unreviewed
CF_78d2615c6f2b,M4-FUNG-0180,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,Candidate precursor/cyclization genes were tested experimentally and shown to synthesize the cyclic peptide; quantitative production kinetics were NR in the reviewed abstract.,S003,,unreviewed
CF_6a58b54cc651,M4-FUNG-0180,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Specific native ecological or virulence role of asperipin-2a is NR in the defining study.,S003,,unreviewed
CF_dfe47f289c62,M4-FUNG-0181,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,MPAS,"Nonreducing PKS with C-methyltransferase and terminal Claisen-cyclase domains, proposed to synthesize methylphloracetophenone precursor.",S003,,unreviewed
CF_5e7e70f0204c,M4-FUNG-0181,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,MPAO,Adjacent cytochrome P450 proposed to oxidatively dimerize methylphloracetophenone toward usnic acid.,S003,,unreviewed
CF_11e14e113f0a,M4-FUNG-0181,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Both mpas and mpao transcripts were detected by RT-PCR in a lichen sample that produced usnic acid by HPLC; no artificial activation intervention was tested.,S003,,unreviewed
CF_0dc105f27b90,M4-FUNG-0181,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"De novo genome sequencing, in-silico PKS filtering, RT-PCR and HPLC production correlation; knockout, heterologous reconstruction and purified-enzyme validation were NF in the defining study.",S003,,unreviewed
CF_ab7ea10f7302,M4-FUNG-0181,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,"Usnic acid is a characteristic lichen secondary metabolite, but this record does not establish a specific ecological function causally linked to MPAS/MPAO.",S003,,unreviewed
CF_18825c81e0d9,M4-FUNG-0182,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,CitS_CitA,CitS nrPKS builds a trimethylated unreduced pentaketide and reductively releases a keto-aldehyde; CitA serine hydrolase supports conversion of the released intermediate.,S003,,unreviewed
CF_96cd574ba509,M4-FUNG-0182,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,CitB_CitC_CitD,"Sequential oxidative tailoring converts methyl→alcohol (CitB), alcohol→aldehyde (CitC) and aldehyde→carboxylic acid (CitD) on the route to citrinin.",S003,,unreviewed
CF_ddc46fdb26d2,M4-FUNG-0182,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Defining work used native genetics plus heterologous A. oryzae reconstruction; no single universal environmental trigger is required to establish pathway chemistry.,S003,,unreviewed
CF_d3e5e8726643,M4-FUNG-0182,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Targeted knockouts, heterologous expression, NMR and MS established pathway intermediates and enzyme order; quantitative kinetic constants are NR in the reviewed record.",S001; S003,,unreviewed
CF_596edbb5fb4d,M4-FUNG-0182,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Citrinin is a toxic fungal polyketide/mycotoxin; native adaptive role is not resolved by the pathway reconstruction.,S003,,unreviewed
CF_6172dd9373dd,M4-FUNG-0183,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,mfpks1_mfpks2,Tetraketide and hexaketide synthases generate the two polyketide-derived portions of the squalestatin framework; PKS disruption abolishes SQS1 production.,S001; S003,,unreviewed
CF_15db775235bf,M4-FUNG-0183,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,MfM4_acyltransferase,Acyltransferase expressed in E. coli loads acyl-CoA side chains onto the squalestatin core; broad substrate tolerance was demonstrated.,S003,,unreviewed
CF_3caa75c1a620,M4-FUNG-0183,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Producing versus non-producing culture states strongly gate the locus; genes mfpks1 through mfR6 show coordinated induction.,S003,,unreviewed
CF_7d5d218b6479,M4-FUNG-0183,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,qRT-PCR showed roughly 10^2–10^5-fold higher expression across the active interval under producing conditions; heterologous/enzymatic tests resolve late acylation.,S003,,unreviewed
CF_a5a360d6ec44,M4-FUNG-0183,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Squalestatin S1 is a potent squalene-synthase inhibitor of pharmacological interest; native ecological role is NR in the defining cluster study.,S003,,unreviewed
CF_0ade275613d5,M4-FUNG-0184,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,bfpks1_bfL1_bfL2_bfL3,"HR-PKS, hydrolase, citrate-synthase-like enzyme and methylcitrate dehydratase form the monomer-generating core; bfpks1 knockout abolishes byssochlamic acid and agnestadride A.",S001; S004,,unreviewed
CF_5b43717b35fb,M4-FUNG-0184,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,bfL6_bfL10_PEBPs,Two ketosteroid-isomerase-like proteins are necessary for cyclization; PEBP-like proteins bfL5/bfL9 strongly enhance cyclized-product formation.,S001; S004,,unreviewed
CF_d0d66fca7256,M4-FUNG-0184,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Transcriptomics distinguishes producing versus non-producing B. fulva conditions; heterologous A. oryzae expression provides a direct bypass of native regulation.,S004,,unreviewed
CF_2f4e480661b3,M4-FUNG-0184,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,Gene disruption and heterologous reconstruction established pathway sufficiency; adding both KI-like and PEBP-like proteins raised byssochlamic-acid production >20-fold to ~44 mg/L.,S004,,unreviewed
CF_c4bf5ec1b111,M4-FUNG-0184,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Maleidride natural-product family; specific native ecological role for byssochlamic acid is NR in the defining biosynthetic studies.,S003; S004,,unreviewed
CF_86d6d27021c3,M4-FUNG-0185,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,LcsA,Ten-module NRPS identified as the core leucinostatin synthetase; domain organization is consistent with the nonapeptide/peptaibol-like scaffold.,S003,,unreviewed
CF_8be85e3f0369,M4-FUNG-0185,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,specialized_precursor_supply,Cluster-associated PKS/auxiliary enzymes are implicated in supplying unusual residues/side-chain building blocks; individual monomer assignments in MIBiG include structure- and sequence-based inference.,S001; S003,,unreviewed
CF_dd050565c2c4,M4-FUNG-0185,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Leucinostatin production was characterized in the native biocontrol fungus; no universal pathway-specific transcriptional switch is established in the defining study.,S003,,unreviewed
CF_b284c5b90fcc,M4-FUNG-0185,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Genome sequencing/mining, metabolite analysis and functional pathway work linked the locus to leucinostatins and to inhibition of Phytophthora; transferable yield kinetics are NR here.",S003,,unreviewed
CF_d43120c3efd3,M4-FUNG-0185,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Leucinostatins contribute antifungal/oomycete antagonism against Phytophthora and are relevant to the organism's biocontrol phenotype.,S003,,unreviewed
CF_8491d0dd3f7f,M4-FUNG-0186,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,mpaA_mpaB_mpaC_mpaDE_mpaG_mpaH,Six biosynthetic genes plus mpaF form the functional native cluster; silencing each gene causes a dramatic reduction in MPA production.,S003,,unreviewed
CF_e77366c9f490,M4-FUNG-0186,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,mpaF,Inosine-5'-monophosphate dehydrogenase homolog with dual pathway/self-resistance role; native evidence supports protection against MPA as well as contribution to cluster function.,S003,,unreviewed
CF_24f2ee34accb,M4-FUNG-0186,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Native cheese-ripening strain produces MPA without an artificial activation switch; gene-silencing experiments diagnose pathway dependence rather than activation.,S003,,unreviewed
CF_638a4c477450,M4-FUNG-0186,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,RNA silencing of each of seven genes caused dramatic reductions in MPA; exact fold changes vary by construct and are not transcribed here without figure-level extraction.,S003,,unreviewed
CF_f7e7fa3c6516,M4-FUNG-0186,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,MPA is an immunosuppressive secondary metabolite and a relevant contaminant of blue-veined cheeses; mpaF provides fungal self-resistance.,S003,,unreviewed
CF_60804a79b819,M4-FUNG-0187,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,tcpZ,Pathway transcription factor; overexpression activates the ETP-like locus.,S003,,unreviewed
CF_31c3147a3eec,M4-FUNG-0187,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,tcp_P450_defect,Native P450 dysfunction blocks backbone hydroxylation required for canonical ETP progression.,S003,,unreviewed
CF_483c2afd18e4,M4-FUNG-0187,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,sirC_rescue,A functional Leptosphaeria maculans SirC homolog restores the missing oxidation step in engineered strains and enables downstream clapurine characterization.,S003,,unreviewed
CF_a6150727e4fb,M4-FUNG-0187,GENES_AND_MECHANISM,24,activation_context_fact,activation_context,Artificial tcpZ overexpression is the access intervention; engineered rescue is tracked separately from wild-type chemistry.,S003,,unreviewed
CF_49b8858df325,M4-FUNG-0187,GENES_AND_MECHANISM,25,experiment_or_measurement_fact,experiments_and_measurements,"TF overexpression, intermediate isolation, heterologous P450 rescue and HRMS/MS; quantitative titers NR.",S003,,unreviewed
CF_9f5ae4709a27,M4-FUNG-0187,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,Potential toxicological relevance of intact ETP-like chemistry in other strains is proposed; direct ecological or virulence function is UNCERTAIN.,S003,,unreviewed
CF_b9fa9b771299,M4-FUNG-0188,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,cluster_architecture,Coherent echinocandin B cluster encoding the NRPS core plus homotyrosine- and lipid-tail-associated functions; exact gene-by-gene roles not all experimentally isolated in this strain.,S003,,unreviewed
CF_d8e1b8e707b6,M4-FUNG-0188,GENES_AND_MECHANISM,21,activation_context_fact,activation_context,Native production is growth-condition dependent; no single pathway-specific activation switch is established in the defining cluster paper.,S003,,unreviewed
CF_b4ba6e46da66,M4-FUNG-0188,GENES_AND_MECHANISM,22,experiment_or_measurement_fact,experiments_and_measurements,"Comparative genomics, sequence reassembly, PCR validation and historical radiolabelling/structure studies; pathway-study titers NR.",S003,,unreviewed
CF_67dce57c7788,M4-FUNG-0188,GENES_AND_MECHANISM,23,biological_role_fact,biological_role,Echinocandin B is an antifungal lipopeptide scaffold and industrial precursor to semisynthetic echinocandin drugs.,S003,,unreviewed
CF_448e145997de,M4-FUNG-0189,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,PenI,Aromatic prenyltransferase catalyzing the first dimethylallylation of the quinolone scaffold.,S003,,unreviewed
CF_2ec420ae4b15,M4-FUNG-0189,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,flavin_monooxygenase_step,Dehydrogenates the initial prenyl side chain to an aryl diene required for the second prenylation step.,S003,,unreviewed
CF_c8d97afeccc1,M4-FUNG-0189,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,PenG,"Second aromatic prenyltransferase; uses the oxidized diene substrate to install another dimethylallyl unit, generating the unusual elongated isoprenoid architecture.",S003,,unreviewed
CF_c6efce641e1f,M4-FUNG-0189,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Native cluster was identified and interrogated by targeted gene disruption and enzyme assays; a distinct pathway-specific activation switch was NR.,S003,,unreviewed
CF_fdf01aa8110c,M4-FUNG-0189,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Native mutants, purified-enzyme assays and LC-MS pathway mapping; exact production titers NR.",S003,,unreviewed
CF_b42b9f65cee2,M4-FUNG-0189,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Penigequinolones are reported insecticidal alkaloids; the direct ecological function of penigequinolone A in P. thymicola is UNCERTAIN.,S003,,unreviewed
CF_19e48a9bd87c,M4-FUNG-0190,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,SdnA,"Diterpene cyclase converting geranylgeranyl diphosphate to cycloaraneosene, the 5/8/5 pathway intermediate.",S003,,unreviewed
CF_09fd517d5796,M4-FUNG-0190,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,SdnJ,Glycosyltransferase converting sordaricin with GDP-6-deoxy-D-altrose to 4'-O-demethylsordarin.,S003,,unreviewed
CF_7d545522b588,M4-FUNG-0190,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,SdnG,Diels–Alderase catalyzing the intramolecular cycloaddition that forges the rearranged sordarin core.,S004,,unreviewed
CF_ef5633c45a78,M4-FUNG-0190,GENES_AND_MECHANISM,24,activation_context_fact,activation_context,"Pathway was resolved through genome mining, enzyme assays and heterologous reconstruction rather than a discrete native activation switch.",S003; S004,,unreviewed
CF_296bcc200b84,M4-FUNG-0190,GENES_AND_MECHANISM,25,experiment_or_measurement_fact,experiments_and_measurements,"In-vitro enzyme assays, intermediate isolation and heterologous expression; exact native titers in the defining cluster studies NR.",S003; S004,,unreviewed
CF_b462ef46ff3b,M4-FUNG-0190,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,Sordarin is an antifungal diterpene glycoside that inhibits fungal translation through elongation factor 2.,S004,,unreviewed
CF_03be734a0905,M4-FUNG-0191,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,PtmE,Catalyzes the prenylation-initiated cationic cyclization that installs the bicyclo[3.2.0]heptane feature of the penitrem scaffold.,S003,,unreviewed
CF_ef432d9135da,M4-FUNG-0191,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,PtmK_PtmU,P450 enzymes mediating key oxidative steps that build the characteristic tricyclic penitrem skeleton.,S003,,unreviewed
CF_76ad7bc5e710,M4-FUNG-0191,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,PtmKULNJ,Sequential oxidative tailoring ensemble responsible for five later transformations in the reconstructed pathway.,S003,,unreviewed
CF_935e86c26187,M4-FUNG-0191,GENES_AND_MECHANISM,24,activation_context_fact,activation_context,Pathway was decoded by heterologous reconstitution rather than by a single native transcriptional activator; physiological activation conditions are NR.,S003,,unreviewed
CF_6dd4127d2ac6,M4-FUNG-0191,GENES_AND_MECHANISM,25,experiment_or_measurement_fact,experiments_and_measurements,A. oryzae heterologous reconstruction resolved 13 of 17 transformations; exact native production titers NR.,S003,,unreviewed
CF_af19ab9dea1f,M4-FUNG-0191,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,Penitrem A is a tremorgenic indole-diterpene mycotoxin; direct ecological function of the complete penitrem family in this strain is UNCERTAIN.,S003,,unreviewed
CF_d85d483ae5d8,M4-FUNG-0192,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,HR_PKS_hydrolase,Iterative highly reducing PKS with a supporting hydrolase forms the polyketide precursor feeding maleidride assembly.,S003,,unreviewed
CF_7f122dee3c27,M4-FUNG-0192,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,citrate_processing,Two citrate-processing enzymes generate the maleic-anhydride-bearing precursor architecture.,S003,,unreviewed
CF_0b58794f04ff,M4-FUNG-0192,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,KI_like_PEBP,"Two ketosteroid-isomerase-like proteins catalyze ring formation, assisted by PEBP-like proteins.",S003,,unreviewed
CF_346a89fea490,M4-FUNG-0192,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Producing versus nonproducing transcriptional states were used for cluster discovery; pathway causality was then tested genetically and heterologously.,S003,,unreviewed
CF_de0369d70718,M4-FUNG-0192,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Native pks disruption and A. oryzae reconstruction of core, KI-like and PEBP components; quantitative titers NR in this dossier.",S003,,unreviewed
CF_e8c8c24fda7d,M4-FUNG-0192,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Maleidrides are bioactive fungal polyketides; specific ecological role of byssochlamic acid/agnestadride production in B. fulva is UNCERTAIN.,S003,,unreviewed
CF_e145d487e19a,M4-FUNG-0193,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,PKS_component,Builds the aromatic polyketide-derived precursor used for downstream prenylation and reduction.,S003,,unreviewed
CF_8279f0680645,M4-FUNG-0193,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,prenyltransferase,Installs the farnesyl substituent required before the terminal NRPS-like reduction step.,S003,,unreviewed
CF_d70d7b33390a,M4-FUNG-0193,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,NRPS_like_reductase,Adenylation-domain-containing NRPS-like enzyme selectively accepts the farnesylated substrate and reduces the carboxylate to the aldehyde of LL-Z1272β.,S003,,unreviewed
CF_67e9ef919f78,M4-FUNG-0193,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Cluster was identified and reconstructed mechanistically; a distinct native pathway-specific activation switch is NR.,S003,,unreviewed
CF_20f65ff77955,M4-FUNG-0193,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,Gene-cluster identification and biochemical pathway elucidation; exact native titers NR.,S003,,unreviewed
CF_69561c5b9b5f,M4-FUNG-0193,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,LL-Z1272β is a pathway intermediate/precursor to diverse fungal meroterpenoids; a direct ecological role for the isolated metabolite in S. bisbyi is UNCERTAIN.,S003,,unreviewed
CF_6e31fc3f671f,M4-FUNG-0194,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,ribosomal_precursor,Phomopsin belongs to a fungal cyclic RiPP/dikaritin pathway rather than an NRPS assembly line.,S003,,unreviewed
CF_dcf8601e994f,M4-FUNG-0194,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,phomYc_phomYd_phomYe,Three UstYa-family proteins required for desaturation of amino-acid moieties; knockout of each establishes essential pathway function.,S004,,unreviewed
CF_0713a254fc9a,M4-FUNG-0194,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,PhomM,"SAM-dependent alpha-N-methyltransferase converting phomopsin A to the N,N-dimethylated congener phomopsin E.",S003,,unreviewed
CF_0ac0eb4113cd,M4-FUNG-0194,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,"Historical species-level culture work found strong dependence on static culture, medium composition, pH and temperature; these measurements are not transferred as locus-strain-specific evidence.",S005,,unreviewed
CF_3f881b85a072,M4-FUNG-0194,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,Gene knockouts establish UstYa-family necessity. Historical P. leptostromiformis WA1515 stationary cultures produced about 75–150 mg/L phomopsin A with approximate optima pH 6 and 25 °C; no production was detected in shaken cultures. These values are retained as non-record-strain context.,S004; S005,,unreviewed
CF_71ed81983f70,M4-FUNG-0194,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Phomopsins are antimitotic mycotoxins associated with lupinosis and microtubule disruption.,S003; S004,,unreviewed
CF_ed3caaeb017a,M4-FUNG-0195,GENES_AND_MECHANISM,20,gene_or_mechanism_fact,inp_cluster,Cryptic NRPS-associated locus activated by serial replacement of native promoters with a regulatable promoter; activation yields fellutamide B.,S003,,unreviewed
CF_7009e7365f67,M4-FUNG-0195,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,inpE,Cluster-encoded proteasome-subunit homolog; deletion during pathway activation demonstrates a self-resistance function against internally produced fellutamide B.,S003,,unreviewed
CF_61c34fd7dbcc,M4-FUNG-0195,GENES_AND_MECHANISM,22,activation_context_fact,activation_context,Native cluster resisted earlier expression attempts; serial promoter exchange was required to force access and reveal the pathway product.,S003,,unreviewed
CF_a04192d3683c,M4-FUNG-0195,GENES_AND_MECHANISM,23,experiment_or_measurement_fact,experiments_and_measurements,"Serial promoter replacements, metabolite detection/structure assignment, inpE deletion and pathway activation; exact production titer NR.",S003,,unreviewed
CF_8ab04bfa5631,M4-FUNG-0195,GENES_AND_MECHANISM,24,biological_role_fact,biological_role,Fellutamide B is a proteasome inhibitor; inpE provides pathway-linked producer self-resistance.,S003,,unreviewed
CF_b06c9b37e028,M4-FUNG-0196,GENES_AND_MECHANISM,21,gene_or_mechanism_fact,HR_PKS_core,Highly reducing fungal PKS generates the reduced polyketide precursor that feeds alpha-pyrone polyene assembly.,S003,,unreviewed
CF_f04ca28c22f5,M4-FUNG-0196,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,tailoring_ensemble,Cluster enzymes convert the PKS-derived precursor through successive tailoring steps; two intermediates isolated during heterologous reconstruction constrain pathway order.,S003,,unreviewed
CF_5a810887440d,M4-FUNG-0196,GENES_AND_MECHANISM,23,activation_context_fact,activation_context,Cluster genes were expressed heterologously under controlled promoters in A. nidulans; a native pathway-specific activation switch in the source strain is NR.,S003,,unreviewed
CF_51c3717a3d5d,M4-FUNG-0196,GENES_AND_MECHANISM,24,experiment_or_measurement_fact,experiments_and_measurements,"Stepwise heterologous expression in A. nidulans, metabolite profiling and isolation of two pathway intermediates; exact native titers NR.",S003,,unreviewed
CF_f9ba93733170,M4-FUNG-0196,GENES_AND_MECHANISM,25,biological_role_fact,biological_role,Citreoviridin is a mycotoxin and F1-ATPase beta-subunit inhibitor that disrupts mitochondrial oxidative phosphorylation.,S003,,unreviewed
CF_42de9b618ef2,M4-FUNG-0197,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,core_biosynthesis,Pro1 forms the protoilludene sesquiterpene scaffold from FPP; ArmB supplies the orsellinic-acid-derived polyketide component used in melleolide assembly.,S003,,unreviewed
CF_9c49fb84aa26,M4-FUNG-0197,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,tailoring_and_regulation,The core neighbourhood encodes multiple oxidative tailoring enzymes. ArmH1–ArmH5 are actively transcribed extracluster FAD-dependent halogenases with overlapping ability to monochlorinate free melleolide substrates.,S003,,unreviewed
CF_235fd282ea75,M4-FUNG-0197,GENES_AND_MECHANISM,24,activation_context_fact,activation_context,A dedicated native pathway-specific activation switch was NR in the defining study; expression analysis demonstrated active transcription of multiple halogenase paralogs.,S003,,unreviewed
CF_dc0ee47603d7,M4-FUNG-0197,GENES_AND_MECHANISM,25,experiment_or_measurement_fact,experiments_and_measurements,"Cluster analysis, expression profiling and functional/biochemical testing of ArmH halogenases support pathway assignment; a record-strain production titer was NR.",S003,,unreviewed
CF_970432663020,M4-FUNG-0197,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,Melleolides are bioactive Armillaria natural products; the native ecological role of the BGC and the specific contribution of halogenation in situ remain NR.,S003,,unreviewed
CF_9a63c219e58f,M4-FUNG-0197,GENES_AND_MECHANISM,27,gene_or_mechanism_fact,uncertainty_notes,Do not interpret chlorinated/brominated product labels as evidence that halogenase genes reside inside BGC0001401; the experimentally characterized ArmH enzymes are extracluster.,S001; S003,,unreviewed
CF_4d1f13ca14a3,M4-FUNG-0198,GENES_AND_MECHANISM,22,gene_or_mechanism_fact,core_biosynthesis,TpcC is the non-reducing PKS/atrochrysone-carboxylic-acid synthase; TpcB releases the PKS product. Deleting tpc-cluster core genes eliminates trypacidin.,S003; S004,,unreviewed
CF_08913e882eff,M4-FUNG-0198,GENES_AND_MECHANISM,23,gene_or_mechanism_fact,tailoring_and_regulation,TpcK/TpcL and methyltransferase/oxidoreductase steps elaborate the scaffold. Incomplete TpcK catalysis generates endocrocin as a shunt; ΔtpcK raises endocrocin nearly tenfold.,S003,,unreviewed
CF_8138b256b483,M4-FUNG-0198,GENES_AND_MECHANISM,24,activation_context_fact,activation_context,"Production is conidial/developmental and LaeA/BrlA-sensitive. A single-nucleotide insertion in the pathway PKS explains loss of trypacidin in a nonproducer, and CRISPR repair restores production.",S003; S005,,unreviewed
CF_b49b42a106c5,M4-FUNG-0198,GENES_AND_MECHANISM,25,experiment_or_measurement_fact,experiments_and_measurements,"Targeted deletions, HPLC metabolite profiling and CRISPR/Cas9 repair establish causality; ΔtpcK gives an approximately 10-fold endocrocin increase.",S003; S005,,unreviewed
CF_042f0f1e53af,M4-FUNG-0198,GENES_AND_MECHANISM,26,biological_role_fact,biological_role,Trypacidin is conidia-associated and antiphagocytic; it is also toxic to pulmonary/bronchial epithelial cells. These host-interaction effects are distinct from the endocrocin shunt phenotype.,S004,,unreviewed
CF_30018c6944dc,M4-FUNG-0198,GENES_AND_MECHANISM,27,gene_or_mechanism_fact,uncertainty_notes,"The tpc and enc clusters both make endocrocin, but only the tpc pathway is required for trypacidin; shared endocrocin output must not be interpreted as duplicate trypacidin causality.",S003,,unreviewed
