source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0340:S004,M4-FUNG-0340,S004,Canonical fungal BGC source row BGC0002180; TaxID 227321,,,,,,,27
M4-FUNG-0341:S001,M4-FUNG-0341,S001,Canonical MIBiG/source record BGC0002181.3; Rhodocybe pseudopiperita; LC314149.1,,,,,,,24
M4-FUNG-0341:S002,M4-FUNG-0341,S002,"Alberti et al. 2017, Nature Communications, pathway heterologous-expression study; PMID 29184068",,,,,,,25
M4-FUNG-0341:S003,M4-FUNG-0341,S003,Pleuromutilin antibiotic/ribosome-target literature retained as compound-level context,,,,,,,26
M4-FUNG-0341:S004,M4-FUNG-0341,S004,Canonical fungal BGC source row BGC0002181; TaxID 693819,,,,,,,27
M4-FUNG-0342:S001,M4-FUNG-0342,S001,Canonical MIBiG/source record BGC0002182.2; retired T. virens viridin record,,,,,,,24
M4-FUNG-0342:S002,M4-FUNG-0342,S002,"2018 ChemistrySelect study proposing/characterizing the viridin biosynthetic cluster, DOI 10.1002/slct.201703035",,,,,,,25
M4-FUNG-0342:S003,M4-FUNG-0342,S003,Later T. virens genetic work showing vir4 deletion does not impair viridin and distinguishing vGPD/has1 regulatory-metabolic effects,,,,,,,26
M4-FUNG-0342:S004,M4-FUNG-0342,S004,Canonical fungal BGC source row BGC0002182; TaxID 29875,,,,,,,27
M4-FUNG-0343:S001,M4-FUNG-0343,S001,Canonical MIBiG/source record BGC0002183.2; retired W. pararugosa enterobactin record,,,,,,,24
M4-FUNG-0343:S002,M4-FUNG-0343,S002,"Kominek et al. 2019, Cell 176:1356-1366.e10, PMID 30799038, DOI 10.1016/j.cell.2019.01.034",,,,,,,25
M4-FUNG-0343:S003,M4-FUNG-0343,S003,2024 follow-up on fungal ENB1 enterobactin import in Starmerella bombicola; clade-level integration context only,,,,,,,26
M4-FUNG-0343:S004,M4-FUNG-0343,S004,Canonical fungal BGC source row BGC0002183; TaxID 49331,,,,,,,27
M4-FUNG-0344:S001,M4-FUNG-0344,S001,Canonical MIBiG/source record BGC0002184.3; retired/SQ_A/completeness unknown; A. clavatus NRRL 1,,,,,,,24
M4-FUNG-0344:S002,M4-FUNG-0344,S002,"Chiba et al. 2013, Organic Letters 15:594-597, DOI 10.1021/ol303408a; direct identification of ACLA_76850/OblA as ophiobolin F synthase",,,,,,,25
M4-FUNG-0344:S003,M4-FUNG-0344,S003,"Narita et al. 2016, Organic Letters, PMID 27116000, DOI 10.1021/acs.orglett.6b00552; oxidative pathway reconstruction and A. clavatus P450 divergence",,,,,,,26
M4-FUNG-0344:S004,M4-FUNG-0344,S004,Canonical fungal BGC source row BGC0002184; NCBI TaxID 344612,,,,,,,27
M4-FUNG-0345:S001,M4-FUNG-0345,S001,Current MIBiG BGC0002185.2; active/SQ_A/completeness unknown; LC522971.1,,,,,,,24
M4-FUNG-0345:S002,M4-FUNG-0345,S002,"Wang et al. 2020, JACS 142:8464-8472, PMID 32275405, DOI 10.1021/jacs.0c02337",,,,,,,25
M4-FUNG-0345:S003,M4-FUNG-0345,S003,"NCBI GenBank LC522971.1, Penicillium sp. sh18 gregatin A biosynthetic gene cluster, complete sequence",,,,,,,26
M4-FUNG-0345:S004,M4-FUNG-0345,S004,Canonical fungal BGC source row BGC0002185; source TaxID 5081,,,,,,,27
M4-FUNG-0346:S001,M4-FUNG-0346,S001,Current MIBiG/source record BGC0002186.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0346:S002,M4-FUNG-0346,S002,"Sørensen et al. 2014, Journal of Natural Products 77:2619-2625, PMID 25412204, DOI 10.1021/np500436r",,,,,,,25
M4-FUNG-0346:S003,M4-FUNG-0346,S003,Related W493 pathway evidence retained only for mechanistic contrast; no ortholog evidence transferred as F. graminearum direct data,,,,,,,26
M4-FUNG-0346:S004,M4-FUNG-0346,S004,Canonical fungal BGC source row BGC0002186; NCBI TaxID 229533,,,,,,,27
M4-FUNG-0347:S001,M4-FUNG-0347,S001,Current MIBiG BGC0002187.3; active/SQ_A/completeness unknown; five-gene displayed candidate region,,,,,,,24
M4-FUNG-0347:S002,M4-FUNG-0347,S002,"Qin et al. 2019, Journal of Agricultural and Food Chemistry 67:7266-7273, PMID 31244199, DOI 10.1021/acs.jafc.9b01977",,,,,,,25
M4-FUNG-0347:S003,M4-FUNG-0347,S003,Current MIBiG gene display: five genes including a PKS and CYP450; annotations treated as candidate-level without direct knockout,,,,,,,26
M4-FUNG-0347:S004,M4-FUNG-0347,S004,Canonical fungal BGC source row BGC0002187; NCBI TaxID 1380566,,,,,,,27
M4-FUNG-0348:S001,M4-FUNG-0348,S001,Current MIBiG/source record BGC0002188.3; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0348:S002,M4-FUNG-0348,S002,"Sørensen et al. 2014, Journal of Natural Products, PMID 25412204, DOI 10.1021/np500436r",,,,,,,25
M4-FUNG-0348:S003,M4-FUNG-0348,S003,"Wollenberg et al. 2019, Fungal Genetics and Biology, PMID 31279974, DOI 10.1016/j.fgb.2019.103248; intact W493 cluster heterologous reconstruction",,,,,,,26
M4-FUNG-0348:S004,M4-FUNG-0348,S004,Canonical fungal BGC source row BGC0002188; NCBI TaxID 1028729,,,,,,,27
M4-FUNG-0349:S001,M4-FUNG-0349,S001,Canonical MIBiG/source record BGC0002189.2; retired/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0349:S002,M4-FUNG-0349,S002,"Wollenberg et al. 2019, Fungal Biology 123:10-17, PMID 30654953, DOI 10.1016/j.funbio.2018.10.004",,,,,,,25
M4-FUNG-0349:S003,M4-FUNG-0349,S003,"Sørensen et al. 2014 fusaristatin pathway work, PMID 25412204; used only as homologous pathway context",,,,,,,26
M4-FUNG-0349:S004,M4-FUNG-0349,S004,Canonical fungal BGC source row BGC0002189; NCBI TaxID 1318459,,,,,,,27
M4-FUNG-0350:S001,M4-FUNG-0350,S001,Current MIBiG BGC0002190.2; active/SQ_A/completeness unknown; eight-gene displayed cluster,,,,,,,24
M4-FUNG-0350:S002,M4-FUNG-0350,S002,"Chen & Chu 2019, Applied Biochemistry and Biotechnology 188:1134-1144, PMID 30809786, DOI 10.1007/s12010-019-02960-z",,,,,,,25
M4-FUNG-0350:S003,M4-FUNG-0350,S003,Historical sorbicillinoid chemistry references retained for compound provenance; no untested gene function promoted,,,,,,,26
M4-FUNG-0350:S004,M4-FUNG-0350,S004,Canonical fungal BGC source row BGC0002190; NCBI TaxID 857340,,,,,,,27
M4-FUNG-0351:S001,M4-FUNG-0351,S001,Current MIBiG/source record BGC0002191.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0351:S002,M4-FUNG-0351,S002,"Westphal et al. 2018, Molecules 23:2232, PMID 30200525, DOI 10.3390/molecules23092232",,,,,,,25
M4-FUNG-0351:S003,M4-FUNG-0351,S003,F. fujikuroi homologous PKS8/gibepyrone evidence retained as comparative context only,,,,,,,26
M4-FUNG-0351:S004,M4-FUNG-0351,S004,Canonical fungal BGC source row BGC0002191; NCBI TaxID 229533,,,,,,,27
M4-FUNG-0352:S001,M4-FUNG-0352,S001,Current MIBiG BGC0002192.3; active/SQ_A/completeness unknown; narrow BDMC01000041.1 interval,,,,,,,24
M4-FUNG-0352:S002,M4-FUNG-0352,S002,"Itoh et al. 2018, ACS Synthetic Biology 7:2783-2789, PMID 30403849, DOI 10.1021/acssynbio.8b00392",,,,,,,25
M4-FUNG-0352:S003,M4-FUNG-0352,S003,"Genome/compound context for fungal strain 14919 and FR901512 potency, including genome-sequence report and original pharmacology",,,,,,,26
M4-FUNG-0352:S004,M4-FUNG-0352,S004,Canonical fungal BGC source row BGC0002192; NCBI TaxID 1813822 (unresolved fungal sp.),,,,,,,27
M4-FUNG-0353:S001,M4-FUNG-0353,S001,Current MIBiG BGC0002193.2; active/SQ_A/completeness unknown; pgnA-centered display,,,,,,,24
M4-FUNG-0353:S002,M4-FUNG-0353,S002,"Sun, Guo & Wang 2016, Fungal Genetics and Biology 89, PMID 26851300, DOI 10.1016/j.fgb.2016.01.014",,,,,,,25
M4-FUNG-0353:S003,M4-FUNG-0353,S003,Later Aspergillus genome-mining review retains phenguignardic-acid phytotoxicity and pgnA sufficiency as compound/pathway context,,,,,,,26
M4-FUNG-0353:S004,M4-FUNG-0353,S004,Canonical fungal BGC source row BGC0002193; NCBI TaxID 341663,,,,,,,27
M4-FUNG-0354:S001,M4-FUNG-0354,S001,Current MIBiG BGC0002194.3; active/SQ_A/completeness unknown; four displayed genes,,,,,,,24
M4-FUNG-0354:S002,M4-FUNG-0354,S002,"Lim et al. 2020, Bioorg Med Chem Lett 30:127242, DOI 10.1016/j.bmcl.2020.127242; native epnABCD localization and knockouts",,,,,,,25
M4-FUNG-0354:S003,M4-FUNG-0354,S003,"2024 Organic Letters, DOI 10.1021/acs.orglett.3c04259; epipyrone-A heterologous biosynthesis and membrane-bound fungal C-glycosyltransferase characterization",,,,,,,26
M4-FUNG-0354:S004,M4-FUNG-0354,S004,"Canonical source row BGC0002194, TaxID 105696; Lee et al. 2020 compound/bioactivity context, PMID 33352899",,,,,,,27
M4-FUNG-0355:S001,M4-FUNG-0355,S001,Current MIBiG BGC0002195.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0355:S002,M4-FUNG-0355,S002,"Terabayashi et al. 2010, Fungal Genet Biol 47:953-961, PMID 20849972, DOI 10.1016/j.fgb.2010.08.014",,,,,,,25
M4-FUNG-0355:S003,M4-FUNG-0355,S003,"Marui et al. 2011, J Biosci Bioeng 112:40-43, PMID 21514215, DOI 10.1016/j.jbiosc.2011.03.010; later A. oryzae CRISPR/regulatory follow-ups retained as context",,,,,,,26
M4-FUNG-0355:S004,M4-FUNG-0355,S004,Canonical source row BGC0002195; NCBI TaxID 510516,,,,,,,27
M4-FUNG-0356:S001,M4-FUNG-0356,S001,Current MIBiG BGC0002196.2; active/SQ_A/completeness unknown; MK360918.1,,,,,,,24
M4-FUNG-0356:S002,M4-FUNG-0356,S002,"Fan et al. 2019, J Am Chem Soc 141:4225-4229, PMID 30811183, DOI 10.1021/jacs.9b00110",,,,,,,25
M4-FUNG-0356:S003,M4-FUNG-0356,S003,Earlier clavatol natural-product literature retained for provenance; no unsupported gene assignments transferred,,,,,,,26
M4-FUNG-0356:S004,M4-FUNG-0356,S004,Canonical source row BGC0002196; NCBI TaxID 36656,,,,,,,27
M4-FUNG-0357:S001,M4-FUNG-0357,S001,Current MIBiG BGC0002197.2; active/SQ_A/completeness unknown; MK360919.1,,,,,,,24
M4-FUNG-0357:S002,M4-FUNG-0357,S002,"Fan et al. 2019, J Am Chem Soc 141:4225-4229, PMID 30811183, DOI 10.1021/jacs.9b00110",,,,,,,25
M4-FUNG-0357:S003,M4-FUNG-0357,S003,"Cross-reference to BGC0002196 clavatol branch retained as a relationship, not merged evidence",,,,,,,26
M4-FUNG-0357:S004,M4-FUNG-0357,S004,Canonical source row BGC0002197; NCBI TaxID 36656,,,,,,,27
M4-FUNG-0358:S001,M4-FUNG-0358,S001,Current MIBiG BGC0002198.3; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0358:S002,M4-FUNG-0358,S002,"Caesar et al. 2020, mBio, PMID 32843555; heterologous terreazepine cluster discovery and pathway dissection",,,,,,,25
M4-FUNG-0358:S003,M4-FUNG-0358,S003,"Nanangelenin-A pathway work in A. nanangensis retained only as homologous mechanistic context, not strain-specific A. terreus evidence",,,,,,,26
M4-FUNG-0358:S004,M4-FUNG-0358,S004,Canonical source row BGC0002198; NCBI TaxID 2081996,,,,,,,27
M4-FUNG-0359:S001,M4-FUNG-0359,S001,Current MIBiG BGC0002199.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0359:S002,M4-FUNG-0359,S002,"Li et al. 2020, J Am Chem Soc 142:7145-7152, PMID 32182055, DOI 10.1021/jacs.0c01605",,,,,,,25
M4-FUNG-0359:S003,M4-FUNG-0359,S003,A. terreus terreazepine pathway retained as related scaffold context only; no strain-specific evidence transfer,,,,,,,26
M4-FUNG-0359:S004,M4-FUNG-0359,S004,Canonical source row BGC0002199; NCBI TaxID 2582783,,,,,,,27
M4-FUNG-0360:S001,M4-FUNG-0360,S001,Canonical MIBiG/source record BGC0002200.2; retired/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0360:S002,M4-FUNG-0360,S002,"Mao et al. 2015, J Am Chem Soc 137:11904-11907, PMID 26340065, DOI 10.1021/jacs.5b07816",,,,,,,25
M4-FUNG-0360:S003,M4-FUNG-0360,S003,Later C. arbuscula genomic/genetic-system and cell-factory studies confirm seven-gene aur context and utility of ΔaurA; retained as follow-up provenance,,,,,,,26
M4-FUNG-0360:S004,M4-FUNG-0360,S004,Canonical source row BGC0002200; NCBI TaxID 240499,,,,,,,27
M4-FUNG-0361:S001,M4-FUNG-0361,S001,Canonical MIBiG/source record BGC0002201.2; retired/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0361:S002,M4-FUNG-0361,S002,"Kessler et al. 2020, PNAS 117:24243-24250, PMID 32929037, DOI 10.1073/pnas.2010573117",,,,,,,25
M4-FUNG-0361:S003,M4-FUNG-0361,S003,"BGC0002202 is a second retired genomic victorin record from the same FI3 system; treated as related provenance, not an independent pathway",,,,,,,26
M4-FUNG-0361:S004,M4-FUNG-0361,S004,Canonical source row BGC0002201; NCBI TaxID 930091,,,,,,,27
M4-FUNG-0362:S001,M4-FUNG-0362,S001,Canonical MIBiG/source record BGC0002202.2; retired/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0362:S002,M4-FUNG-0362,S002,"Kessler et al. 2020, PNAS 117:24243-24250, PMID 32929037, DOI 10.1073/pnas.2010573117",,,,,,,25
M4-FUNG-0362:S003,M4-FUNG-0362,S003,BGC0002201 is the companion retired victorin interval from the same FI3 multicopy/dispersed system,,,,,,,26
M4-FUNG-0362:S004,M4-FUNG-0362,S004,Canonical source row BGC0002202; NCBI TaxID 930091,,,,,,,27
M4-FUNG-0363:S001,M4-FUNG-0363,S001,Current MIBiG BGC0002203.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0363:S002,M4-FUNG-0363,S002,"Yin et al. 2020, mSphere 5:e00667-20, PMID 32878933, DOI 10.1128/mSphere.00667-20",,,,,,,25
M4-FUNG-0363:S003,M4-FUNG-0363,S003,"Cross-species B. brongniartii/Cordyceps comparisons retained as comparative pathway evidence, not substituted for B. bassiana strain-specific knockout results",,,,,,,26
M4-FUNG-0363:S004,M4-FUNG-0363,S004,Canonical source row BGC0002203; NCBI TaxID 655819,,,,,,,27
M4-FUNG-0364:S001,M4-FUNG-0364,S001,Current MIBiG BGC0002204.3; active/SQ_A/completeness unknown; 11 displayed genes,,,,,,,24
M4-FUNG-0364:S002,M4-FUNG-0364,S002,"Heard et al. 2020, J Antibiot (Tokyo), Discovery and characterization of a cytochalasan biosynthetic cluster from the marine-derived fungus Aspergillus flavipes CNL-338, PMID 32913332",,,,,,,25
M4-FUNG-0364:S003,M4-FUNG-0364,S003,"Earlier flavichalasine isolation literature retained for compound-level structure/bioactivity context, not substituted for cluster genetics",,,,,,,26
M4-FUNG-0364:S004,M4-FUNG-0364,S004,Canonical source row BGC0002204; NCBI TaxID 41900,,,,,,,27
M4-FUNG-0365:S001,M4-FUNG-0365,S001,Current MIBiG BGC0002205.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0365:S002,M4-FUNG-0365,S002,"Li et al. 2020, ACS Chem Biol 15:226-233, PMID 31815421, DOI 10.1021/acschembio.9b00791",,,,,,,25
M4-FUNG-0365:S003,M4-FUNG-0365,S003,MIBiG antiSMASH region shows additional oxidative genes; retained as annotation context only,,,,,,,26
M4-FUNG-0365:S004,M4-FUNG-0365,S004,Canonical source row BGC0002205; NCBI TaxID 321614,,,,,,,27
M4-FUNG-0366:S001,M4-FUNG-0366,S001,Current MIBiG BGC0002206.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0366:S002,M4-FUNG-0366,S002,"Pang et al. 2020, Environ Microbiol 22:4808-4824, PMID 32985773, DOI 10.1111/1462-2920.15246",,,,,,,25
M4-FUNG-0366:S003,M4-FUNG-0366,S003,antiSMASH/MIBiG locus annotation retained only for enzyme-class context beyond directly tested genetics,,,,,,,26
M4-FUNG-0366:S004,M4-FUNG-0366,S004,Canonical source row BGC0002206; NCBI TaxID 1491466,,,,,,,27
M4-FUNG-0367:S001,M4-FUNG-0367,S001,Current MIBiG BGC0002207.2; active/SQ_A/completeness unknown; eight displayed genes,,,,,,,24
M4-FUNG-0367:S002,M4-FUNG-0367,S002,"Reynolds et al. 2018, Evolution Letters, Horizontal gene cluster transfer increased hallucinogenic mushroom diversity, PMID 30283667",,,,,,,25
M4-FUNG-0367:S003,M4-FUNG-0367,S003,"Earlier biochemical reconstruction of psilocybin biosynthesis in other Psilocybe material retained as pathway context only, not substituted for P. cyanescens native genetics",,,,,,,26
M4-FUNG-0367:S004,M4-FUNG-0367,S004,Canonical source row BGC0002207; NCBI TaxID 93625,,,,,,,27
M4-FUNG-0368:S001,M4-FUNG-0368,S001,Current MIBiG BGC0002208.3; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0368:S002,M4-FUNG-0368,S002,"Zheng et al. 2020, Nature Communications 11:4914, PMID 33004788, DOI 10.1038/s41467-020-18713-0",,,,,,,25
M4-FUNG-0368:S003,M4-FUNG-0368,S003,MIBiG displayed annotations retained for locus provenance; mechanistic assignments taken from direct experiments,,,,,,,26
M4-FUNG-0368:S004,M4-FUNG-0368,S004,Canonical source row BGC0002208; NCBI TaxID 40382,,,,,,,27
M4-FUNG-0369:S001,M4-FUNG-0369,S001,Current MIBiG BGC0002209.2; active/SQ_A/completeness unknown,,,,,,,24
M4-FUNG-0369:S002,M4-FUNG-0369,S002,"Zheng et al. 2020, Organic Letters 22:7837-7841, PMID 33006285, DOI 10.1021/acs.orglett.0c02719",,,,,,,25
M4-FUNG-0369:S003,M4-FUNG-0369,S003,Current MIBiG gene annotations retained as locus context; direct mechanistic claims restricted to defining experiments,,,,,,,26
M4-FUNG-0369:S004,M4-FUNG-0369,S004,Canonical source row BGC0002209; NCBI TaxID 40382,,,,,,,27
M4-FUNG-0370:S001,M4-FUNG-0370,S001,Current MIBiG BGC0002210.3; active/SQ_A/completeness unknown; eight displayed pyv genes,,,,,,,24
M4-FUNG-0370:S002,M4-FUNG-0370,S002,"Wei et al. 2020, Frontiers in Microbiology 11:562063, PMID 33117309, DOI 10.3389/fmicb.2020.562063",,,,,,,25
M4-FUNG-0370:S003,M4-FUNG-0370,S003,Prior pyranonigrin biosynthetic studies used only for homologous pathway inference explicitly marked as proposed,,,,,,,26
M4-FUNG-0370:S004,M4-FUNG-0370,S004,Canonical source row BGC0002210; NCBI TaxID 657443,,,,,,,27
M4-FUNG-0371:S001,M4-FUNG-0371,S001,Current MIBiG BGC0002211.3; active/SQ_A/completeness unknown; five displayed genes,,,,,,,24
M4-FUNG-0371:S002,M4-FUNG-0371,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464, DOI 10.1126/sciadv.aar5459",,,,,,,25
M4-FUNG-0371:S003,M4-FUNG-0371,S003,No native functional follow-up identified in the defining HEx evidence; downstream annotations remain locus-context only,,,,,,,26
M4-FUNG-0371:S004,M4-FUNG-0371,S004,Canonical source row BGC0002211; NCBI TaxID 1460663,,,,,,,27
M4-FUNG-0372:S001,M4-FUNG-0372,S001,Current MIBiG BGC0002212.3; active/SQ_A/completeness unknown; orsellinic acid evidence includes NMR,,,,,,,24
M4-FUNG-0372:S002,M4-FUNG-0372,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464, DOI 10.1126/sciadv.aar5459",,,,,,,25
M4-FUNG-0372:S003,M4-FUNG-0372,S003,MIBiG current gene list used for interval-specific annotation; no native regulatory/phenotypic evidence inferred,,,,,,,26
M4-FUNG-0372:S004,M4-FUNG-0372,S004,Canonical source row BGC0002212; NCBI TaxID 1381753,,,,,,,27
M4-FUNG-0373:S001,M4-FUNG-0373,S001,Current MIBiG BGC0002213.3 / antiSMASH representation; active/SQ_A/completeness unknown; PKS16 locus,,,,,,,24
M4-FUNG-0373:S002,M4-FUNG-0373,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464, DOI 10.1126/sciadv.aar5459",,,,,,,25
M4-FUNG-0373:S003,M4-FUNG-0373,S003,Current MIBiG/antiSMASH tailoring annotations retained as candidate-enzyme context only,,,,,,,26
M4-FUNG-0373:S004,M4-FUNG-0373,S004,Canonical source row BGC0002213; NCBI TaxID 741275,,,,,,,27
M4-FUNG-0374:S001,M4-FUNG-0374,S001,Current MIBiG BGC0002214.3; active/SQ_A/completeness unknown; NMR evidence recorded,,,,,,,15
M4-FUNG-0374:S002,M4-FUNG-0374,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464, DOI 10.1126/sciadv.aar5459",,,,,,,16
M4-FUNG-0374:S003,M4-FUNG-0374,S003,Canonical source row BGC0002214; NCBI TaxID 994086,,,,,,,17
M4-FUNG-0375:S001,M4-FUNG-0375,S001,Current MIBiG BGC0002215.3; nine displayed genes; product HEx-pks23 polyketide,,,,,,,15
M4-FUNG-0375:S002,M4-FUNG-0375,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464",,,,,,,16
M4-FUNG-0375:S003,M4-FUNG-0375,S003,Canonical source row BGC0002215; NCBI TaxID 1263415,,,,,,,17
M4-FUNG-0376:S001,M4-FUNG-0376,S001,Current MIBiG BGC0002216.3; HEx-tc1 terpene,,,,,,,15
M4-FUNG-0376:S002,M4-FUNG-0376,S002,"Harvey et al. 2018, Science Advances 4:eaar5459, PMID 29651464",,,,,,,16
M4-FUNG-0376:S003,M4-FUNG-0376,S003,Canonical source row BGC0002216; NCBI TaxID 413071,,,,,,,17
M4-FUNG-0377:S001,M4-FUNG-0377,S001,Current MIBiG BGC0002218.2; Dentipellis sp. KUC8613,,,,,,,15
M4-FUNG-0377:S002,M4-FUNG-0377,S002,"Li et al. 2019, Fungal Genetics and Biology 128:36-42, PMID 30905831, DOI 10.1016/j.fgb.2019.03.007",,,,,,,16
M4-FUNG-0377:S003,M4-FUNG-0377,S003,Canonical source row BGC0002218; NCBI TaxID 1883078,,,,,,,17
M4-FUNG-0378:S001,M4-FUNG-0378,S001,Current MIBiG BGC0002219.2; Stereum hirsutum FP-91666 SS1,,,,,,,15
M4-FUNG-0378:S002,M4-FUNG-0378,S002,"Li et al. 2019, Fungal Genetics and Biology 128:36-42, PMID 30905831",,,,,,,16
M4-FUNG-0378:S003,M4-FUNG-0378,S003,Canonical source row BGC0002219; NCBI TaxID 721885,,,,,,,17
M4-FUNG-0379:S001,M4-FUNG-0379,S001,Current MIBiG BGC0002220.2; Punctularia strigosozonata HHB-11173 SS5,,,,,,,15
M4-FUNG-0379:S002,M4-FUNG-0379,S002,"Li et al. 2019, Fungal Genetics and Biology 128:36-42, PMID 30905831",,,,,,,16
M4-FUNG-0379:S003,M4-FUNG-0379,S003,Canonical source row BGC0002220; NCBI TaxID 741275,,,,,,,17
M4-FUNG-0380:S001,M4-FUNG-0380,S001,Current MIBiG BGC0002221.2; heterologous expression and NMR evidence,,,,,,,15
M4-FUNG-0380:S002,M4-FUNG-0380,S002,"Li et al. 2019, Fungal Genetics and Biology 128:36-42, PMID 30905831, DOI 10.1016/j.fgb.2019.03.007",,,,,,,16
M4-FUNG-0380:S003,M4-FUNG-0380,S003,Canonical source row BGC0002221; NCBI TaxID 578457,,,,,,,17
M4-FUNG-0381:S001,M4-FUNG-0381,S001,Current MIBiG BGC0002222.2; Diffractella curvata; zopfiellin,,,,,,,15
M4-FUNG-0381:S002,M4-FUNG-0381,S002,"de Mattos-Shipley et al. 2020, Chemical Science 11:11570-11578, DOI 10.1039/D0SC04309E; PMID 34094403",,,,,,,16
M4-FUNG-0381:S003,M4-FUNG-0381,S003,Canonical source row BGC0002222; NCBI TaxID 2819868,,,,,,,17
M4-FUNG-0382:S001,M4-FUNG-0382,S001,Current MIBiG BGC0002223.3; RETIRED; Scytalidium album,,,,,,,15
M4-FUNG-0382:S002,M4-FUNG-0382,S002,"de Mattos-Shipley et al. 2020, Chemical Science, DOI 10.1039/D0SC04309E; PMID 34094403",,,,,,,16
M4-FUNG-0382:S003,M4-FUNG-0382,S003,"Earlier scytalidin antifungal literature; canonical source row BGC0002223, NCBI TaxID 1525810",,,,,,,17
M4-FUNG-0383:S001,M4-FUNG-0383,S001,Current MIBiG BGC0002224.2; RETIRED; Diffractella curvata,,,,,,,15
M4-FUNG-0383:S002,M4-FUNG-0383,S002,"de Mattos-Shipley et al. 2020, Chemical Science, DOI 10.1039/D0SC04309E; PMID 34094403",,,,,,,16
M4-FUNG-0383:S003,M4-FUNG-0383,S003,Earlier zopfiellin literature including PMID 32065755; canonical source row BGC0002224,,,,,,,17
M4-FUNG-0384:S001,M4-FUNG-0384,S001,Current MIBiG BGC0002225; Aspergillus aculeatus ATCC 16872.,,,,,,,15
M4-FUNG-0384:S002,M4-FUNG-0384,S002,"Lee et al. 2019, Angew Chem Int Ed, DOI 10.1002/anie.201910200; PMID 31618514.",,,,,,,16
M4-FUNG-0384:S003,M4-FUNG-0384,S003,Mechanistic gene-function annotations concordant with the experimentally reconstructed aculene pathway.,,,,,,,17
M4-FUNG-0385:S001,M4-FUNG-0385,S001,Current MIBiG BGC0002226; Aspergillus aculeatus ATCC 16872; KV878985.1.,,,,,,,15
M4-FUNG-0385:S002,M4-FUNG-0385,S002,"Robey et al. 2018, ACS Chemical Biology, 'Identification of the First Diketomorpholine Biosynthetic Pathway Using FAC-MS Technology'; PMID 29631395.",,,,,,,16
M4-FUNG-0385:S003,M4-FUNG-0385,S003,MIBiG biosynthetic-module annotations: tryptophan and D-phenyllactic acid are structure-based substrate assignments.,,,,,,,17
M4-FUNG-0386:S001,M4-FUNG-0386,S001,Current MIBiG BGC0002227; Aspergillus luchuensis IFO 4308; DF126453.1.,,,,,,,15
M4-FUNG-0386:S002,M4-FUNG-0386,S002,"Morishita et al. 2020, Organic Letters, DOI 10.1021/acs.orglett.0c01975; PMID 32663020.",,,,,,,16
M4-FUNG-0386:S003,M4-FUNG-0386,S003,"Current MIBiG gene inventory and compound list: AKML A, B, C and D.",,,,,,,17
M4-FUNG-0387:S001,M4-FUNG-0387,S001,Current MIBiG BGC0002228; Colletotrichum incanum; LFIW01000394.1.,,,,,,,15
M4-FUNG-0387:S002,M4-FUNG-0387,S002,"Morishita et al. 2020, Organic Letters, DOI 10.1021/acs.orglett.0c01975; PMID 32663020.",,,,,,,16
M4-FUNG-0387:S003,M4-FUNG-0387,S003,"Current MIBiG compounds: CIML A, B and D; database/antiSMASH comparison also recognizes CIML C.",,,,,,,17
M4-FUNG-0388:S001,M4-FUNG-0388,S001,Current MIBiG BGC0002229; Aspergillus aculeatus ATCC 16872; KV878982.1.,,,,,,,15
M4-FUNG-0388:S002,M4-FUNG-0388,S002,"Petersen et al. 2015, ChemBioChem, DOI 10.1002/cbic.201500210; PMID 26374386.",,,,,,,16
M4-FUNG-0388:S003,M4-FUNG-0388,S003,MIBiG compounds include 6-MSA and aculin A; defining study reports broader 6-MSA-derived aculin chemistry.,,,,,,,17
M4-FUNG-0389:S001,M4-FUNG-0389,S001,Current MIBiG BGC0002230; Tolypocladium sp. 49Y; MT127616.1.,,,,,,,15
M4-FUNG-0389:S002,M4-FUNG-0389,S002,"Zhang et al. 2020, Journal of Natural Products, '4-Hydroxy Pyridones from Heterologous Expression and Cultivation of the Native Host'; PMID 33095987.",,,,,,,16
