measurement_key,dossier_id,measurement_id,subject_type,subject_id,analyte_raw,value_raw,value_numeric,unit_raw,denominator_raw,timepoint_raw,statistic_raw,n_raw,detection_limit_raw,direction_vs_control_raw,source_ids,note,source_row
M4-FUNG-0023:Q002,M4-FUNG-0023,Q002,EXPERIMENT,M4-FUNG-0023:E001,MIBiG CDS count,1,1.0,CDS,fusA,sequence,count,1,,,S001,,142
M4-FUNG-0023:Q003,M4-FUNG-0023,Q003,EXPERIMENT,M4-FUNG-0023:E002,FUS transcriptional-cluster genes,9,9.0,genes,fus1–fus9,cluster,count,1,,,S003; S007,,143
M4-FUNG-0023:Q004,M4-FUNG-0023,Q004,EXPERIMENT,M4-FUNG-0023:E003,minimal canonical fusarin genes,4,4.0,genes,fus1/fus2/fus8/fus9,functional sufficiency,count,,,,S003,,144
M4-FUNG-0023:Q005,M4-FUNG-0023,Q005,EXPERIMENT,M4-FUNG-0023:E002,high-N glutamine condition,60,60.0,mM,F. fujikuroi,inducing culture,reported,,,,S003,,145
M4-FUNG-0023:Q006,M4-FUNG-0023,Q006,EXPERIMENT,M4-FUNG-0023:E002,low-N glutamine condition,6,6.0,mM,F. fujikuroi,comparison,reported,,,,S003,,146
M4-FUNG-0023:Q007,M4-FUNG-0023,Q007,EXPERIMENT,M4-FUNG-0023:E003,mutant metabolite assay duration,4,4.0,days,60 mM glutamine cultures,endpoint,reported,,,,S003,,147
M4-FUNG-0023:Q008,M4-FUNG-0023,Q008,EXPERIMENT,M4-FUNG-0023:E006,fusA induction window,5,5.0,to 7 days,high-N F. fujikuroi,time course,reported window,,,,S004,,148
M4-FUNG-0023:Q009,M4-FUNG-0023,Q009,EXPERIMENT,M4-FUNG-0023:E009,high-N nitrate condition,120,120.0,mM NaNO3,comparative Fusarium panel,endpoint,reported,,,,S006,,149
M4-FUNG-0023:Q010,M4-FUNG-0023,Q010,EXPERIMENT,M4-FUNG-0023:E008,minimum FUS transcript decrease in ΔFvstuA,15,15.0,fold,FUS genes vs WT,RNA-seq,reported lower bound,,,lower,S015,Many genes fell ~27–80-fold or more.,150
M4-FUNG-0023:Q011,M4-FUNG-0023,Q011,UNRESOLVED_REFERENCE,M001,fusarin C molecular formula,C23H29NO7,,formula,PubChem CID 6435894,current authoritative compound record,exact,,,,S009,,151
M4-FUNG-0023:Q012,M4-FUNG-0023,Q012,UNRESOLVED_REFERENCE,M001,MCF-7 stimulatory concentration range,0.1,0.1,to 20 µM,fusarin C,cell assay,reported range,,,,S012,Growth inhibitory above ~50 µM.,152
M4-FUNG-0024:Q001,M4-FUNG-0024,Q001,EXPERIMENT,M4-FUNG-0024:E001,MIBiG displayed-region length,55000,55000.0,bp,GU574478.1,sequence,exact,1,,,S001,,150
M4-FUNG-0024:Q002,M4-FUNG-0024,Q002,EXPERIMENT,M4-FUNG-0024:E001,MIBiG displayed CDS count,21,21.0,CDSs,BGC0000070,sequence,count,1,,,S001,,151
M4-FUNG-0024:Q003,M4-FUNG-0024,Q003,EXPERIMENT,M4-FUNG-0024:E001,annotated gsf cluster genes,13,13.0,genes,gsfA–K + gsfR1/R2,cluster,count,1,,,S003,,152
M4-FUNG-0024:Q004,M4-FUNG-0024,Q004,EXPERIMENT,M4-FUNG-0024:E008,minimal fully reconstructed chemical-core enzymes,7,7.0,enzymes,GsfA/B/C/D/E/F/I,cell-free total biosynthesis,count,,,,S004,,153
M4-FUNG-0024:Q005,M4-FUNG-0024,Q005,EXPERIMENT,M4-FUNG-0024:E001,native culture temperature,28,28.0,°C,IBT5753,production,reported,,,,S003,,154
M4-FUNG-0024:Q006,M4-FUNG-0024,Q006,EXPERIMENT,M4-FUNG-0024:E003,positive ΔgsfI disruptants characterized,2,2.0,mutants,ΔgsfI-IV5 and ΔgsfI-IV11,screen,reported,,,,S003,Approximately 100 glufosinate-resistant transformants were screened.,155
M4-FUNG-0024:Q007,M4-FUNG-0024,Q007,EXPERIMENT,M4-FUNG-0024:E003,dechlorogriseofulvin isolated from ΔgsfI,28,28.0,mg,2-L stationary culture,isolation,reported,,,,S003,,156
M4-FUNG-0024:Q008,M4-FUNG-0024,Q008,EXPERIMENT,M4-FUNG-0024:E003,ΔgsfI culture volume for isolation,2,2.0,L,stationary liquid culture,isolation,reported,,,,S003,,157
M4-FUNG-0024:Q009,M4-FUNG-0024,Q009,EXPERIMENT,M4-FUNG-0024:E003,GsfI in-vitro conversion of griseophenone C,50,50.0,% approximately,substrate conversion,enzyme assay,reported,,,,S004,,158
M4-FUNG-0024:Q010,M4-FUNG-0024,Q010,EXPERIMENT,M4-FUNG-0024:E008,GsfA polyketide building units,1,1.0,acetyl-CoA + 6 malonyl-CoA,heptaketide scaffold,biosynthesis,reported stoichiometry,,,,S004,,159
M4-FUNG-0025:Q001,M4-FUNG-0025,Q001,EXPERIMENT,M4-FUNG-0025:E001,BGC0000076 length,36275,36275.0,bp,EU520417.1,sequence,exact,1,,,S001; S002,,136
M4-FUNG-0025:Q002,M4-FUNG-0025,Q002,EXPERIMENT,M4-FUNG-0025:E001,hpm CDS count,9,9.0,genes,hpm1–hpm9,cluster,count,1,,,S001,,137
M4-FUNG-0025:Q003,M4-FUNG-0025,Q003,EXPERIMENT,M4-FUNG-0025:E001,DSM11931 vs DSM11932 cluster nucleotide divergence,0.1,0.1,% approximately,cluster sequence,comparison,reported approximate,,,,S003,Most substitutions silent.,138
M4-FUNG-0025:Q004,M4-FUNG-0025,Q004,EXPERIMENT,M4-FUNG-0025:E002,DSM11931 successful colonies under best transformation procedure,0,0.0,colonies,per attempted transformation protocol,endpoint,reported,,,,S003,,139
M4-FUNG-0025:Q005,M4-FUNG-0025,Q005,EXPERIMENT,M4-FUNG-0025:E002,DSM11932 colony yield under same best procedure,1,1.0,colony approximately,per transformation,endpoint,reported average,,,,S003,,140
M4-FUNG-0025:Q006,M4-FUNG-0025,Q006,EXPERIMENT,M4-FUNG-0025:E003,4-O-desmethylhypothemycin in best hpm5-disruption reisolate,65,65.0,mg/L approximately,DSM11932 mutant,production,reported,,,,S003,,141
M4-FUNG-0025:Q007,M4-FUNG-0025,Q007,EXPERIMENT,M4-FUNG-0025:E003,"7′,8′-dihydrohypothemycin in best hpm5-disruption reisolate",45,45.0,mg/L approximately,DSM11932 mutant,production,reported,,,,S003,,142
M4-FUNG-0025:Q008,M4-FUNG-0025,Q008,EXPERIMENT,M4-FUNG-0025:E003,hypothemycin in best hpm5-disruption reisolate,<1,,mg/L,DSM11932 mutant,production,reported,,,,S003,,143
M4-FUNG-0025:Q009,M4-FUNG-0025,Q009,EXPERIMENT,M4-FUNG-0025:E003,wild-type hypothemycin under same production conditions,800,800.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,144
M4-FUNG-0025:Q010,M4-FUNG-0025,Q010,EXPERIMENT,M4-FUNG-0025:E003,"wild-type 7′,8′-dihydrohypothemycin",180,180.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,145
M4-FUNG-0025:Q011,M4-FUNG-0025,Q011,EXPERIMENT,M4-FUNG-0025:E003,wild-type 4-O-desmethylhypothemycin,10,10.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,146
M4-FUNG-0025:Q012,M4-FUNG-0025,Q012,EXPERIMENT,M4-FUNG-0025:E004,dual-PKS positive yeast clones,7,7.0,of 8 clones,Hpm3+Hpm8,screen,reported,,,,S003,,147
M4-FUNG-0025:Q013,M4-FUNG-0025,Q013,EXPERIMENT,M4-FUNG-0025:E004,DHZ titer in positive dual-PKS yeast clones,20,20.0,mg/L approximately,yeast culture,endpoint,reported,,,,S003,,148
M4-FUNG-0025:Q014,M4-FUNG-0025,Q014,EXPERIMENT,M4-FUNG-0025:E006,Hpm5 conversion of 4-O-desmethylhypothemycin,100,100.0,%,60-min in-vitro assay,enzyme assay,reported,,,,S003,,149
M4-FUNG-0025:Q015,M4-FUNG-0025,Q015,EXPERIMENT,M4-FUNG-0025:E006,Hpm7 conversion of desepoxyhypothemycin,86,86.0,%,60-min in-vitro assay,enzyme assay,reported,,,,S003,,150
M4-FUNG-0025:Q016,M4-FUNG-0025,Q016,EXPERIMENT,M4-FUNG-0025:E007,Hpm2 isomerization equilibrium trans fraction,85,85.0,% approximately,RAL olefin equilibrium,enzyme assay,reported,,,,S003,,151
M4-FUNG-0025:Q017,M4-FUNG-0025,Q017,EXPERIMENT,M4-FUNG-0025:E007,Hpm2 isomerization equilibrium cis fraction,15,15.0,% approximately,RAL olefin equilibrium,enzyme assay,reported,,,,S003,,152
M4-FUNG-0026:Q001,M4-FUNG-0026,Q001,EXPERIMENT,M4-FUNG-0026:E001,BGC0000077 length,42765,42765.0,bp,EU520418.1,sequence,exact,1,,,S001; S002,,136
M4-FUNG-0026:Q002,M4-FUNG-0026,Q002,EXPERIMENT,M4-FUNG-0026:E001,MIBiG CDS count,10,10.0,CDSs,hpm1–hpm9 + orf10,cluster,count,1,,,S001; S002,,137
M4-FUNG-0026:Q003,M4-FUNG-0026,Q003,EXPERIMENT,M4-FUNG-0026:E001,DSM11931 vs DSM11932 cluster nucleotide divergence,0.1,0.1,% approximately,cluster sequence,comparison,reported approximate,,,,S003,Most substitutions silent.,138
M4-FUNG-0026:Q004,M4-FUNG-0026,Q004,EXPERIMENT,M4-FUNG-0026:E002,DSM11931 successful colonies under best transformation procedure,0,0.0,colonies,per attempted transformation protocol,endpoint,reported,,,,S003,,139
M4-FUNG-0026:Q005,M4-FUNG-0026,Q005,EXPERIMENT,M4-FUNG-0026:E002,DSM11932 colony yield under same best procedure,1,1.0,colony approximately,per transformation,endpoint,reported average,,,,S003,,140
M4-FUNG-0026:Q006,M4-FUNG-0026,Q006,EXPERIMENT,M4-FUNG-0026:E003,4-O-desmethylhypothemycin in best hpm5-disruption reisolate,65,65.0,mg/L approximately,DSM11932 mutant,production,reported,,,,S003,,141
M4-FUNG-0026:Q007,M4-FUNG-0026,Q007,EXPERIMENT,M4-FUNG-0026:E003,"7′,8′-dihydrohypothemycin in best hpm5-disruption reisolate",45,45.0,mg/L approximately,DSM11932 mutant,production,reported,,,,S003,,142
M4-FUNG-0026:Q008,M4-FUNG-0026,Q008,EXPERIMENT,M4-FUNG-0026:E003,hypothemycin in best hpm5-disruption reisolate,<1,,mg/L,DSM11932 mutant,production,reported,,,,S003,,143
M4-FUNG-0026:Q009,M4-FUNG-0026,Q009,EXPERIMENT,M4-FUNG-0026:E003,wild-type hypothemycin under same production conditions,800,800.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,144
M4-FUNG-0026:Q010,M4-FUNG-0026,Q010,EXPERIMENT,M4-FUNG-0026:E003,"wild-type 7′,8′-dihydrohypothemycin",180,180.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,145
M4-FUNG-0026:Q011,M4-FUNG-0026,Q011,EXPERIMENT,M4-FUNG-0026:E003,wild-type 4-O-desmethylhypothemycin,10,10.0,mg/L,DSM11932 WT comparison,production,reported,,,,S003,,146
M4-FUNG-0026:Q012,M4-FUNG-0026,Q012,EXPERIMENT,M4-FUNG-0026:E004,dual-PKS positive yeast clones,7,7.0,of 8 clones,Hpm3+Hpm8,screen,reported,,,,S003,,147
M4-FUNG-0026:Q013,M4-FUNG-0026,Q013,EXPERIMENT,M4-FUNG-0026:E004,DHZ titer in positive dual-PKS yeast clones,20,20.0,mg/L approximately,yeast culture,endpoint,reported,,,,S003,,148
M4-FUNG-0026:Q014,M4-FUNG-0026,Q014,EXPERIMENT,M4-FUNG-0026:E006,Hpm5 conversion of 4-O-desmethylhypothemycin,100,100.0,%,60-min in-vitro assay,enzyme assay,reported,,,,S003,,149
M4-FUNG-0026:Q015,M4-FUNG-0026,Q015,EXPERIMENT,M4-FUNG-0026:E006,Hpm7 conversion of desepoxyhypothemycin,86,86.0,%,60-min in-vitro assay,enzyme assay,reported,,,,S003,,150
M4-FUNG-0026:Q016,M4-FUNG-0026,Q016,EXPERIMENT,M4-FUNG-0026:E007,Hpm2 isomerization equilibrium trans fraction,85,85.0,% approximately,RAL olefin equilibrium,enzyme assay,reported,,,,S003,,151
M4-FUNG-0026:Q017,M4-FUNG-0026,Q017,EXPERIMENT,M4-FUNG-0026:E007,Hpm2 isomerization equilibrium cis fraction,15,15.0,% approximately,RAL olefin equilibrium,enzyme assay,reported,,,,S003,,152
M4-FUNG-0027:Q001,M4-FUNG-0027,Q001,EXPERIMENT,M4-FUNG-0027:E001,MIBiG displayed region length,55428,55428.0,bp,AH007774.2,sequence,exact,1,,,S001,,147
M4-FUNG-0027:Q002,M4-FUNG-0027,Q002,EXPERIMENT,M4-FUNG-0027:E001,MIBiG displayed CDS count,17,17.0,CDSs,AH007774.2,sequence,count,1,,,S001,Excludes essential LovB.,148
M4-FUNG-0027:Q003,M4-FUNG-0027,Q003,EXPERIMENT,M4-FUNG-0027:E003,LovB approximate protein size,335,335.0,kDa,recombinant LovB,protein,reported,,,,S005,,149
M4-FUNG-0027:Q004,M4-FUNG-0027,Q004,EXPERIMENT,M4-FUNG-0027:E003,LovB chain-extension rounds,8,8.0,extensions,nonaketide assembly,cell-free reconstitution,reported,,,,S005,Produces nine-carbonyl-unit backbone including starter.,150
M4-FUNG-0027:Q005,M4-FUNG-0027,Q005,EXPERIMENT,M4-FUNG-0027:E003,LovB catalytic operations,35,35.0,reactions approximately,one DML assembly cycle,mechanistic estimate,reported,,,,S005,Illustrates iterative programming complexity.,151
M4-FUNG-0027:Q006,M4-FUNG-0027,Q006,EXPERIMENT,M4-FUNG-0027:E003,NADPH concentration,2,2.0,mM,typical purified LovB/LovC assay,reaction,reported,,,,S005,,152
M4-FUNG-0027:Q007,M4-FUNG-0027,Q007,EXPERIMENT,M4-FUNG-0027:E003,SAM concentration,2,2.0,mM,typical purified LovB/LovC assay,reaction,reported,,,,S005,,153
M4-FUNG-0027:Q008,M4-FUNG-0027,Q008,EXPERIMENT,M4-FUNG-0027:E007,defined glucose concentration,40,40.0,g/L,defined glucose/glutamate medium,fermentation,reported,,,,S010,,154
M4-FUNG-0027:Q009,M4-FUNG-0027,Q009,EXPERIMENT,M4-FUNG-0027:E007,defined glutamate concentration,9.8,9.8,g/L,defined glucose/glutamate medium,fermentation,reported,,,,S010,,155
M4-FUNG-0027:Q010,M4-FUNG-0027,Q010,EXPERIMENT,M4-FUNG-0027:E007,fermentor agitation,400,400.0,rpm,reported production fermentations,fermentation,reported,,,,S010,,156
M4-FUNG-0027:Q011,M4-FUNG-0027,Q011,EXPERIMENT,M4-FUNG-0027:E007,aeration,1,1.0,vvm,reported production fermentations,fermentation,reported,,,,S010,,157
M4-FUNG-0027:Q012,M4-FUNG-0027,Q012,EXPERIMENT,M4-FUNG-0027:E008,NAC concentration in SSF test,100,100.0,mM,solid-state fermentation,redox perturbation,reported,,,,S013,,158
M4-FUNG-0027:Q013,M4-FUNG-0027,Q013,EXPERIMENT,M4-FUNG-0027:E008,ROS reduction with NAC,53,53.0,%,SSF treatment vs control,endpoint,reported,,,lower,S013,,159
M4-FUNG-0027:Q014,M4-FUNG-0027,Q014,EXPERIMENT,M4-FUNG-0027:E008,lovastatin reduction with NAC,79,79.0,%,SSF treatment vs control,endpoint,reported,,,lower,S013,,160
M4-FUNG-0028:Q001,M4-FUNG-0028,Q001,EXPERIMENT,M4-FUNG-0028:E001,current BGC0000089 functional gene count,0,0.0,genes,current MIBiG-derived functional database,database,reported,,,,S004,,131
M4-FUNG-0028:Q002,M4-FUNG-0028,Q002,EXPERIMENT,M4-FUNG-0028:E002,historical lovastatin genes across AF141924.1 + AF141925.1,17,17.0,genes,combined legacy representation,genome comparison,reported,,,,S003,,132
M4-FUNG-0028:Q003,M4-FUNG-0028,Q003,EXPERIMENT,M4-FUNG-0028:E002,historical genes on AF141925.1,14,14.0,genes,partial accession,genome comparison,reported,,,,S003,,133
M4-FUNG-0028:Q004,M4-FUNG-0028,Q004,EXPERIMENT,M4-FUNG-0028:E002,historical genes on AF141924.1,3,3.0,genes,partial accession,genome comparison,reported,,,,S003,,134
M4-FUNG-0029:Q001,M4-FUNG-0029,Q001,EXPERIMENT,M4-FUNG-0029:E001,MIBiG displayed-region length,45000,45000.0,bp,DQ176595.1,sequence,exact,1,,,S001,,136
M4-FUNG-0029:Q002,M4-FUNG-0029,Q002,EXPERIMENT,M4-FUNG-0029:E001,original BAC-defined putative cluster size,42,42.0,kb approximately,mps01,sequence region,reported approximate,,,,S003,MIBiG display extends to 45 kb.,137
M4-FUNG-0029:Q003,M4-FUNG-0029,Q003,EXPERIMENT,M4-FUNG-0029:E001,cluster gene count,9,9.0,genes,mokA–mokI,cluster,count,1,,,S001; S003,,138
M4-FUNG-0029:Q004,M4-FUNG-0029,Q004,EXPERIMENT,M4-FUNG-0029:E003,mokH-overexpression MK output,1.7,1.7,fold WT,T-mokH1 vs WT,time course,reported,,,higher,S005,,139
M4-FUNG-0029:Q005,M4-FUNG-0029,Q005,EXPERIMENT,M4-FUNG-0029:E004,glutamate concentration,10,10.0,mM,fermentation medium,treatment,reported,,,,S006,,140
M4-FUNG-0029:Q006,M4-FUNG-0029,Q006,EXPERIMENT,M4-FUNG-0029:E004,glutamate-medium maximal MK,215.4,215.4,mg/L,Monascus M1,day 11,reported,3,NR,higher,S006,Comparative Monascus M1 experiment; source reports 215.4 mg/L in glutamate medium.,141
M4-FUNG-0029:Q007,M4-FUNG-0029,Q007,EXPERIMENT,M4-FUNG-0029:E004,original-medium maximal MK,68.6,68.6,mg/L,Monascus M1,day 8,reported,3,,,S006,Abstract also reports a 48.4→215.4 mg/L comparison; use time-resolved maxima here.,142
M4-FUNG-0029:Q008,M4-FUNG-0029,Q008,EXPERIMENT,M4-FUNG-0029:E004,mokA expression change with glutamate,63.5,63.5,% decrease,versus original medium,day 8,reported,3,,lower,S006,Other mokB–I transcripts were significantly upregulated.,143
M4-FUNG-0029:Q009,M4-FUNG-0029,Q009,EXPERIMENT,M4-FUNG-0029:E004,glutamate-medium maximal biomass,36.7,36.7,mg/L as reported,Monascus M1,day 5,reported,3,NR,higher,S006,Unit retained exactly from the primary paper; unusually low biomass magnitude may reflect the source's reporting convention and is not normalized or corrected here.,144
M4-FUNG-0029:Q010,M4-FUNG-0029,Q010,EXPERIMENT,M4-FUNG-0029:E005,temperature-shift MK concentration,34.5,34.5,µg/mL,30°C 6 d →25°C 15 d,day 21,reported,,,higher,S007,,145
M4-FUNG-0029:Q011,M4-FUNG-0029,Q011,EXPERIMENT,M4-FUNG-0029:E005,constant-30°C MK concentration,2.11,2.11,µg/mL,30°C 21 d,day 21,reported,,,,S007,,146
M4-FUNG-0029:Q012,M4-FUNG-0029,Q012,EXPERIMENT,M4-FUNG-0029:E005,temperature-shift MK fold difference,16,16.0,fold approximately,shift vs constant 30°C,day 21,reported,,,higher,S007,,147
M4-FUNG-0029:Q013,M4-FUNG-0029,Q013,EXPERIMENT,M4-FUNG-0029:E005,maximum biomass temperature-shift,0.477,0.477,g dry cell mass/dish,shift cultivation,endpoint,reported,,,lower,S007,,148
M4-FUNG-0029:Q014,M4-FUNG-0029,Q014,EXPERIMENT,M4-FUNG-0029:E005,maximum biomass constant 30°C,0.581,0.581,g dry cell mass/dish,constant cultivation,endpoint,reported,,,,S007,,149
M4-FUNG-0029:Q015,M4-FUNG-0029,Q015,EXPERIMENT,M4-FUNG-0029:E006,Δmpclr4 MK change,52.6,52.6,%,vs WT,end of fermentation,reported,,,higher,S010,,150
M4-FUNG-0029:Q016,M4-FUNG-0029,Q016,EXPERIMENT,M4-FUNG-0029:E006,Δmpdot1 MK output,43.5,43.5,% of WT,vs WT,end of fermentation,reported,,,lower,S010,,151
M4-FUNG-0029:Q017,M4-FUNG-0029,Q017,EXPERIMENT,M4-FUNG-0029:E007,mokI-overexpression MK change,41.39,41.39,%,vs parental M. pilosus,endpoint,reported,,,higher,S008,,152
M4-FUNG-0029:Q018,M4-FUNG-0029,Q018,EXPERIMENT,M4-FUNG-0029:E008,mokE-overexpression MK change,32.1,32.1,%,vs MS-1,endpoint,reported,,,higher,S009,,153
M4-FUNG-0029:Q019,M4-FUNG-0029,Q019,EXPERIMENT,M4-FUNG-0029:E008,ΔmokE MK production,0,0.0,detectable MK,ΔmokE,endpoint,reported,,,lower,S009,Complementation restores synthesis.,154
M4-FUNG-0030:Q001,M4-FUNG-0030,Q001,EXPERIMENT,M4-FUNG-0030:E001,PKS/PKS-hybrid genes screened,25,25.0,genes,PM1 genome,systematic screen,count,1,,,S003,,133
M4-FUNG-0030:Q002,M4-FUNG-0030,Q002,EXPERIMENT,M4-FUNG-0030:E002,neighboring ORFs additionally knocked down,14,14.0,ORFs,5 upstream + 9 downstream,boundary screen,count,1,,,S003,,134
M4-FUNG-0030:Q003,M4-FUNG-0030,Q003,EXPERIMENT,M4-FUNG-0030:E002,functional genes in red-pigment cluster,5,5.0,genes,pks3 + rp1–rp4,boundary result,count,1,,,S003,,135
M4-FUNG-0030:Q004,M4-FUNG-0030,Q004,EXPERIMENT,M4-FUNG-0030:E002,neighboring tested ORFs with WT-like pigment phenotype,10,10.0,ORFs,orf1–orf10 excluding rp1–rp4,boundary result,count,1,,,S003,,136
M4-FUNG-0030:Q005,M4-FUNG-0030,Q005,EXPERIMENT,M4-FUNG-0030:E002,pks3 residual transcript,1,1.0,"% WT, less than",pks3-KD,endpoint,reported,,,lower,S003,,137
M4-FUNG-0030:Q006,M4-FUNG-0030,Q006,EXPERIMENT,M4-FUNG-0030:E002,rp1 residual transcript,15,15.0,% WT,rp1-KD,endpoint,reported,,,lower,S003,,138
M4-FUNG-0030:Q007,M4-FUNG-0030,Q007,EXPERIMENT,M4-FUNG-0030:E002,rp2 residual transcript,23,23.0,% WT,rp2-KD,endpoint,reported,,,lower,S003,,139
M4-FUNG-0030:Q008,M4-FUNG-0030,Q008,EXPERIMENT,M4-FUNG-0030:E002,rp3 residual transcript,33,33.0,% WT,rp3-KD,endpoint,reported,,,lower,S003,,140
M4-FUNG-0030:Q009,M4-FUNG-0030,Q009,EXPERIMENT,M4-FUNG-0030:E002,rp4 residual transcript,29,29.0,% WT,rp4-KD,endpoint,reported,,,lower,S003,,141
M4-FUNG-0030:Q010,M4-FUNG-0030,Q010,EXPERIMENT,M4-FUNG-0030:E003,RPMI glucose concentration,5,5.0,%,RPMI1640,culture,reported,,,,S003,,142
M4-FUNG-0030:Q011,M4-FUNG-0030,Q011,EXPERIMENT,M4-FUNG-0030:E003,RPMI incubation temperature,25,25.0,°C,liquid pigment/metabolomics assay,culture,reported,,,,S003,,143
M4-FUNG-0030:Q012,M4-FUNG-0030,Q012,EXPERIMENT,M4-FUNG-0030:E003,RPMI agitation,250,250.0,rpm,liquid pigment/metabolomics assay,culture,reported,,,,S003,,144
M4-FUNG-0030:Q013,M4-FUNG-0030,Q013,EXPERIMENT,M4-FUNG-0030:E003,RPMI incubation time,100,100.0,h,liquid pigment/metabolomics assay,endpoint,reported,,,,S003,,145
M4-FUNG-0030:Q014,M4-FUNG-0030,Q014,EXPERIMENT,M4-FUNG-0030:E003,WT UV-Vis absorption maxima,373;405;499;553,,nm,culture medium,endpoint,reported,,,,S003,499 nm red-color maximum absent in pks3/rp1–rp4 knockdowns.,146
M4-FUNG-0030:Q015,M4-FUNG-0030,Q015,EXPERIMENT,M4-FUNG-0030:E003,monascorubrin retention time,20.6,20.6,min,UHPLC,endpoint,reported,,,,S003,,147
M4-FUNG-0030:Q016,M4-FUNG-0030,Q016,EXPERIMENT,M4-FUNG-0030:E003,monascorubrin [M+Na]+,405.1672,405.1672,m/z,UHPLC-MS,endpoint,reported,,,,S003,,148
M4-FUNG-0030:Q017,M4-FUNG-0030,Q017,EXPERIMENT,M4-FUNG-0030:E003,monascorubrin [M+H]+,383.1865,383.1865,m/z,MS/MS precursor,endpoint,reported,,,,S003,,149
M4-FUNG-0030:Q018,M4-FUNG-0030,Q018,EXPERIMENT,M4-FUNG-0030:E003,ankaflavin retention time,18.9,18.9,min,UHPLC,endpoint,reported,,,,S003,,150
M4-FUNG-0030:Q019,M4-FUNG-0030,Q019,EXPERIMENT,M4-FUNG-0030:E003,ankaflavin [M+H]+,387.2166,387.2166,m/z,UHPLC-MS,endpoint,reported,,,,S003,,151
M4-FUNG-0030:Q020,M4-FUNG-0030,Q020,EXPERIMENT,M4-FUNG-0030:E003,citrinin retention time,12.8,12.8,min,UHPLC,endpoint,reported,,,,S003,,152
M4-FUNG-0030:Q021,M4-FUNG-0030,Q021,EXPERIMENT,M4-FUNG-0030:E003,citrinin [M+H]+,251.0914,251.0914,m/z,UHPLC-MS,endpoint,reported,,,,S003,,153
M4-FUNG-0030:Q022,M4-FUNG-0030,Q022,EXPERIMENT,M4-FUNG-0030:E003,compound-1 increase in rp2/rp3/rp4 knockdowns,2.8,2.8,to 6.4 fold WT,branch mutants,endpoint,reported range,,,higher,S003,,154
M4-FUNG-0030:Q023,M4-FUNG-0030,Q023,EXPERIMENT,M4-FUNG-0030:E003,red-pigment mixture size,16,16.0,"compounds, more than",RPMI1640 culture,metabolomic profile,reported lower bound,,,,S003,,155
M4-FUNG-0031:Q001,M4-FUNG-0031,Q001,EXPERIMENT,M4-FUNG-0031:E001,MIBiG displayed-region length,45562,45562.0,bp,BN001308.1,sequence,exact,1,,,S001,,144
M4-FUNG-0031:Q002,M4-FUNG-0031,Q002,EXPERIMENT,M4-FUNG-0031:E001,MIBiG curated-locus span,24251,24251.0,bp,"4,379,755–4,404,005",sequence,inclusive calculation,1,,,S001,,145
M4-FUNG-0031:Q003,M4-FUNG-0031,Q003,EXPERIMENT,M4-FUNG-0031:E001,MIBiG CDS count,12,12.0,CDSs,mdp locus display,sequence,count,1,,,S001,,146
M4-FUNG-0031:Q004,M4-FUNG-0031,Q004,EXPERIMENT,M4-FUNG-0031:E005,minimal additional xanthone genes outside mdp locus,3,3.0,genes,xptA/xptB/xptC,functional programme,count,,,,S004,AN7999 tested but not required.,147
M4-FUNG-0031:Q005,M4-FUNG-0031,Q005,EXPERIMENT,M4-FUNG-0031:E002,standard deletion-culture duration,5,5.0,days,mdp/xpt studies,endpoint,reported,,,,S003; S004,,148
M4-FUNG-0031:Q006,M4-FUNG-0031,Q006,EXPERIMENT,M4-FUNG-0031:E002,standard deletion-culture temperature,37,37.0,°C,mdp/xpt studies,culture,reported,,,,S004,,149
M4-FUNG-0031:Q007,M4-FUNG-0031,Q007,EXPERIMENT,M4-FUNG-0031:E006,XptB DMAPP Km,0.024,0.024,mM,purified XptB,enzyme kinetics,reported,,,,S008,,150
M4-FUNG-0031:Q008,M4-FUNG-0031,Q008,EXPERIMENT,M4-FUNG-0031:E006,XptB DMAPP kcat,0.13,0.13,s^-1,purified XptB,enzyme kinetics,reported,,,,S008,,151
M4-FUNG-0031:Q009,M4-FUNG-0031,Q009,EXPERIMENT,M4-FUNG-0031:E006,XptB accepted-xanthone Km range,0.081,0.081,to 1.1 mM,accepted xanthone substrates,enzyme kinetics,reported range,,,,S008,,152
M4-FUNG-0031:Q010,M4-FUNG-0031,Q010,EXPERIMENT,M4-FUNG-0031:E006,XptB accepted-xanthone kcat range,0.02,0.02,to 0.5 s^-1,accepted xanthone substrates,enzyme kinetics,reported range,,,,S008,,153
M4-FUNG-0031:Q011,M4-FUNG-0031,Q011,EXPERIMENT,M4-FUNG-0031:E006,metal-ion activity enhancement,8,8.0,fold up to,Mn2+/Co2+ vs basal,enzyme assay,reported maximum,,,higher,S008,,154
M4-FUNG-0032:Q001,M4-FUNG-0032,Q001,EXPERIMENT,M4-FUNG-0032:E001,MIBiG displayed-region length,33515,33515.0,bp,HQ731031.1,sequence,exact,1,,,S001,,139
