observation_id,dossier_id,experiment_key,observation_type,subject_type,subject_id,value_raw,measurement_scale,timepoint_raw,source_ids,source_row,normalization_status
OBS_5831c71d1304,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,6,quantitative,architecture,S009,137,mapped
OBS_a117fc9e6cfb,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,4,quantitative,architecture,S009,138,mapped
OBS_10b2650cb57d,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,634,quantitative,architecture,S009,139,mapped
OBS_abe00054f35d,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,210,quantitative,architecture,S009,140,mapped
OBS_05ce7d1b972d,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,1,quantitative,genome,S009,141,mapped
OBS_9f5d5fd40ca8,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,225,quantitative,distance,S009,142,mapped
OBS_98e438ee113c,M4-FUNG-0041,M4-FUNG-0041:E006,measurement,EXPERIMENT,M4-FUNG-0041:E006,153,quantitative,distance,S009,143,mapped
OBS_b30a684d9b3f,M4-FUNG-0041,M4-FUNG-0041:E005,measurement,EXPERIMENT,M4-FUNG-0041:E005,8,quantitative,endpoint,S007,144,mapped
OBS_5a9bbecfbce5,M4-FUNG-0041,,measurement,UNRESOLVED_REFERENCE,M002,41,quantitative,compound,S009; S012,145,mapped
OBS_e3bc3def9fb7,M4-FUNG-0042,M4-FUNG-0042:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E001,AdaR overexpression induces adaA/adaB transcription and TAN-1612 pathway products,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_32c2363ad421,M4-FUNG-0042,M4-FUNG-0042:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E002,"defines AdaA scaffold chemistry, AdaC C2 hydroxylation, AdaB hydrolysis-versus-cyclization behavior and complete TAN-1612 production with AdaD",qualitative_or_composite,~2 d,S003,123,unreviewed
OBS_0246efe4f792,M4-FUNG-0042,M4-FUNG-0042:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E003,shows α-hydroxylation-dependent Claisen-like cyclization and dimanganese MβL mechanism; direct metal detail strongest for AptB homolog,qualitative_or_composite,0–120 min,S003,124,unreviewed
OBS_7ed224b41309,M4-FUNG-0042,M4-FUNG-0042:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E004,AdaR integration causes orange TAN/BMS-overproducing colonies and provides an independent visible activation phenotype,qualitative_or_composite,colony endpoint,S006,125,unreviewed
OBS_6c4b237d6620,M4-FUNG-0042,M4-FUNG-0042:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E005,efflux-pump coexpression reduces toxicity and increases supernatant titers; optimized strains exceed prior yeast yield by >450-fold,qualitative_or_composite,endpoint,S008,126,unreviewed
OBS_63ce41b0ead9,M4-FUNG-0042,M4-FUNG-0042:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E006,first heterologous fungal-polyketide production in S. boulardii; best reported strain produces 6.1 ± 2.3 mg/L TAN-1612,qualitative_or_composite,endpoint,S008,127,unreviewed
OBS_2252f3854c4f,M4-FUNG-0042,M4-FUNG-0042:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0042:E007,"native methyltransferase re-expression outside the cluster only partially restores methylation, suggesting genomic/expression context matters",qualitative_or_composite,endpoint,S010,128,unreviewed
OBS_b9ff801bfe21,M4-FUNG-0042,M4-FUNG-0042:E001,measurement,EXPERIMENT,M4-FUNG-0042:E001,13275,quantitative,sequence,S001,132,mapped
OBS_de0502cf3790,M4-FUNG-0042,M4-FUNG-0042:E001,measurement,EXPERIMENT,M4-FUNG-0042:E001,5,quantitative,cluster,S001,133,mapped
OBS_c362f2287e4e,M4-FUNG-0042,M4-FUNG-0042:E002,measurement,EXPERIMENT,M4-FUNG-0042:E002,2,quantitative,culture,S011,134,mapped
OBS_0f144e12e2bb,M4-FUNG-0042,M4-FUNG-0042:E003,measurement,EXPERIMENT,M4-FUNG-0042:E003,1.5,quantitative,metal analysis,S003,135,mapped
OBS_99370e615409,M4-FUNG-0042,M4-FUNG-0042:E003,measurement,EXPERIMENT,M4-FUNG-0042:E003,17,quantitative,time course,S003,136,mapped
OBS_cea64d172af6,M4-FUNG-0042,M4-FUNG-0042:E003,measurement,EXPERIMENT,M4-FUNG-0042:E003,0.7,quantitative,time course,S003,137,mapped
OBS_6dcbad8452c1,M4-FUNG-0042,M4-FUNG-0042:E004,measurement,EXPERIMENT,M4-FUNG-0042:E004,75,quantitative,screen,S006,138,mapped
OBS_df79bfe60fd1,M4-FUNG-0042,M4-FUNG-0042:E004,measurement,EXPERIMENT,M4-FUNG-0042:E004,5,quantitative,PCR validation,S006,139,mapped
OBS_7ae46453f475,M4-FUNG-0042,M4-FUNG-0042:E004,measurement,EXPERIMENT,M4-FUNG-0042:E004,93,quantitative,screen,S006,140,mapped
OBS_0a4a998cfb11,M4-FUNG-0042,M4-FUNG-0042:E004,measurement,EXPERIMENT,M4-FUNG-0042:E004,9,quantitative,PCR validation,S006,141,mapped
OBS_ae217d078a5e,M4-FUNG-0042,M4-FUNG-0042:E005,measurement,EXPERIMENT,M4-FUNG-0042:E005,450,quantitative,production,S008,142,mapped
OBS_ad0f35d808e4,M4-FUNG-0042,M4-FUNG-0042:E006,measurement,EXPERIMENT,M4-FUNG-0042:E006,6.1,quantitative,endpoint,S008,143,mapped
OBS_00fb680d6155,M4-FUNG-0042,M4-FUNG-0042:E006,measurement,EXPERIMENT,M4-FUNG-0042:E006,2.3,quantitative,endpoint,S008,144,mapped
OBS_4a28ccca138a,M4-FUNG-0042,,measurement,UNRESOLVED_REFERENCE,M001,C21H18O9,qualitative_or_text,structure,S001,145,mapped
OBS_c6b8f7af3214,M4-FUNG-0042,,measurement,UNRESOLVED_REFERENCE,M002,C20H16O9,qualitative_or_text,structure,S001,146,mapped
OBS_83bef2b06a35,M4-FUNG-0043,M4-FUNG-0043:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E001,eight genes define the terreic-acid functional core,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_4e6993bae03b,M4-FUNG-0043,M4-FUNG-0043:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E002,AtX→6-MSA; AtA→3-methylcatechol; AtE→benzenetriol; AtG alone cannot replace AtE,qualitative_or_composite,24–48 h,S004,126,unreviewed
OBS_8efb9e9bdbf9,M4-FUNG-0043,M4-FUNG-0043:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E003,"AtD, not AtG, produces terremutin",qualitative_or_composite,48 h,S004,127,unreviewed
OBS_cfe9a0b216db,M4-FUNG-0043,M4-FUNG-0043:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E004,AtC converts terremutin to terreic acid,qualitative_or_composite,48 h / scale-up,S004,128,unreviewed
OBS_bfdc72f40bcc,M4-FUNG-0043,M4-FUNG-0043:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E005,AtG raises AtE-stage compounds but not AtD/AtC steps; no AtE–AtG Y2H interaction,qualitative_or_composite,24–48 h,S004,129,unreviewed
OBS_ed1a51b81b63,M4-FUNG-0043,M4-FUNG-0043:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0043:E006,atF deletion eliminates terreic acid while other SM classes remain,qualitative_or_composite,endpoint,S003,130,unreviewed
OBS_cf92e36d9ac3,M4-FUNG-0043,M4-FUNG-0043:E001,measurement,EXPERIMENT,M4-FUNG-0043:E001,47141,quantitative,sequence,S001,134,mapped
OBS_2983b59acf97,M4-FUNG-0043,M4-FUNG-0043:E001,measurement,EXPERIMENT,M4-FUNG-0043:E001,9,quantitative,database,S001,135,mapped
OBS_f72ad177fe0d,M4-FUNG-0043,M4-FUNG-0043:E001,measurement,EXPERIMENT,M4-FUNG-0043:E001,8,quantitative,functional boundary,S003,136,mapped
OBS_8526e30bebaf,M4-FUNG-0043,M4-FUNG-0043:E001,measurement,EXPERIMENT,M4-FUNG-0043:E001,12,quantitative,deletion screen,S003,137,mapped
OBS_e203a32c06a2,M4-FUNG-0043,M4-FUNG-0043:E002,measurement,EXPERIMENT,M4-FUNG-0043:E002,193.6,quantitative,48 h,S004,138,mapped
OBS_38e9316c615f,M4-FUNG-0043,M4-FUNG-0043:E002,measurement,EXPERIMENT,M4-FUNG-0043:E002,77.8,quantitative,48 h,S004,139,mapped
OBS_35877daf445c,M4-FUNG-0043,M4-FUNG-0043:E003,measurement,EXPERIMENT,M4-FUNG-0043:E003,49,quantitative,48 h,S004,140,mapped
OBS_2a6ab756d4bd,M4-FUNG-0043,M4-FUNG-0043:E004,measurement,EXPERIMENT,M4-FUNG-0043:E004,0.9,quantitative,shake flask,S004,141,mapped
OBS_04c7db06c04f,M4-FUNG-0044,M4-FUNG-0044:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E001,ΔterA abolishes terrein while conidial coloration remains unchanged,qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_7de48c212cc4,M4-FUNG-0044,M4-FUNG-0044:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E002,ΔterR abolishes terrein; TerR alone is sufficient to activate the programme in heterologous A. niger,qualitative_or_composite,endpoint,S005,130,unreviewed
OBS_83cdcd467f94,M4-FUNG-0044,M4-FUNG-0044:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E003,glucose minimal is near-off; PDB induces 200–500-fold; fruit juices exceed PDB by at least ~5-fold; glucose is required for potato-broth induction,qualitative_or_composite,24–72 h,S004,131,unreviewed
OBS_c1192b1da49f,M4-FUNG-0044,M4-FUNG-0044:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E004,methionine and nitrogen limitation induce terR/terrein; AreA and AtfA are required under nitrogen starvation and double deletion eliminates production,qualitative_or_composite,time course,S004,132,unreviewed
OBS_f621faa4c306,M4-FUNG-0044,M4-FUNG-0044:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E005,iron limitation induces terrein; hapX deletion significantly lowers production,qualitative_or_composite,endpoint/time course,S004,133,unreviewed
OBS_d7e2e78f3519,M4-FUNG-0044,M4-FUNG-0044:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E006,WT-infected fruits accumulate terrein; ΔterA/ΔterR do not; WT extracts cause strong fruit-surface lesions whereas mutant extracts largely do not,qualitative_or_composite,40–60 h lesion readout,S004,134,unreviewed
OBS_d48dca64a413,M4-FUNG-0044,M4-FUNG-0044:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E007,terrein reduces Fe3+ to Fe2+ in concentration- and pH-dependent manner; optimum ~pH 3–4; oxidation yields PMA,qualitative_or_composite,endpoint,S004,135,unreviewed
OBS_1ba777e47cc4,M4-FUNG-0044,M4-FUNG-0044:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E008,"terrein production supports residual growth/iron acquisition when siderophore function is absent, although siderophores remain dominant",qualitative_or_composite,post-transfer growth,S004,136,unreviewed
OBS_f75267694c01,M4-FUNG-0044,M4-FUNG-0044:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E009,TerB functional KR plus noncatalytic DH interaction collaborate with TerA to form 6-hydroxymellein,qualitative_or_composite,endpoint,S006,137,unreviewed
OBS_eda8db529925,M4-FUNG-0044,M4-FUNG-0044:E010,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E010,TerC catalyzes oxidative decarboxylation; TerD performs subsequent hydroxylation,qualitative_or_composite,endpoint,S007,138,unreviewed
OBS_7d49781d8f4b,M4-FUNG-0044,M4-FUNG-0044:E011,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0044:E011,hstD loss upregulates ter genes and increases terrein in tested strains,qualitative_or_composite,endpoint,S009,139,unreviewed
OBS_435cd1b639b5,M4-FUNG-0044,M4-FUNG-0044:E001,measurement,EXPERIMENT,M4-FUNG-0044:E001,52759,quantitative,sequence,S001,143,mapped
OBS_c63de3fdad73,M4-FUNG-0044,M4-FUNG-0044:E001,measurement,EXPERIMENT,M4-FUNG-0044:E001,32759,quantitative,sequence,S001,144,mapped
OBS_e5f556ec1c4a,M4-FUNG-0044,M4-FUNG-0044:E001,measurement,EXPERIMENT,M4-FUNG-0044:E001,11,quantitative,functional locus,S003; S011,145,mapped
OBS_2a4f268f68c5,M4-FUNG-0044,M4-FUNG-0044:E003,measurement,EXPERIMENT,M4-FUNG-0044:E003,200,quantitative,48–72 h,S004,146,mapped
OBS_00e2a1e335ca,M4-FUNG-0044,M4-FUNG-0044:E003,measurement,EXPERIMENT,M4-FUNG-0044:E003,5,quantitative,24–48 h,S004,147,mapped
OBS_21eadab80c61,M4-FUNG-0044,M4-FUNG-0044:E003,measurement,EXPERIMENT,M4-FUNG-0044:E003,10,quantitative,48–72 h,S004,148,mapped
OBS_3e3ecdd16d4a,M4-FUNG-0044,M4-FUNG-0044:E003,measurement,EXPERIMENT,M4-FUNG-0044:E003,20,quantitative,reporter,S004,149,mapped
OBS_46790fd81713,M4-FUNG-0044,M4-FUNG-0044:E002,measurement,EXPERIMENT,M4-FUNG-0044:E002,8,quantitative,inducing conditions,S005; S011,150,mapped
OBS_89dd2c142000,M4-FUNG-0044,M4-FUNG-0044:E006,measurement,EXPERIMENT,M4-FUNG-0044:E006,40,quantitative,spot assay,S004,151,mapped
OBS_6bba2667b41e,M4-FUNG-0044,M4-FUNG-0044:E006,measurement,EXPERIMENT,M4-FUNG-0044:E006,60,quantitative,spot assay,S004,152,mapped
OBS_0f5df22b7b15,M4-FUNG-0044,M4-FUNG-0044:E006,measurement,EXPERIMENT,M4-FUNG-0044:E006,256,quantitative,spot assay,S004,153,mapped
OBS_277f9e4544dd,M4-FUNG-0044,M4-FUNG-0044:E007,measurement,EXPERIMENT,M4-FUNG-0044:E007,3,quantitative,cell-free,S004,154,mapped
OBS_f73cdc6a3ce1,M4-FUNG-0044,M4-FUNG-0044:E008,measurement,EXPERIMENT,M4-FUNG-0044:E008,200,quantitative,pre-growth/iron replete,S004,155,mapped
OBS_b8839f185f64,M4-FUNG-0044,M4-FUNG-0044:E008,measurement,EXPERIMENT,M4-FUNG-0044:E008,2,quantitative,iron-limited,S004,156,mapped
OBS_2d768ecdd3eb,M4-FUNG-0044,M4-FUNG-0044:E008,measurement,EXPERIMENT,M4-FUNG-0044:E008,0,quantitative,iron-limited,S004,157,mapped
OBS_85d10bfafef5,M4-FUNG-0044,,measurement,UNRESOLVED_REFERENCE,M001,C8H10O3,qualitative_or_text,structure,S003; S012,158,mapped
OBS_11d7ca01be04,M4-FUNG-0044,,measurement,UNRESOLVED_REFERENCE,M008,C7H8O4,qualitative_or_text,structure,S004,159,mapped
OBS_3c6cddbe299c,M4-FUNG-0044,,measurement,UNRESOLVED_REFERENCE,MIBiG,C8H10O3,qualitative_or_text,database,S001,160,mapped
OBS_40dd79bc85b5,M4-FUNG-0045,M4-FUNG-0045:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0045:E001,ΔvrtA no longer produces viridicatumtoxin,qualitative_or_composite,endpoint,S003,130,unreviewed
OBS_c8bd20faeefe,M4-FUNG-0045,M4-FUNG-0045:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0045:E002,VrtC catalyzes regioselective C6 geranylation without divalent-ion requirement,qualitative_or_composite,endpoint,S004,131,unreviewed
OBS_419dea8699a7,M4-FUNG-0045,M4-FUNG-0045:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0045:E003,lower viridicatumtoxin and accumulation of unprenylated/core intermediates,qualitative_or_composite,endpoint,S003,132,unreviewed
OBS_2c7a781f40d9,M4-FUNG-0045,M4-FUNG-0045:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0045:E004,VrtK alone converts acyclic precursor to spirobicyclic product,qualitative_or_composite,endpoint,S005,133,unreviewed
OBS_f1afa9885b5d,M4-FUNG-0045,M4-FUNG-0045:E001,measurement,EXPERIMENT,M4-FUNG-0045:E001,51400,quantitative,sequence,S001,139,mapped
OBS_f471c2b27052,M4-FUNG-0045,M4-FUNG-0045:E001,measurement,EXPERIMENT,M4-FUNG-0045:E001,14,quantitative,functional programme,S003,140,mapped
OBS_42d2c6332444,M4-FUNG-0045,M4-FUNG-0045:E001,measurement,EXPERIMENT,M4-FUNG-0045:E001,22,quantitative,database,S001,141,mapped
OBS_d4f42ff1bc38,M4-FUNG-0045,,measurement,UNRESOLVED_REFERENCE,M001,C30H31NO10,qualitative_or_text,structure,S001,142,mapped
OBS_db4c7023966a,M4-FUNG-0046,M4-FUNG-0046:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0046:E001,yanA loss blocks canonical yanuthones; precursor feeding bypasses upstream block,qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_0bf04bce9368,M4-FUNG-0046,M4-FUNG-0046:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0046:E002,mutant-specific intermediates establish pathway and branch points,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_8c3c022774fc,M4-FUNG-0046,M4-FUNG-0046:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0046:E003,"YanI installs O-linked mevalonate, defining a new transferase activity",qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_7621bf6151fa,M4-FUNG-0046,M4-FUNG-0046:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0046:E004,X1 depends on several yan enzymes but is not derived from 6-MSA,qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_01358786a4eb,M4-FUNG-0046,M4-FUNG-0046:E001,measurement,EXPERIMENT,M4-FUNG-0046:E001,45340,quantitative,sequence,S001,135,mapped
OBS_96403765834e,M4-FUNG-0046,M4-FUNG-0046:E002,measurement,EXPERIMENT,M4-FUNG-0046:E002,10,quantitative,functional programme,S003,136,mapped
OBS_958aeaa137f5,M4-FUNG-0046,M4-FUNG-0046:E002,measurement,EXPERIMENT,M4-FUNG-0046:E002,5,quantitative,metabolites,S003,137,mapped
OBS_6091e813582e,M4-FUNG-0046,,measurement,UNRESOLVED_REFERENCE,M001,C28H38O8,qualitative_or_text,structure,S001,138,mapped
OBS_d7bbae970a81,M4-FUNG-0047,M4-FUNG-0047:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0047:E001,nine genes are required for acetylaranotin biosynthesis; 17 pathway products isolated,qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_b84227759db6,M4-FUNG-0047,M4-FUNG-0047:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0047:E002,acetylaranotin-family products abolished,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_0d339ab3b0ab,M4-FUNG-0047,M4-FUNG-0047:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0047:E003,mutant-specific intermediates establish branched pathway and alternate reaction orders,qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_65805f796d34,M4-FUNG-0047,M4-FUNG-0047:E001,measurement,EXPERIMENT,M4-FUNG-0047:E001,44724,quantitative,sequence,S001,135,mapped
OBS_6835c1900336,M4-FUNG-0047,M4-FUNG-0047:E001,measurement,EXPERIMENT,M4-FUNG-0047:E001,9,quantitative,deletion-defined,S003,136,mapped
OBS_f950782e2a5c,M4-FUNG-0047,M4-FUNG-0047:E001,measurement,EXPERIMENT,M4-FUNG-0047:E001,17,quantitative,study total,S003,137,mapped
OBS_4357d44a446d,M4-FUNG-0047,M4-FUNG-0047:E001,measurement,EXPERIMENT,M4-FUNG-0047:E001,9,quantitative,novelty,S003,138,mapped
OBS_3d4517951037,M4-FUNG-0047,,measurement,UNRESOLVED_REFERENCE,M001,C22H20N2O8S2,qualitative_or_text,structure,S001,139,mapped
OBS_a7ff2b4a6654,M4-FUNG-0048,M4-FUNG-0048:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0048:E001,AnaPS module 1 activates anthranilate and complete enzyme makes benzodiazepinedione,qualitative_or_composite,kinetic/endpoint,S004,122,unreviewed
OBS_601beab114ec,M4-FUNG-0048,M4-FUNG-0048:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0048:E002,direct reverse prenylation to aszonalenin,qualitative_or_composite,steady-state,S003,123,unreviewed
OBS_6a95d4c37fa1,M4-FUNG-0048,M4-FUNG-0048:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0048:E003,direct N-acetylation to final product,qualitative_or_composite,steady-state,S003,124,unreviewed
OBS_5689090433d4,M4-FUNG-0048,M4-FUNG-0048:E001,measurement,EXPERIMENT,M4-FUNG-0048:E001,47132,quantitative,sequence,S001,131,mapped
OBS_9913aecb916a,M4-FUNG-0048,M4-FUNG-0048:E001,measurement,EXPERIMENT,M4-FUNG-0048:E001,3,quantitative,core,S003,132,mapped
OBS_c39467725868,M4-FUNG-0048,M4-FUNG-0048:E002,measurement,EXPERIMENT,M4-FUNG-0048:E002,156,quantitative,steady-state,S003,133,mapped
OBS_be793370d3ec,M4-FUNG-0048,M4-FUNG-0048:E002,measurement,EXPERIMENT,M4-FUNG-0048:E002,232,quantitative,steady-state,S003,134,mapped
OBS_ea9dcc42f6e0,M4-FUNG-0048,M4-FUNG-0048:E002,measurement,EXPERIMENT,M4-FUNG-0048:E002,1.5,quantitative,steady-state,S003,135,mapped
OBS_656d7ea96d86,M4-FUNG-0048,M4-FUNG-0048:E003,measurement,EXPERIMENT,M4-FUNG-0048:E003,96,quantitative,steady-state,S003,136,mapped
OBS_7ed4d4ae10db,M4-FUNG-0048,M4-FUNG-0048:E003,measurement,EXPERIMENT,M4-FUNG-0048:E003,61,quantitative,steady-state,S003,137,mapped
OBS_f5e70fa40b6b,M4-FUNG-0048,M4-FUNG-0048:E003,measurement,EXPERIMENT,M4-FUNG-0048:E003,0.14,quantitative,steady-state,S003,138,mapped
OBS_c21ebc0e1513,M4-FUNG-0049,M4-FUNG-0049:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0049:E001,24 apicidin-deficient mutants; three insertions hit NRPS locus,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_83f7bf0f242a,M4-FUNG-0049,M4-FUNG-0049:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0049:E002,eight genes required; APS4/APS10 and six flanking genes dispensable; APS11 deletion unsuccessful,qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_2e2b03f071f9,M4-FUNG-0049,M4-FUNG-0049:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0049:E003,pipecolate deficiency causes proline-substituted apicidin B,qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_366d2160892c,M4-FUNG-0049,M4-FUNG-0049:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0049:E004,oxidation-state congeners trap late pathway steps,qualitative_or_composite,endpoint,S003,130,unreviewed
OBS_c95ad7586323,M4-FUNG-0049,M4-FUNG-0049:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0049:E005,APS2 overexpression increased cluster expression/apicidin; three overexpression transformants produced ~5× WT apicidin in rice culture,qualitative_or_composite,"2, 4, 6, 8 d (NPF2 time-course); rice-culture endpoint for production comparison",S003,131,unreviewed
OBS_9534f79c3724,M4-FUNG-0049,M4-FUNG-0049:E001,measurement,EXPERIMENT,M4-FUNG-0049:E001,63,quantitative,sequence,S003,136,mapped
OBS_338585229554,M4-FUNG-0049,M4-FUNG-0049:E002,measurement,EXPERIMENT,M4-FUNG-0049:E002,19,quantitative,deletion screen,S003,137,mapped
OBS_0231ef60475b,M4-FUNG-0049,M4-FUNG-0049:E002,measurement,EXPERIMENT,M4-FUNG-0049:E002,8,quantitative,deletion-defined,S003,138,mapped
OBS_07f0de38131d,M4-FUNG-0049,M4-FUNG-0049:E001,measurement,EXPERIMENT,M4-FUNG-0049:E001,24,quantitative,count,S003,139,mapped
OBS_941c39eba5ad,M4-FUNG-0049,,measurement,UNRESOLVED_REFERENCE,APS1,15488,quantitative,coding sequence,S003,140,mapped
OBS_a6024678c95f,M4-FUNG-0049,,measurement,UNRESOLVED_REFERENCE,APS1,567,quantitative,protein,S003,141,mapped
OBS_988363d03ad6,M4-FUNG-0049,,measurement,UNRESOLVED_REFERENCE,M001,C34H49N5O6,qualitative_or_text,structure,S001,142,mapped
OBS_98dd7bb6bbb1,M4-FUNG-0049,M4-FUNG-0049:E005,measurement,EXPERIMENT,M4-FUNG-0049:E005,5,quantitative,rice-culture endpoint,S003,143,mapped
OBS_682fe6bb9d09,M4-FUNG-0050,M4-FUNG-0050:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0050:E001,gene disruption stops aureobasidin A production,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_ffb88d53b093,M4-FUNG-0050,M4-FUNG-0050:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0050:E002,precursor feeding generates new aureobasidin analogues,qualitative_or_composite,endpoint,S005,123,unreviewed
OBS_e252ee4d702c,M4-FUNG-0050,M4-FUNG-0050:E001,measurement,EXPERIMENT,M4-FUNG-0050:E001,35683,quantitative,sequence,S001,131,mapped
OBS_5626010b840f,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,G001,34980,quantitative,coding sequence,S003,132,mapped
OBS_6ee1df9d26f3,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,G001,11659,quantitative,protein,S003,133,mapped
OBS_0b276143216f,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,G001,1286254,quantitative,protein,S003,134,mapped
OBS_3c41f1f00186,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,G001,9,quantitative,architecture,S003,135,mapped
OBS_eb0fea291400,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,G001,4,quantitative,architecture,S003,136,mapped
OBS_3b1f12c29bed,M4-FUNG-0050,,measurement,UNRESOLVED_REFERENCE,M001,C60H92N8O11,qualitative_or_text,structure,S001,137,mapped
OBS_f4bda80c48a3,M4-FUNG-0051,M4-FUNG-0051:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0051:E001,bassianolide abolished while beauvericin remains,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_16bad681da36,M4-FUNG-0051,M4-FUNG-0051:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0051:E002,"bassianolide is a highly significant virulence factor in Galleria, Helicoverpa and Spodoptera assays",qualitative_or_composite,time course,S003,123,unreviewed
OBS_ecc064c58f99,M4-FUNG-0051,M4-FUNG-0051:E001,measurement,EXPERIMENT,M4-FUNG-0051:E001,41205,quantitative,sequence,S001,131,mapped
OBS_292548f799b1,M4-FUNG-0051,M4-FUNG-0051:E002,measurement,EXPERIMENT,M4-FUNG-0051:E002,3,quantitative,count,S003,132,mapped
OBS_23d877e8ed2f,M4-FUNG-0051,,measurement,UNRESOLVED_REFERENCE,M001,C48H84N4O12,qualitative_or_text,structure,S001,133,mapped
OBS_588987890dac,M4-FUNG-0052,M4-FUNG-0052:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0052:E001,beauvericin abolished,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_360d9e00efed,M4-FUNG-0052,M4-FUNG-0052:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0052:E002,heterologous strain becomes proficient in beauvericin biosynthesis,qualitative_or_composite,endpoint,S003,123,unreviewed
