relationship_key,dossier_id,relationship_id,subject_raw,predicate_raw,object_raw,relationship_text_raw,source_ids,note,source_row,normalization_status
M4-FUNG-0258:R001,M4-FUNG-0258,R001,,,,PhyS PKS-NRPS scaffold + phyL oxidative/reductive tailoring → bicyclic 3-methylene tetramic-acid phyllostictines,,,31,unreviewed_text
M4-FUNG-0259:R001,M4-FUNG-0259,R001,,,,MoC19TRF1/TRF2 repression ⟂ MoPKS19 scaffold → dihydro congeners --MoC19OXR1→ pyriculol-family oxidized products,,,31,unreviewed_text
M4-FUNG-0260:R001,M4-FUNG-0260,R001,,,,NhNPS5 five-module assembly → sansalvamide; NRPS29 is excluded as the responsible synthetase by comparative knockout,,,31,unreviewed_text
M4-FUNG-0261:R001,M4-FUNG-0261,R001,,,,prenyltransferase/terpene pathway + oxidative tailoring → sespendole,,,31,unreviewed_text
M4-FUNG-0262:R001,M4-FUNG-0262,R001,,,,"prenylated indole-diterpene precursor --JanQDOJ, including JanO oxidative cyclization→ shearinine scaffold → shearinine D",,,31,unreviewed_text
M4-FUNG-0263:R001,M4-FUNG-0263,R001,,,,conserved SWN/SwnK assembly + reductase/hydroxylase tailoring → swainsonine,,,31,unreviewed_text
M4-FUNG-0264:R001,M4-FUNG-0264,R001,,,,lysine/pipecolate-linked precursor metabolism + SwnK/SwnR/SwnN/SwnH1/SwnH2 → swainsonine,,,31,unreviewed_text
M4-FUNG-0265:R001,M4-FUNG-0265,R001,,,,FPP --TRI5→ trichodiene --TRI4 multi-oxygenation→ oxygenated trichodiene intermediates including trichodiene-11-one → trichothecenes,,,31,unreviewed_text
M4-FUNG-0266:R001,M4-FUNG-0266,R001,,,,ver NRPS scaffold → P450/redox/sulfur tailoring → dimeric ETP verticillin,,,31,unreviewed_text
M4-FUNG-0267:R001,M4-FUNG-0267,R001,,,,BGC0001821 (retired) ≡ duplicate provenance of BGC0001820 (active surviving record),,,31,unreviewed_text
M4-FUNG-0268:R001,M4-FUNG-0268,R001,,,,Aspks1/tropolone branch + Asr6 humulene branch → Asr5/coupling and oxidative ring contractions → xenovulene A,,,31,unreviewed_text
M4-FUNG-0269:R001,M4-FUNG-0269,R001,,,,PKS-derived squalestatin core → terminal acyltransferase loading → squalestatin S1,,,31,unreviewed_text
M4-FUNG-0270:R001,M4-FUNG-0270,R001,,,,tlnI activation → TlnA/TlnB collaborative polyketide + apo-ψACP–TlnC methylation → tricholignan A → Fe(III) reduction,,,31,unreviewed_text
M4-FUNG-0271:R001,M4-FUNG-0271,R001,,,,BuaA/BuaC scaffold assembly + BuaE precursor supply + BuaD/BuaG tailoring/glycosylation context → burnettramic acid A,,,31,unreviewed_text
M4-FUNG-0272:R001,M4-FUNG-0272,R001,,,,infection-responsive HR-PKS + two multifunctional P450s → alternapyrones B–F; E/F → wheat-seed phytotoxicity,,,31,unreviewed_text
M4-FUNG-0273:R001,M4-FUNG-0273,R001,,,,ElcH follow-up biochemistry refines the pathway mechanism without changing the MIBiG locus identity.,S003,,40,unreviewed_text
M4-FUNG-0274:R001,M4-FUNG-0274,R001,,,,Mechanistic stereochemistry work refines the same vdt locus defined genetically.,S002;S003,,40,unreviewed_text
M4-FUNG-0275:R001,M4-FUNG-0275,R001,,,,"Physical adjacency to the aflatoxin cluster is genomic context, not evidence of catalytic pathway merging.",S002,,40,unreviewed_text
M4-FUNG-0276:R001,M4-FUNG-0276,R001,,,,Source-atlas gene-count metadata is historical/summary-level and is subordinate to current MIBiG display plus primary functional evidence.,S001;S004,,40,unreviewed_text
M4-FUNG-0277:R001,M4-FUNG-0277,R001,,,,"HLS111 activation/chemistry is contextual evidence for the compound family, not direct functional evidence for the Wisconsin 54-1255 locus.",S001;S002,,40,unreviewed_text
M4-FUNG-0278:R001,M4-FUNG-0278,R001,,,,The narrower source locus is retained separately from a broader generated display region so display expansion is not mistaken for functional necessity.,S001;S004,,40,unreviewed_text
M4-FUNG-0279:R001,M4-FUNG-0279,R001,,,,The MFS transporter is retained as a product-protection/export component of the pathway rather than a catalytic scaffold enzyme.,S002,,40,unreviewed_text
M4-FUNG-0280:R001,M4-FUNG-0280,R001,,,,Retired BGC0001893 preserves historical Bcaba1-4 locus provenance while the functional programme requires extra-cluster BcAba5.,S001;S002,,40,unreviewed_text
M4-FUNG-0281:R001,M4-FUNG-0281,R001,,,,Current Plenodomus lingam display and historical/primary Leptosphaeria maculans naming refer to the same JN3 record provenance and are retained explicitly.,S001;S002;S004,,40,unreviewed_text
M4-FUNG-0282:R001,M4-FUNG-0282,R001,,,,BGC0001901 -> retired duplicate/provenance predecessor of active BGC0001854 (M4-FUNG-0270); exclude from independent-locus counts.,S001;S002,,40,unreviewed_text
M4-FUNG-0283:R001,M4-FUNG-0283,R001,,,,BGC0001906 is functionally coupled to BGC0001907 in dalmanol-class hybrid biosynthesis.,S001;S002,,40,unreviewed_text
M4-FUNG-0284:R001,M4-FUNG-0284,R001,,,,BGC0001907 is the chromane arm of the two-locus dalmanol system with BGC0001906.,S001;S002,,40,unreviewed_text
M4-FUNG-0285:R001,M4-FUNG-0285,R001,,,,Shunt-pathway genes are retained separately from the experimentally resolved strobilurin-A core.,S002,,40,unreviewed_text
M4-FUNG-0286:R001,M4-FUNG-0286,R001,,,,"The pathway provides a mechanistic template for fungal dimeric anhydrides, but homologous-pathway generalization is kept separate from direct evidence.",S002,,40,unreviewed_text
M4-FUNG-0287:R001,M4-FUNG-0287,R001,,,,BGC0001915 -> retired duplicate merged into active BGC0001528; exclude from independent-locus counts.,S001;S003,,40,unreviewed_text
M4-FUNG-0288:R001,M4-FUNG-0288,R001,,,,BGC0001923 supplies the common/ascochlorin arm also required upstream of the distant ascofuranone locus BGC0001924.,S002;S003,,40,unreviewed_text
M4-FUNG-0289:R001,M4-FUNG-0289,R001,,,,BGC0001924 depends on the BGC0001923/asc-1 precursor pathway; together they form the multilocus ascofuranone programme.,S002;S003,,40,unreviewed_text
M4-FUNG-0290:R001,M4-FUNG-0290,R001,,,,"Current antiSMASH detects T1PKS and terpene features, consistent with the experimentally demonstrated meroterpenoid architecture.",S002;S003,,40,unreviewed_text
M4-FUNG-0291:R001,M4-FUNG-0291,R001,,,,BGC0001936 -> retired provenance counterpart of active BGC0001706 on MG182145.1; exclude from independent-locus counts.,S001;S003,,40,unreviewed_text
M4-FUNG-0292:R001,M4-FUNG-0292,R001,,,,The NRPS designation reflects a functional condensation-domain remnant rather than a conventional multimodule peptide synthetase.,S001;S002,,40,unreviewed_text
M4-FUNG-0293:R001,M4-FUNG-0293,R001,,,,"Structural similarity to phomafungin motivated comparison, but BII-rafflesfungin is a distinct compound with a distinct inferred BGC.",S002,,39,unreviewed_text
M4-FUNG-0294:R001,M4-FUNG-0294,R001,,,,Asperterpenoid C is a downstream AstA product and should not replace asperterpenoid A as the record's primary named product.,S002,,39,unreviewed_text
M4-FUNG-0295:R001,M4-FUNG-0295,R001,,,,Retired BGC0001977 is historical/provenance overlap with this active eupenifeldin representation and should not be counted independently.,S001;S004,,40,unreviewed_text
M4-FUNG-0296:R001,M4-FUNG-0296,R001,,,,BGC0001977 -> retired/historical representation overlapping active BGC0001976; exclude from independent-locus counts.,S001;S002,,39,unreviewed_text
M4-FUNG-0297:R001,M4-FUNG-0297,R001,,,,BGC0001978 -> retired predecessor/duplicate-level provenance for active BGC0001857 (M4-FUNG-0271); exclude from independent-locus counts.,S001;S002,,39,unreviewed_text
M4-FUNG-0298:R001,M4-FUNG-0298,R001,,,,BGC0001982 -> explicit retired duplicate of active BGC0001881 (M4-FUNG-0276).,S001,,39,unreviewed_text
M4-FUNG-0299:R001,M4-FUNG-0299,R001,,,,NsrP promiscuity creates engineered/non-native dimers but does not imply additional native BGC identities.,S002,,39,unreviewed_text
M4-FUNG-0300:R001,M4-FUNG-0300,R001,,,,"The cluster integrates biosynthesis with export/reutilization, so Pul3 should remain distinct from catalytic production genes.",S002;S003,,40,unreviewed_text
M4-FUNG-0301:R001,M4-FUNG-0301,R001,,,,"The A. oryzae HA cluster is homologous to the Trichoderma vir region, but functional interpretation is based on direct A. oryzae genetics.",S002,,39,unreviewed_text
M4-FUNG-0302:R001,M4-FUNG-0302,R001,,,,"Byssochlamic-acid and other maleidride clusters provide comparative pathway logic, not direct proof of the oryzine locus.",S002,,39,unreviewed_text
M4-FUNG-0303:R001,M4-FUNG-0303,R001,,,,Serial promoter replacement is retained as the causal access intervention rather than recast as native environmental induction.,S002,,39,unreviewed_text
M4-FUNG-0304:R001,M4-FUNG-0304,R001,,,,BGC0002030 -> retired duplicate/provenance predecessor of active BGC0001866 (M4-FUNG-0274); exclude from independent-locus counts.,S001;S002,,39,unreviewed_text
M4-FUNG-0305:R001,M4-FUNG-0305,R001,,,,"BGC0002035 is homologous to, but distinct from, BGC0002093; mechanistic IccD/IccE evidence from the latter should not erase strain-specific differences.",S001;S002,,39,unreviewed_text
M4-FUNG-0306:R001,M4-FUNG-0306,R001,,,,Agnestin genetics informs broader fungal anthraquinone/xanthone pathway logic but remains a distinct locus from viriditoxin and cryptosporioptide clusters.,S002,,39,unreviewed_text
M4-FUNG-0307:R001,M4-FUNG-0307,R001,,,,This pathway is mechanistically related to other fungal xanthone dimers but has its own dmx-specific dimerization and ethylmalonate logic.,S002,,39,unreviewed_text
M4-FUNG-0308:R001,M4-FUNG-0308,R001,,,,BGC0002065 -> retired provenance record overlapping active BGC0001909 (M4-FUNG-0285); exclude from independent active-locus counts.,S001;S002,,39,unreviewed_text
M4-FUNG-0309:R001,M4-FUNG-0309,R001,,,,BGC0002066 and BGC0002067 form a comparative pair revealing conserved iterative 2-pyridone biosynthetic logic.,S002,,39,unreviewed_text
M4-FUNG-0310:R001,M4-FUNG-0310,R001,,,,BGC0002067 is a homologous but independent comparative partner to harzianopyridone BGC0002066.,S001;S002,,39,unreviewed_text
M4-FUNG-0311:R001,M4-FUNG-0311,R001,,,,BGC0002093 and Neonectria BGC0002035 are independent homologous ilicicolin loci; late-enzyme roles differ in the strength and details of experimental support.,S001;S002;S003,,39,unreviewed_text
M4-FUNG-0312:R001,M4-FUNG-0312,R001,,,,"BGC0002113 is a strain-specific Fusarium production/provenance record homologous in pathway class to active BGC0000313, but the two are not merged because they represent different organisms and loci.",S001;S002;S003,,39,unreviewed_text
M4-FUNG-0313:R001,M4-FUNG-0313,R001,,,,"The bue pathway is homologous to fusarielin-type polyene-decalin pathways, but burnettiene-specific tailoring was demonstrated directly.",S002,,39,unreviewed_text
M4-FUNG-0314:R001,M4-FUNG-0314,R001,,,,"Biomimetic synthetic proposals anticipated parts of the aza-spiro/aldol logic, but the frz study provides biosynthetic evidence.",S002,,39,unreviewed_text
M4-FUNG-0315:R001,M4-FUNG-0315,R001,,,,Core paspaline/paspalinine biosynthesis is related to other fungal indole-diterpene pathways; aminoacylation is the distinctive extension here.,S001;S002,,38,unreviewed_text
M4-FUNG-0316:R001,M4-FUNG-0316,R001,,,,This locus belongs to the conserved fungal DHN-melanin pathway rather than a strain-specific specialized-metabolite pathway.,S002,,39,unreviewed_text
M4-FUNG-0317:R001,M4-FUNG-0317,R001,,,,"OSM1/PoYPD1 are upstream signal-access perturbation points, not pathway genes; activation circuitry is kept separate from locus membership.",S002;S003,,39,unreviewed_text
M4-FUNG-0318:R001,M4-FUNG-0318,R001,,,,Earlier synteny with an elsinochrome-associated region was misleading; functional evidence supports DHN melanin.,S002,,39,unreviewed_text
M4-FUNG-0319:R001,M4-FUNG-0319,R001,,,,The pathway is a fungal diketopiperazine-dimerization system distinguished by a multifunctional P450 rather than a separate coupling enzyme.,S002,,39,unreviewed_text
M4-FUNG-0320:R001,M4-FUNG-0320,R001,,,,"PoLAE1 and OSM1 are trans-regulatory access points, not core BGC genes; atlas keeps them separate from locus membership.",S003,,41,unreviewed_text
M4-FUNG-0321:R001,M4-FUNG-0321,R001,,,,The pathway links ecological bacterial sensing to a locally induced fungal secondary-metabolite response.,S002,,40,unreviewed_text
M4-FUNG-0322:R001,M4-FUNG-0322,R001,,,,This pathway provides a direct link between secondary-metabolite biosynthesis and multicellular spore morphogenesis.,S002;S003,,40,unreviewed_text
M4-FUNG-0323:R001,M4-FUNG-0323,R001,NfSS,produces,sesterfisherol,,,,102,mapped_triplet
M4-FUNG-0323:R002,M4-FUNG-0323,R002,NfP450,oxidizes,sesterfisherol → sesterfisheric acid,,,,103,mapped_triplet
M4-FUNG-0324:R001,M4-FUNG-0324,R001,FCK1,initiates,AMP/DMAPP-derived cytokinin pathway,,,,102,mapped_triplet
M4-FUNG-0324:R002,M4-FUNG-0324,R002,Fusarium cytokinins,mimic,plant cytokinin signalling,,,,103,mapped_triplet
M4-FUNG-0325:R001,M4-FUNG-0325,R001,PerA,produces,peramine,,,,100,mapped_triplet
M4-FUNG-0325:R002,M4-FUNG-0325,R002,peramine,protects,ryegrass–Epichloë symbiotum from insect herbivory,,,,101,mapped_triplet
M4-FUNG-0326:R001,M4-FUNG-0326,R001,SthB,cyclizes,betaenone-family precursor → bridged tricyclic scaffold,,,,100,mapped_triplet
M4-FUNG-0326:R002,M4-FUNG-0326,R002,host infection,correlates_with,cluster transcriptional access,,,,101,mapped_triplet
M4-FUNG-0327:R001,M4-FUNG-0327,R001,lna cluster,partially_redundant_with,lnb cluster,,,,100,mapped_triplet
M4-FUNG-0327:R002,M4-FUNG-0327,R002,L-Tyr-derived imine intermediate,branches_to,piperazine/morpholine/oxidized products,,,,101,mapped_triplet
M4-FUNG-0328:R001,M4-FUNG-0328,R001,CalA + CalK,produces,decalin branch,,,,102,mapped_triplet
M4-FUNG-0328:R002,M4-FUNG-0328,R002,CalA + CalH,produces,polyene branch,,,,103,mapped_triplet
M4-FUNG-0328:R003,M4-FUNG-0328,R003,CalD,couples,decalin + polyene portions,,,,104,mapped_triplet
M4-FUNG-0329:R001,M4-FUNG-0329,R001,acurin PKS,collaborates_with,acurin NRPS,,,,100,mapped_triplet
M4-FUNG-0329:R002,M4-FUNG-0329,R002,split PKS + NRPS architecture,evolutionarily_consistent_with,fission of ancestral PKS–NRPS hybrid,,,,101,mapped_triplet
M4-FUNG-0330:R001,M4-FUNG-0330,R001,Ev460pks,produces,two polyenoic β-ketolactones,,,,102,mapped_triplet
M4-FUNG-0330:R002,M4-FUNG-0330,R002,Ev460pks,not_required_for,asteltoxin,,,,103,mapped_triplet
M4-FUNG-0331:R001,M4-FUNG-0331,R001,AnATPKS,produces,amino-acid-derived α-pyrone scaffold,,,,101,mapped_triplet
M4-FUNG-0331:R002,M4-FUNG-0331,R002,AnOMT,methylates,pyrophen pathway intermediates,,,,102,mapped_triplet
M4-FUNG-0332:R001,M4-FUNG-0332,R001,FGM4,activates,fg3_54 transcriptional programme,,,,104,mapped_triplet
M4-FUNG-0332:R002,M4-FUNG-0332,R002,NRPS9,initiates,NRPS5 seven-module elongation,,,,105,mapped_triplet
M4-FUNG-0332:R003,M4-FUNG-0332,R003,fusaoctaxin A,promotes,wheat cell-to-cell invasion,,,,106,mapped_triplet
M4-FUNG-0333:R001,M4-FUNG-0333,R001,AfumA,cyclizes,squalene epoxide to hopane scaffold,,,,104,mapped_triplet
M4-FUNG-0333:R002,M4-FUNG-0333,R002,AfumB,oxidatively tailors,hopane intermediate,,,,105,mapped_triplet
M4-FUNG-0333:R003,M4-FUNG-0333,R003,AfumC,glycosylates,fumihopaside precursor,,,,106,mapped_triplet
M4-FUNG-0333:R004,M4-FUNG-0333,R004,fumihopaside A,supports,heat/UV stress tolerance,,,,107,mapped_triplet
M4-FUNG-0334:R001,M4-FUNG-0334,R001,,,,VibA activation → epls expression/Epls polymerization → ε-poly-L-lysine → antifungal activity,,,31,unreviewed_text
M4-FUNG-0335:R001,M4-FUNG-0335,R001,,,,kojA promoter activation → A. oryzae wA PKS → YWA1-like polyketide/spore-pigment precursor,,,31,unreviewed_text
M4-FUNG-0336:R001,M4-FUNG-0336,R001,,,,FPP --Clm1→ longiborneol --Clm2 C-11 hydroxylation→ culmorin,,,31,unreviewed_text
M4-FUNG-0337:R001,M4-FUNG-0337,R001,,,,PKS monomer assembly → stereoselective ene reduction → laccase oxidative dimerization → ustilaginoidin congeners; chromatin/CRZ1 state modulates pathway access,,,31,unreviewed_text
M4-FUNG-0338:R001,M4-FUNG-0338,R001,,,,infection-associated cluster induction → GRA2/NRPS8-GRA1 → gramillins A/B → maize-selective cell death and virulence,,,31,unreviewed_text
M4-FUNG-0339:R001,M4-FUNG-0339,R001,,,,unusual amino-acid precursor supply + TES four-module NRPS + TES1 oxidation context → tentoxin → chloroplast F1-ATPase inhibition,,,31,unreviewed_text
M4-FUNG-0340:R001,M4-FUNG-0340,R001,,,,hybrid-TF activation → aln PKS/tailoring programme → octatrienoic-acid branch and downstream (+)-asperlin,,,31,unreviewed_text
M4-FUNG-0341:R001,M4-FUNG-0341,R001,,,,GGPP --bifunctional Pl-Cyc→ tricyclic diterpene core → oxidative/acyl tailoring → pleuromutilin,,,31,unreviewed_text
M4-FUNG-0342:R001,M4-FUNG-0342,R001,,,,historical vir-cluster model → later knockout falsification/revision → viridin production remains genetically and metabolically regulated,,,31,unreviewed_text
M4-FUNG-0343:R001,M4-FUNG-0343,R001,,,,Enterobacteriales entA-entF operon --horizontal transfer→ ancestral Wickerhamiella/Starmerella lineage → functional enterobactin biosynthesis → iron-scavenging capacity,,,31,unreviewed_text
M4-FUNG-0344:R001,M4-FUNG-0344,R001,,,,IPP/DMAPP → GFPP --OblA→ ophiobolin F → OblB oxidative products; historical ophiobolin-C assignment remains pathway-conflicted in A. clavatus,,,31,unreviewed_text
M4-FUNG-0345:R001,M4-FUNG-0345,R001,,,,GrgA + GrgB → C11 and C4 polyketide chains → GrgF hydrolysis/Claisen fusion → gregatin scaffold → gregatin A,,,31,unreviewed_text
M4-FUNG-0346:R001,M4-FUNG-0346,R001,,,,PKS6-derived lipid/polyketide moiety + NRPS7 peptide assembly → fusaristatin A,,,31,unreviewed_text
M4-FUNG-0347:R001,M4-FUNG-0347,R001,,,,candidate PKS/P450 locus → proposed resorcylic-acid-lactone biosynthesis → monorden/monocillin/pochonin family → modest antibacterial activity,,,31,unreviewed_text
M4-FUNG-0348:R001,M4-FUNG-0348,R001,,,,PKS40-derived moiety → proposed CoA-ligase/thioesterase shuttle → NRPS32 assembly → W493 A/B,,,31,unreviewed_text
M4-FUNG-0349:R001,M4-FUNG-0349,R001,,,,ancestral fusaristatin locus → recent lineage-specific loss/remnants in many strains; intact locus retained in C5834-like producers → fusaristatin A,,,31,unreviewed_text
M4-FUNG-0350:R001,M4-FUNG-0350,R001,,,,SorA/SorB PKS programme → sorbicillinoid intermediates/products ↔ autoinduction → amplified yellow-pigment output,,,31,unreviewed_text
M4-FUNG-0351:R001,M4-FUNG-0351,R001,,,,PKS8 overexpression → gibepyrone A → non-clustered P450 oxidation → gibepyrones B/D/G and prolipyrone B,,,31,unreviewed_text
M4-FUNG-0352:R001,M4-FUNG-0352,R001,,,,strain-14919 PKS/accessory gene set → yeast heterologous reconstruction → FR901512; cross-species PKS swaps alter tolerated combinations while accessory genes impose structural specificity,,,31,unreviewed_text
M4-FUNG-0353:R001,M4-FUNG-0353,R001,,,,doxycycline/Tet-on → pgnA transcription → PgnA NRPS-like chemistry → phenguignardic acid,,,31,unreviewed_text
M4-FUNG-0354:R001,M4-FUNG-0354,R001,,,,EpnA polyketide assembly → EpnC oxidative tailoring → EpnB C-galactosylation → epipyrone A; EpnD supports export context,,,31,unreviewed_text
M4-FUNG-0355:R001,M4-FUNG-0355,R001,,,,KojR activation + carbon state → kojA biosynthesis → kojic acid → KojT-associated secretion; kojic acid feeds back positively on cluster transcription,,,31,unreviewed_text
M4-FUNG-0356:R001,M4-FUNG-0356,R001,,,,ClaF → clavatol --ClaD→ hydroxyclavatol → ortho-quinone methide + terrestric-pathway γ-butyrolactones → peniphenone/penilactone chemistry,,,31,unreviewed_text
M4-FUNG-0357:R001,M4-FUNG-0357,R001,,,,TraA → crustosic acid → decarboxylation/isomerization → terrestric acid → γ-butyrolactone branch + clavatol-derived quinone methide → mixed-cluster products,,,31,unreviewed_text
M4-FUNG-0358:R001,M4-FUNG-0358,R001,,,,tryptophan --cluster IDO→ kynurenine + anthranilate → NRPS assembly/cyclization → terreazepine-family products,,,31,unreviewed_text
M4-FUNG-0359:R001,M4-FUNG-0359,R001,,,,tryptophan --NanC→ L-kynurenine + anthranilate --NanA→ tethered dipeptide → regioselective benzazepine cyclization → nanangelenin A pathway,,,31,unreviewed_text
M4-FUNG-0360:R001,M4-FUNG-0360,R001,,,,AurA polyene α-pyrone → AurB O-methylation → AurC epoxidation + AurD epoxide opening cycles → dioxabicyclo-octane scaffold → aurovertin E,,,31,unreviewed_text
M4-FUNG-0361:R001,M4-FUNG-0361,R001,,,,vicA repeated GLKLAF cores → VicYb-dependent oxidative maturation → VicK oxidative deamination → active victorin congeners → host-selective oat toxicity,,,31,unreviewed_text
M4-FUNG-0362:R001,M4-FUNG-0362,R001,,,,BGC0002202 interval ↔ dispersed/multicopy victorin system ↔ BGC0002201 companion interval → one biological victorin pathway,,,31,unreviewed_text
M4-FUNG-0363:R001,M4-FUNG-0363,R001,,,,PKS-derived 3-hydroxy fatty acid + NRPS peptide assembly → beauveriolide cyclodepsipeptides → host-dependent contribution to insect virulence,,,31,unreviewed_text
M4-FUNG-0364:R001,M4-FUNG-0364,R001,,,,8 malonyl-CoA + L-leucine --FfsA→ cytochalasan precursor → locus tailoring → flavichalasines/aspochalasins/TMC-169/aspergillin PZ,,,31,unreviewed_text
M4-FUNG-0365:R001,M4-FUNG-0365,R001,,,,wheat infection / PhmR activation → phmA + phmE → prephomacin → phomacins D/E → actin disruption + reduced host germination → virulence contribution,,,31,unreviewed_text
M4-FUNG-0366:R001,M4-FUNG-0366,R001,,,,mycoparasitic attack → H2O2 + cluster induction → trigazaphilone biosynthesis → radical scavenging → producer oxidative-stress tolerance,,,31,unreviewed_text
M4-FUNG-0367:R001,M4-FUNG-0367,R001,,,,tryptophan --PsiD/PsiH/PsiM/PsiK pathway logic→ psilocybin; linked PsiT transporters; cluster phylogeny → horizontal-transfer model across Agaricales,,,31,unreviewed_text
M4-FUNG-0368:R001,M4-FUNG-0368,R001,,,,OpaA quinazolinone/D-Phe precursor → OpaB 3H-oxepin → OpaC hydroxylation + double-bond migration → OpaE L-epimerization → OpaF methylation → oxepinamide F,,,31,unreviewed_text
M4-FUNG-0369:R001,M4-FUNG-0369,R001,,,,acetyl-CoA / propionate-derived acetyl-CoA → malonyl-CoA --PKS→ phenethyl core → three oxidoreductases + O-methyltransferase → ustethylin A,,,31,unreviewed_text
M4-FUNG-0370:R001,M4-FUNG-0370,R001,,,,PyvA PKS-NRPS precursor → proposed PyvC/PyvB oxidative pyrone formation → proposed PyvH C-3 O-methylation → pyranoviolin A,,,31,unreviewed_text
M4-FUNG-0371:R001,M4-FUNG-0371,R001,,,,selected P. sporulosa PKS locus → HEx synthetic assembly → S. cerevisiae expression → cluster-dependent HEx-pks1 polyketide,,,31,unreviewed_text
M4-FUNG-0372:R001,M4-FUNG-0372,R001,,,,M. roreri PKS locus → HEx assembly/expression in S. cerevisiae → orsellinic acid (NMR confirmed),,,31,unreviewed_text
M4-FUNG-0373:R001,M4-FUNG-0373,R001,,,,"P. strigosozonata PKS16 locus → HEx yeast expression → compounds 7/8 → unexpected N,S-bis-acylated amino-acid chemistry without NRPS",,,31,unreviewed_text
M4-FUNG-0374:R001,M4-FUNG-0374,R001,,,,H. pinastri PKS locus → HEx yeast expression → methyl (2S)-4-methyl-2-(octanoylamino)pentanoate,,,23,unreviewed_text
M4-FUNG-0375:R001,M4-FUNG-0375,R001,,,,E. pusillum PKS23 locus → HEx yeast expression → HEx-pks23 polyketide feature,,,23,unreviewed_text
M4-FUNG-0376:R001,M4-FUNG-0376,R001,,,,T. virens TC1 locus → HEx transcriptional access in yeast → HEx-tc1 terpene products,,,23,unreviewed_text
M4-FUNG-0377:R001,M4-FUNG-0377,R001,,,,"GGPP --DenTC3→ (-)-cyatha-3,12-diene",,,23,unreviewed_text
M4-FUNG-0378:R001,M4-FUNG-0378,R001,,,,GGPP --SteTC1→ (-)-(R)-nephthenol,,,23,unreviewed_text
M4-FUNG-0379:R001,M4-FUNG-0379,R001,,,,GGPP --PunTC→ ent-kauran-16α-ol,,,23,unreviewed_text
M4-FUNG-0380:R001,M4-FUNG-0380,R001,,,,GGPP --SerTC→ ent-kauran-16α-ol,,,23,unreviewed_text
M4-FUNG-0381:R001,M4-FUNG-0381,R001,,,,maleidride monomers → deoxyscytalidin --ZopL9→ 5-hydroxy-deoxyscytalidin → deoxyzopfiellin → zopfiellin,,,23,unreviewed_text
M4-FUNG-0382:R001,M4-FUNG-0382,R001,,,,shared maleidride pathway → deoxyscytalidin --ScyL2 6-hydroxylation→ scytalidin,,,23,unreviewed_text
M4-FUNG-0383:R001,M4-FUNG-0383,R001,,,,deoxyscytalidin → 5-hydroxy-deoxyscytalidin --ZopL9/ring contraction→ deoxyzopfiellin → zopfiellin,,,23,unreviewed_text
M4-FUNG-0384:R001,M4-FUNG-0384,R001,,,,"FPP --AneC→ dauca-4,7-diene --AneF→ oxidized C-12 intermediate --AneD→ C-10-hydroxylated intermediate --AneG→ aculene D scaffold → aculene congeners.",,,23,unreviewed_text
M4-FUNG-0385:R001,M4-FUNG-0385,R001,,,,tryptophan + D-phenyllactic-acid-derived building block --core NRPS→ acu-dioxomorpholine scaffold.,,,23,unreviewed_text
M4-FUNG-0386:R001,M4-FUNG-0386,R001,,,,PKS-centered locus + transferase-associated tailoring → AKML A/B/C/D macrolide family.,,,23,unreviewed_text
M4-FUNG-0387:R001,M4-FUNG-0387,R001,,,,transferase-homologue-guided locus selection → PKS macrolide scaffold → CIML congener family.,,,23,unreviewed_text
M4-FUNG-0388:R001,M4-FUNG-0388,R001,,,,acetyl/malonyl-derived polyketide --6-MSA synthase→ 6-MSA → aculinic-acid/aculin branch.,,,23,unreviewed_text
M4-FUNG-0389:R001,M4-FUNG-0389,R001,,,,TolA hybrid assembly → 4-hydroxypyridone core --TolB/TolD oxidative tailoring with TolC redox support→ tolypyridone C.,,,23,unreviewed_text
M4-FUNG-0390:R001,M4-FUNG-0390,R001,,,,Fub1/Fub8 aliphatic aldehyde branch + O-acetyl-L-homoserine-derived partner --Fub7→ cyclic intermediate --Fub9 oxidation→ fusaric-acid picolinic scaffold.,,,23,unreviewed_text
M4-FUNG-0391:R001,M4-FUNG-0391,R001,,,,ergot-alkaloid precursor pathway → NRPS-mediated peptide assembly/tailoring → ergotamine.,,,23,unreviewed_text
M4-FUNG-0392:R001,M4-FUNG-0392,R001,,,,VirA reduced polyketide → SDR-mediated selective reoxidation → aldol/aromatization → salicylaldehyde intermediates → oxidative tailoring → trichoxide.,,,23,unreviewed_text
M4-FUNG-0393:R001,M4-FUNG-0393,R001,,,,PKS salicylaldehyde → temporary salicyl-alcohol reduction → prenylation/tailoring → reoxidation → flavoglaucin.,,,23,unreviewed_text
M4-FUNG-0394:R001,M4-FUNG-0394,R001,,,,plant infection state → ACE1 cluster expression/activity → hybrid PKS-NRPS chemistry → host resistance recognition/avirulence phenotype.,,,23,unreviewed_text
M4-FUNG-0395:R001,M4-FUNG-0395,R001,,,,cluster-local regulator overexpression → pathway transcriptional access → polyketide biosynthesis → 8-methyldiaporthin.,,,23,unreviewed_text
M4-FUNG-0396:R001,M4-FUNG-0396,R001,,,,DiaA/DiaB precursor formation → AoiQ gem-dichlorination → deacetylation/DiaC reduction → AoiQ methylation and downstream tailoring → dichlorodiaporthin.,,,23,unreviewed_text
